 # ID       Xpix           Wavelength          Intens       Line 
    9      189.8        5291.81654762        102353.0        ThI 
   16      256.9        5294.39686568        162900.0        ThI 
   19      275.0        5295.08846829         19583.0        ThI 
   21        0.0        5296.27900787        190143.0        ThI 
   23      335.5        5297.40750699         11197.0        ThI 
   27      358.6        5298.28237473        312567.0        ThI 
   28      365.8        5298.56026364         33050.0        ThI 
   30      379.4        5299.08084884          6937.0       ArII 
   33      417.6        5300.52318027        147055.0        ThI 
   35        0.0        5300.77205392         23292.0       ArII 
   36      440.8        5301.40442031         13513.0       ThII 
   40      495.8        5303.48333100         47830.0        ThI 
1       553     5306.9864      1.  ThI
1       565     5307.4655      1.  ThII
1       588     5308.3105      1.  ThI
1       622     5309.6093      1.  ThI
1       640     5310.2665      1.  ThII
1       657     5310.8662      1.  ThII
1       687     5312.0018      1.  ThI
1       701     5312.5288      1.  ThI
1       711     5312.9045      1.  ThI
1       774     5315.2278      1.  ThI
1       836     5317.4944      1.  ThI
1       853     5318.1104      1.  ThI
1       861     5318.4268      1.  ThII
1       907     5320.0985      1.  Th
1       925     5320.7699      1.  ThII
1       984     5322.8988      1.  ThI
1       997     5323.4002      1.  ThI
1       1045    5325.1438      1.  ThII
1       1053    5325.4317      1.  ThI
1       1076    5326.2774      1.  ThI
1       1096    5326.9756      1.  ThI
1       1162    5329.3745      1.  ThII
1       1171    5329.7559      1.  ThII
1       1182    5330.0804      1.  ThI
1       1228    5331.7477      1.  ThI
1       1274    5333.3846      1.  ThI
1       1375    5337.0154      1.  Th
   47     1454.8        5338.63923564          5940.0        ThI 
   50     1507.1        5340.49799186         27421.0        ThI 
   56     1594.2        5343.58110050       1121733.0        ThI 
   57     1620.8        5344.52424793         10348.0       ArII 
   58     1643.1        5345.31139697         14534.0       NoID 
   61     1673.4        5346.37785450         15683.0       ThII 
   63     1718.7        5347.97170935        122075.0        ThI 
   67     1748.1        5349.00526066         31913.0        ThI 
   68     1761.1        5349.46036826         19336.0       NoID 
   71     1808.8        5351.12678374        101278.0        ThI 
   80     1908.4        5354.60132088         59889.0        ThI 
   83     1938.1        5355.63604186         41962.0        ThI 
