 # ID       Xpix           Wavelength          Intens       Line 
    7      157.2        5340.49799186         27421.0        ThI 
   14      260.8        5344.52424793         10348.0       ArII 
   15      281.2        5345.31139697         14534.0       NoID 
   18      308.9        5346.37785450         15683.0       ThII 
   20      350.3        5347.97170935        122075.0        ThI 
   24      377.1        5349.00526066         31913.0        ThI 
   25      389.0        5349.46036826         19336.0       NoID 
   28      432.5        5351.12678374        101278.0        ThI 
   31      451.1        5351.83642744         30159.0        ThI 
   32      455.2        5351.99645575          8800.0        ThI 
   37      523.7        5354.60132088         59889.0        ThI 
   40      550.9        5355.63604186         41962.0        ThI 
   45      631.9        5358.70733454         25885.0        ThI 
   49      661.6        5359.82636401         35977.0        ThI 
   50      670.3        5360.14943782        271998.0        ThI 
   52      697.0        5361.15518951         74555.0        ThI 
   53      703.6        5361.40867189          3632.0       ThII 
   55        0.0        5361.92151108          2902.0       NoID 
   58      726.1        5362.25390140         10793.0       ThII 
   59      734.7        5362.57516170        117507.0        ThI 
   71      845.3        5366.70812308          4158.0        ThI 
   72      892.3        5368.46883434          3328.0       NoID 
   78      918.9        5369.44684941        118568.0        ThI 
   82      952.9        5370.70924660        128020.0        ThI 
   86      987.5        5371.99477462          5421.0          ? 
   89     1006.9        5372.70213190         77131.0        ThI 
   91     1028.3        5373.49465545         64886.0        ArI 
   94     1064.4        5374.82149344        280105.0       NoID 
   98     1078.8        5375.35244477         88311.0       ThII 
  100     1090.1        5375.76854875         21724.0       ThII 
  101     1100.0        5376.12997632         10273.0      ThIII 
  106     1173.9        5378.83514154        160685.0        ThI 
  107     1181.5        5379.11014616        441723.0        ThI 
  120     1286.2        5382.92716569         60394.0       ThII 
  123     1316.8        5384.03533800         52844.0       ThII 
  130     1388.0        5386.61063982        600540.0        ThI 
  133     1402.8        5387.15220531          7491.0        ThI 
  134     1421.3        5387.81313295         29625.0       NoID 
  135     1427.8        5388.05100947         54139.0        ThI 
  138     1512.1        5391.07621421         10738.0       ThII 
  140     1553.9        5392.57271387         72822.0       ThII 
  146     1582.6        5393.60012370         21146.0       ArII 
  149     1615.2        5394.76113088        609032.0        ThI 
  151     1653.1        5396.11045181          9556.0        ThI 
  156     1692.6        5397.51654258         51441.0       ArII 
  157     1712.1        5398.20565868         22895.0        ThI 
  159     1726.2        5398.70202721        208402.0        ThI 
  162     1739.5        5399.17512596        196379.0       NoID 
  163     1752.0        5399.62208868         27241.0        ThI 
  164     1766.9        5400.14609084         26810.0        ThI 
  172     1811.6        5401.73266343           860.0          ? 
  174     1836.6        5402.60496663         58714.0       ArII 
  175     1853.5        5403.19919805         38413.0        ThI 
  181     1954.6        5406.75455119         13546.0        ThI 
  182     1971.5        5407.34353600         81688.0       ArII 
