 # ID       Xpix           Wavelength          Intens       Line 
   31      271.7        4391.38894045         12998.0        ThI 
   35      321.1        4392.97404180        120233.0        ThI 
   37      346.0        4393.75937788         36658.0        ThI 
   45      421.2        4396.13951973          5103.0        ThI 
   46      431.7        4396.47819449         13458.0       ThII 
   49      477.3        4397.91481993         27331.0       ThII 
   56      524.6        4399.40650285         10403.0        ThI 
   59      547.0        4400.09679295        412428.0       ArII 
   60      555.8        4400.38554986          4951.0       ThII 
   61      594.2        4401.58086986        192168.0        ThI 
   64      615.4        4402.24495186         21193.0        ThI 
   76      700.7        4404.90324131         30608.0       ArII 
   81      765.6        4406.90842585          4027.0        ThI 
   87      816.3        4408.48170121         37639.0        ThI 
   91      862.3        4409.89875973         28406.0        ThI 
  101        0.0        4413.63184778         11244.0        ThI 
  104     1012.3        4414.48625757        160135.0        ThI 
  106        0.0        4414.76681062          7422.0        ThI 
  109     1069.7        4416.23787187         12442.0       ThII 
  111     1089.8        4416.84497284         69222.0        ThI 
  131     1186.7        4419.77036269          7119.0        ThI 
  134     1202.7        4420.25689944         14143.0        ThI 
  137     1262.2        4422.04805226         72674.0        ThI 
  142     1302.7        4423.26193325          4281.0        ThI 
  144     1318.0        4423.72009046         60548.0        ThI 
  150     1355.3        4424.83732193         24964.0        ThI 
  155     1375.5        4425.45017036         12782.0          ? 
  170     1523.5        4429.82286551          8233.0        ThI 
  171     1562.9        4430.99643308        402952.0       ArII 
  173     1605.7        4432.25212100         80980.0        ThI 
  176     1629.7        4432.96270064         62975.0       ThII 
  177     1647.8        4433.49095536         21897.0        ThI 
  181     1697.5        4434.95700579         16438.0     Contam 
  183     1714.4        4435.44377344         16332.0          ? 
  184     1722.2        4435.67840557          5491.0       NoID 
  196     1782.8        4437.44483078          6915.0        ThI 
  201     1840.7        4439.12333317         18219.0       ThII 
  202     1852.0        4439.46143501        290158.0       ArII 
  206     1890.6        4440.57370570         45522.0       ThII 
  207     1900.4        4440.86597562         35531.0       ThII 
  210     1925.7        4441.60896969         42107.0        ThI 
