 55067.00  0.261875  0.438082  0.2229120 
 55068.00  0.263221  0.435814  0.2223091 
 55069.00  0.264190  0.433572  0.2219434 
 55070.00  0.265370  0.431194  0.2217470 
 55071.00  0.266424  0.428762  0.2216431 
 55072.00  0.267593  0.426208  0.2215710 
 55073.00  0.268844  0.423567  0.2215045 
 55074.00  0.269880  0.420816  0.2213869 
 55075.00  0.270350  0.418119  0.2211670 
 55076.00  0.270914  0.414869  0.2207904 
 55077.00  0.271469  0.411774  0.2202321 
 55078.00  0.272207  0.408874  0.2195012 
 55079.00  0.272691  0.406267  0.2186289 
 55080.00  0.272788  0.403585  0.2176721 
 55081.00  0.272506  0.400618  0.2167292 
 55082.00  0.272311  0.397506  0.2158682 
 55083.00  0.272197  0.394526  0.2151630 
 55084.00  0.271814  0.391792  0.2146539 
 55085.00  0.271664  0.388970  0.2142969 
 55086.00  0.271554  0.385915  0.2140350 
 55087.00  0.271969  0.382805  0.2137395 
 55088.00  0.272475  0.379734  0.2133151 
 55089.00  0.273245  0.376604  0.2126885 
 55090.00  0.274178  0.373679  0.2118194 
 55091.00  0.275149  0.371035  0.2106744 
 55092.00  0.275705  0.368395  0.2093311 
 55093.00  0.275501  0.365821  0.2079858 
 55094.00  0.274923  0.363275  0.2067089 
 55095.00  0.274079  0.360554  0.2056216 
 55096.00  0.273511  0.357604  0.2048271 
 55097.00  0.272723  0.354553  0.2043018 
 55098.00  0.272052  0.351316  0.2039199 
 55099.00  0.271149  0.348078  0.2036174 
 55100.00  0.270258  0.345025  0.2033359 
 55101.00  0.269140  0.341977  0.2030560 
 55102.00  0.268335  0.339035  0.2026932 
 55103.00  0.267335  0.336701  0.2021040 
 55104.00  0.266612  0.334121  0.2012420 
 55105.00  0.265628  0.331356  0.2001353 
 55106.00  0.265054  0.328363  0.1988940 
 55107.00  0.264635  0.325673  0.1976013 
 55108.00  0.264212  0.323000  0.1962694 
 55109.00  0.263676  0.320381  0.1949983 
 55110.00  0.263245  0.317932  0.1939051 
 55111.00  0.262393  0.315577  0.1929757 
 55112.00  0.261917  0.313362  0.1922218 
 55113.00  0.262035  0.310979  0.1915935 
 55114.00  0.261745  0.308519  0.1910059 
 55115.00  0.261110  0.306012  0.1903848 
 55116.00  0.260123  0.303647  0.1896720 
 55117.00  0.258818  0.301406  0.1887316 
 55118.00  0.257135  0.299130  0.1875469 
 55119.00  0.254986  0.296192  0.1861733 
 55120.00  0.253604  0.293070  0.1846849 
 55121.00  0.252719  0.290511  0.1832026 
 55122.00  0.251887  0.287983  0.1818784 
 55123.00  0.250952  0.285575  0.1807756 
 55124.00  0.249946  0.283422  0.1798975 
 55125.00  0.249061  0.281513  0.1791977 
 55126.00  0.248013  0.279264  0.1785993 
 55127.00  0.247299  0.276654  0.1780274 
 55128.00  0.246068  0.273908  0.1775061 
 55129.00  0.244800  0.271104  0.1769450 
 55130.00  0.243965  0.268803  0.1762240 
 55131.00  0.242833  0.266541  0.1753358 
 55132.00  0.241868  0.264333  0.1742790 
 55133.00  0.240651  0.262149  0.1731010 
 55134.00  0.239442  0.259859  0.1718527 
 55135.00  0.237614  0.257657  0.1705827 
 55136.00  0.235681  0.255633  0.1693267 
 55137.00  0.234551  0.253436  0.1682037 
 55138.00  0.234389  0.251681  0.1672210 
 55139.00  0.233972  0.250093  0.1663999 
 55140.00  0.233292  0.248297  0.1656982 
 55141.00  0.231961  0.246303  0.1650303 
 55142.00  0.229712  0.243739  0.1643645 
 55143.00  0.227190  0.241108  0.1636083 
 55144.00  0.224924  0.238656  0.1627181 
 55145.00  0.222921  0.236507  0.1616846 
 55146.00  0.220570  0.234371  0.1604613 
 55147.00  0.218103  0.232290  0.1591338 
 55148.00  0.215701  0.230214  0.1578132 
 55149.00  0.212873  0.228372  0.1566610 
 55150.00  0.209649  0.226676  0.1557155 
 55151.00  0.206281  0.225158  0.1549638 
 55152.00  0.203076  0.223802  0.1544033 
 55153.00  0.200617  0.222364  0.1539462 
 55154.00  0.197881  0.220921  0.1535580 
 55155.00  0.195589  0.219498  0.1532202 
 55156.00  0.193614  0.218076  0.1527877 
 55157.00  0.191487  0.216752  0.1521636 
 55158.00  0.189655  0.215357  0.1513143 
 55159.00  0.187891  0.213901  0.1502950 
 55160.00  0.185801  0.212938  0.1491607 
 55161.00  0.183588  0.212414  0.1479131 
 55162.00  0.180910  0.211951  0.1465720 
 55163.00  0.177989  0.211067  0.1452184 
 55164.00  0.174997  0.210156  0.1439564 
 55165.00  0.172166  0.209470  0.1428458 
 55166.00  0.168713  0.208877  0.1419510 
 55167.00  0.165222  0.207639  0.1412438 
 55168.00  0.161833  0.206239  0.1406106 
 55169.00  0.158973  0.204775  0.1399617 
 55170.00  0.156631  0.203344  0.1391796 
 55171.00  0.154439  0.202158  0.1382485 
 55172.00  0.152193  0.201257  0.1371190 
 55173.00  0.149646  0.200671  0.1358371 
 55174.00  0.147276  0.199623  0.1344085 
 55175.00  0.145047  0.198642  0.1330130 
 55176.00  0.142594  0.197624  0.1317667 
 55177.00  0.140302  0.196807  0.1307371 
 55178.00  0.138331  0.196198  0.1299079 
 55179.00  0.136136  0.195951  0.1292060 
 55180.00  0.133229  0.195655  0.1286051 
 55181.00  0.130451  0.195171  0.1280323 
 55182.00  0.128009  0.194636  0.1274299 
 55183.00  0.125516  0.193945  0.1267693 
 55184.00  0.123345  0.193703  0.1260159 
 55185.00  0.121748  0.193651  0.1251234 
 55186.00  0.120006  0.193558  0.1240707 
 55187.00  0.118167  0.193234  0.1228495 
 55188.00  0.116014  0.192917  0.1215400 
 55189.00  0.113869  0.192503  0.1201994 
 55190.00  0.112058  0.192087  0.1189558 
 55191.00  0.110395  0.191856  0.1178071 
 55192.00  0.108650  0.191790  0.1167809 
 55193.00  0.106776  0.191845  0.1159300 
 55194.00  0.104892  0.191863  0.1152943 
 55195.00  0.102818  0.192050  0.1148704 
 55196.00  0.100708  0.192299  0.1145137 
 55197.00  0.098699  0.192867  0.1140783 
 55198.00  0.096644  0.193191  0.1134454 
 55199.00  0.094685  0.193187  0.1125259 
 55200.00  0.092774  0.193409  0.1113713 
 55201.00  0.090452  0.193906  0.1100183 
 55202.00  0.087640  0.194099  0.1086245 
 55203.00  0.084294  0.194313  0.1073468 
 55204.00  0.081350  0.194435  0.1062598 
 55205.00  0.077878  0.194518  0.1053984 
 55206.00  0.074223  0.194411  0.1048153 
 55207.00  0.070567  0.194299  0.1044188 
 55208.00  0.067585  0.194492  0.1041377 
 55209.00  0.064909  0.194561  0.1038803 
 55210.00  0.062148  0.194910  0.1036455 
 55211.00  0.059114  0.195287  0.1033269 
 55212.00  0.055838  0.195603  0.1028570 
 55213.00  0.052404  0.195805  0.1022150 
 55214.00  0.048856  0.195984  0.1013681 
 55215.00  0.045011  0.196175  0.1004121 
 55216.00  0.040985  0.196541  0.0994218 
 55217.00  0.037081  0.196852  0.0984222 
 55218.00  0.033510  0.197120  0.0973980 
 55219.00  0.030661  0.197192  0.0964122 
 55220.00  0.028105  0.197425  0.0955129 
 55221.00  0.025611  0.197975  0.0947260 
 55222.00  0.022913  0.198684  0.0940895 
 55223.00  0.020713  0.199282  0.0935376 
 55224.00  0.018856  0.200398  0.0929297 
 55225.00  0.017838  0.201928  0.0921034 
 55226.00  0.016357  0.204076  0.0910058 
 55227.00  0.014125  0.206260  0.0895969 
 55228.00  0.011515  0.207984  0.0878657 
 55229.00  0.008717  0.209254  0.0859807 
 55230.00  0.005996  0.210473  0.0841237 
 55231.00  0.003317  0.211796  0.0824237 
 55232.00  0.000882  0.212802  0.0810036 
 55233.00 -0.001076  0.213414  0.0798511 
 55234.00 -0.002912  0.214122  0.0789140 
 55235.00 -0.004784  0.215057  0.0781619 
 55236.00 -0.006463  0.216324  0.0775395 
 55237.00 -0.008330  0.217852  0.0769876 
 55238.00 -0.010785  0.219469  0.0763870 
 55239.00 -0.013564  0.221034  0.0756531 
 55240.00 -0.015952  0.222628  0.0747570 
 55241.00 -0.017856  0.224401  0.0736753 
 55242.00 -0.019564  0.226351  0.0724293 
 55243.00 -0.021184  0.228581  0.0710437 
 55244.00 -0.022561  0.230869  0.0695816 
 55245.00 -0.023462  0.233014  0.0680586 
 55246.00 -0.024202  0.235194  0.0665789 
 55247.00 -0.025135  0.237289  0.0651974 
 55248.00 -0.026351  0.239174  0.0639494 
 55249.00 -0.027503  0.240883  0.0628269 
 55250.00 -0.028363  0.242588  0.0618181 
 55251.00 -0.029225  0.244519  0.0608641 
 55252.00 -0.030416  0.246614  0.0597845 
 55253.00 -0.031504  0.248732  0.0584662 
 55254.00 -0.032611  0.251034  0.0568980 
 55255.00 -0.033979  0.253397  0.0550378 
 55256.00 -0.035078  0.255602  0.0529884 
 55257.00 -0.035911  0.257748  0.0509242 
 55258.00 -0.036976  0.259853  0.0490461 
 55259.00 -0.038212  0.261893  0.0473946 
 55260.00 -0.039071  0.263900  0.0460197 
 55261.00 -0.039971  0.265944  0.0449323 
 55262.00 -0.041316  0.267764  0.0440250 
 55263.00 -0.042995  0.269454  0.0432650 
 55264.00 -0.044848  0.271016  0.0424633 
 55265.00 -0.046160  0.272458  0.0415440 
 55266.00 -0.047123  0.273987  0.0406058 
 55267.00 -0.047999  0.275727  0.0395956 
 55268.00 -0.048754  0.277724  0.0384795 
 55269.00 -0.049676  0.280115  0.0373822 
 55270.00 -0.050839  0.282777  0.0362561 
 55271.00 -0.051851  0.285387  0.0350533 
 55272.00 -0.052573  0.287721  0.0338216 
 55273.00 -0.053229  0.289648  0.0325925 
 55274.00 -0.053914  0.291132  0.0314904 
 55275.00 -0.054405  0.292504  0.0305709 
 55276.00 -0.054503  0.294135  0.0298113 
 55277.00 -0.054475  0.296084  0.0292025 
 55278.00 -0.054703  0.298302  0.0286592 
 55279.00 -0.055178  0.300838  0.0280651 
 55280.00 -0.056019  0.303607  0.0272792 
 55281.00 -0.056964  0.306150  0.0261417 
 55282.00 -0.057665  0.308295  0.0246671 
 55283.00 -0.058260  0.310471  0.0229478 
 55284.00 -0.058945  0.312706  0.0210345 
 55285.00 -0.059938  0.314878  0.0190545 
 55286.00 -0.060754  0.316893  0.0172228 
 55287.00 -0.061148  0.319299  0.0157287 
 55288.00 -0.061573  0.321993  0.0145646 
 55289.00 -0.062155  0.324663  0.0136485 
 55290.00 -0.062939  0.327254  0.0128581 
 55291.00 -0.064190  0.329488  0.0120699 
 55292.00 -0.065810  0.331296  0.0112035 
 55293.00 -0.067110  0.332970  0.0102362 
 55294.00 -0.067829  0.334880  0.0091373 
 55295.00 -0.068213  0.337229  0.0078750 
 55296.00 -0.068444  0.339673  0.0065104 
 55297.00 -0.068337  0.342270  0.0050587 
 55298.00 -0.068146  0.345088  0.0035160 
 55299.00 -0.068052  0.348019  0.0019593 
 55300.00 -0.068459  0.350723  0.0003977 
 55301.00 -0.068837  0.353109 -0.0010948 
 55302.00 -0.068933  0.355308 -0.0024650 
 55303.00 -0.069051  0.357485 -0.0036737 
 55304.00 -0.069188  0.359715 -0.0047732 
 55305.00 -0.069015  0.362089 -0.0058036 
 55306.00 -0.068840  0.364642 -0.0068473 
 55307.00 -0.068924  0.367019 -0.0080007 
 55308.00 -0.069356  0.369408 -0.0093746 
 55309.00 -0.069936  0.371850 -0.0109721 
 55310.00 -0.070333  0.374114 -0.0127370 
 55311.00 -0.070762  0.376360 -0.0146146 
 55312.00 -0.071057  0.378594 -0.0164828 
 55313.00 -0.070830  0.380998 -0.0182937 
 55314.00 -0.070809  0.383455 -0.0199293 
 55315.00 -0.071055  0.385551 -0.0212773 
 55316.00 -0.071124  0.387563 -0.0223424 
 55317.00 -0.070842  0.389536 -0.0231627 
 55318.00 -0.070305  0.391440 -0.0238145 
 55319.00 -0.069542  0.393422 -0.0243844 
 55320.00 -0.068372  0.395434 -0.0249123 
 55321.00 -0.066693  0.397455 -0.0254707 
 55322.00 -0.064944  0.399827 -0.0261002 
 55323.00 -0.062865  0.402424 -0.0268309 
 55324.00 -0.060583  0.405232 -0.0277086 
 55325.00 -0.058944  0.408074 -0.0287534 
 55326.00 -0.057819  0.410684 -0.0299219 
 55327.00 -0.056686  0.413121 -0.0311440 
 55328.00 -0.055555  0.415382 -0.0323336 
 55329.00 -0.054514  0.417515 -0.0333959 
 55330.00 -0.053338  0.419524 -0.0342881 
 55331.00 -0.051946  0.421522 -0.0349997 
 55332.00 -0.050576  0.423431 -0.0356503 
 55333.00 -0.049140  0.425006 -0.0363467 
 55334.00 -0.047434  0.426335 -0.0371575 
 55335.00 -0.045450  0.427806 -0.0382165 
 55336.00 -0.043507  0.429640 -0.0395151 
 55337.00 -0.041570  0.431470 -0.0410167 
 55338.00 -0.039480  0.433415 -0.0426724 
 55339.00 -0.037516  0.435499 -0.0443621 
 55340.00 -0.035695  0.437571 -0.0459129 
 55341.00 -0.034040  0.439627 -0.0472264 
 55342.00 -0.032592  0.441791 -0.0482667 
 55343.00 -0.031452  0.443748 -0.0490912 
 55344.00 -0.030428  0.445397 -0.0497983 
 55345.00 -0.028979  0.446704 -0.0503434 
 55346.00 -0.027396  0.448187 -0.0507442 
 55347.00 -0.025902  0.450050 -0.0511222 
 55348.00 -0.024151  0.451937 -0.0515846 
 55349.00 -0.022419  0.453604 -0.0521615 
 55350.00 -0.020847  0.455057 -0.0528302 
 55351.00 -0.019309  0.456462 -0.0535728 
 55352.00 -0.017307  0.457827 -0.0543140 
 55353.00 -0.014605  0.459353 -0.0550229 
 55354.00 -0.011980  0.461108 -0.0556829 
 55355.00 -0.009492  0.462690 -0.0562189 
 55356.00 -0.006631  0.464311 -0.0566620 
 55357.00 -0.003782  0.466074 -0.0569711 
 55358.00 -0.001191  0.467727 -0.0571637 
 55359.00  0.001701  0.469307 -0.0572449 
 55360.00  0.004898  0.470881 -0.0572951 
 55361.00  0.007768  0.472305 -0.0573947 
 55362.00  0.010273  0.473450 -0.0575990 
 55363.00  0.012930  0.474416 -0.0579501 
 55364.00  0.015918  0.475419 -0.0584543 
 55365.00  0.019204  0.476463 -0.0590887 
 55366.00  0.022269  0.477602 -0.0597400 
 55367.00  0.024903  0.478474 -0.0601981 
 55368.00  0.027586  0.478817 -0.0604096 
 55369.00  0.030631  0.478918 -0.0604055 
 55370.00  0.034088  0.478889 -0.0601505 
 55371.00  0.037829  0.479138 -0.0597020 
 55372.00  0.041266  0.479695 -0.0591297 
 55373.00  0.044247  0.480436 -0.0585156 
 55374.00  0.047141  0.481224 -0.0579343 
 55375.00  0.050218  0.481920 -0.0574436 
 55376.00  0.053498  0.482477 -0.0571041 
 55377.00  0.057016  0.482900 -0.0569155 
 55378.00  0.060791  0.483186 -0.0568549 
 55379.00  0.064653  0.483570 -0.0568310 
 55380.00  0.067939  0.483895 -0.0568704 
 55381.00  0.071051  0.484041 -0.0569063 
 55382.00  0.074390  0.484070 -0.0568509 
 55383.00  0.077806  0.484119 -0.0566688 
 55384.00  0.080949  0.484328 -0.0563313 
 55385.00  0.083753  0.484275 -0.0558206 
 55386.00  0.086286  0.484043 -0.0552222 
 55387.00  0.088547  0.483919 -0.0546055 
 55388.00  0.090806  0.483819 -0.0540657 
 55389.00  0.093112  0.483760 -0.0536709 
 55390.00  0.095452  0.483729 -0.0534821 
 55391.00  0.098063  0.483794 -0.0535439 
 55392.00  0.100359  0.483783 -0.0537651 
 55393.00  0.102327  0.483455 -0.0540685 
 55394.00  0.104173  0.482816 -0.0543890 
 55395.00  0.106508  0.481769 -0.0545765 
 55396.00  0.109388  0.480572 -0.0546280 
 55397.00  0.112117  0.479529 -0.0544292 
 55398.00  0.114577  0.478631 -0.0540123 
 55399.00  0.117029  0.477888 -0.0533767 
 55400.00  0.119491  0.477191 -0.0526032 
 55401.00  0.121692  0.476334 -0.0518769 
 55402.00  0.123778  0.475023 -0.0511681 
 55403.00  0.126216  0.473590 -0.0505881 
 55404.00  0.128828  0.472334 -0.0501943 
 55405.00  0.131240  0.471305 -0.0499766 
 55406.00  0.133349  0.470477 -0.0498633 
 55407.00  0.135274  0.469452 -0.0497795 
 55408.00  0.137268  0.468060 -0.0496946 
 55409.00  0.139436  0.466716 -0.0495423 
 55410.00  0.141626  0.465566 -0.0492932 
 55411.00  0.143841  0.464588 -0.0489515 
 55412.00  0.145891  0.463658 -0.0485588 
 55413.00  0.147727  0.462584 -0.0481220 
 55414.00  0.149611  0.461361 -0.0476799 
 55415.00  0.151700  0.460084 -0.0472782 
 55416.00  0.153882  0.458933 -0.0470343 
 55417.00  0.156142  0.457860 -0.0470428 
