   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    9    no  4129915.9        nan        0.0        nan      2.606      505.0     1316.0 
   10    no       77.8     1107.7     6259.8       29.3      0.129     9792.0     1268.0 
   11    no       55.2      161.3    10597.1       31.7      7.722     1268.0     9792.0 
   12    no       76.7       23.3     1207.3       35.4    161.321     1131.0   182454.0 
   13    no       77.4       21.8       40.4       38.1      0.022   182454.0     3993.0 
   14    no       75.9       20.3        0.1       40.9     45.693     3993.0   182454.0 
   15    no       77.2      471.1      477.6       43.8      0.463     8622.0     3993.0 
   16    no       76.9       17.2       10.8       52.1      0.504     2100.0     1058.0 
   17    no       76.7        1.6      118.8       56.8     14.511     1058.0    15353.0 
   18    no       76.6       28.1       70.3       59.7      2.462    15353.0    37795.0 
   19    no       76.5     1225.0       32.6       61.4      0.406    37795.0    15353.0 
   20    no  4133957.5        4.5        0.0       77.8      9.531    24432.0   232856.0 
   21    no       75.9       10.9        0.0       79.3      0.062   232856.0    14500.0 
   22    no  4134120.5        3.3        0.0       80.0     16.059    14500.0   232856.0 
   23    no       75.8        5.8        0.0       82.8      0.939    15436.0    14500.0 
   24    no       18.1        0.0       17.9       96.2     29.618      933.0    27634.0 
   25    no       75.2       58.3      195.2       98.8      0.034    27634.0      933.0 
   26    no       75.1      649.9      278.4      102.9     53.658      515.0    27634.0 
   27    no       74.9        1.6        3.1      107.9     12.569     2000.0    25138.0 
   28    no  4136285.3        5.2        0.0      110.0      0.876    25138.0    22016.0 
   29    no  4136392.8        4.9        0.0      111.5      2.039    22016.0    44896.0 
   30    no  4136436.0        5.8        0.0      112.1      0.490    44896.0    22016.0 
   31    no       74.0        6.4       22.9      134.9      0.039    26433.0     1034.0 
   32    no  4138293.4       11.9        0.0      138.5      0.398     1034.0      412.0 
   33    no  4138365.0       12.9        0.0      139.6      2.510      412.0     1034.0 
   34    no  4138775.1        7.3        0.0      145.5      0.533     3286.0     1750.0 
   35    no  4138841.6        9.5        0.0      146.5      2.618     1750.0     4582.0 
   36    no  4138889.5        9.3        0.0      147.1      0.382     4582.0     1750.0 
   37    no       73.5        0.3        1.1      153.3      3.112     1179.0     3669.0 
   38    no       73.4       41.1       25.9      155.5      0.321     3669.0     1179.0 
   39    no       73.2        7.8       63.1      162.3     54.002      466.0    25165.0 
   40    no       73.1        0.1        2.3      166.7      0.325    25165.0     8169.0 
   41    no       73.0        0.8        8.5      169.0      3.081     8169.0    25165.0 
   42    no       72.7       15.8       28.8      178.2      7.540      619.0     4667.0 
   43    no  4141631.3        5.0        0.0      187.4      0.859     4667.0     4007.0 
   44    no  4141719.2        4.3        0.0      188.7      1.165     4007.0     4667.0 
   45    no  4141835.6       21.4        0.0      190.5      2.553      456.0     1164.0 
   46    no  4141865.9       26.1        0.0      190.9      0.392     1164.0      456.0 
   47    no  4142324.9      290.7        0.0      197.8      1.081    16962.0    18332.0 
   48    no  4142474.6        8.0        0.0      200.0      0.055    18332.0     1010.0 
   49    no  4142523.2        6.8        0.0      200.8     18.150     1010.0    18332.0 
   50    no       72.0        0.4        8.8      203.4      0.014    70366.0     1010.0 
