   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no       18.4        3.0     2798.0        4.3      1.000        1.0        1.0 
    1    no       19.6        0.1      106.9        0.0      1.000        1.0        1.0 
    2    no       16.3        0.0       23.9       17.9      1.000        1.0        1.0 
    3    no       32.8        0.0       84.1       28.7      1.000        1.0        1.0 
    4    no       44.5        0.0       47.9      116.5      1.000        1.0        1.0 
    6    no      139.5        0.2       31.0      153.0      1.000        1.0        1.0 
   13    no        3.1     1055.3    48753.7      434.6      1.000        1.0        1.0 
   18    no       90.1        1.5      158.8      533.0      1.000        1.0        1.0 
   19    no       19.8        0.1       22.2      560.9      1.000        1.0        1.0 
   21    no       34.6        0.1       39.2      720.2      1.000        1.0        1.0 
