   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    2    no  5389774.0        nan        0.0        nan     10.572      680.0     7189.0 
    3    no       90.8     2181.4      299.2       29.8      1.494     7189.0    10738.0 
    4    no       51.7        0.3       49.5       33.3      0.669    10738.0     7189.0 
    5    no       81.7        1.5        0.3       47.5     52.127     1397.0    72822.0 
    6    no       46.5        1.3      363.9       49.9      0.012    72822.0      846.0 
    7    no  5392768.1       64.4        0.0       52.1      1.329      846.0     1124.0 
    8    no  5392893.7       19.2        0.0       53.5      0.753     1124.0      846.0 
    9    no  5393111.5       40.1        0.0       55.9      3.084     2811.0     8670.0 
   10    no  5393176.2       53.9        0.0       56.6      0.324     8670.0     2811.0 
   11    no  5393258.7       50.0        0.0       57.6      9.155      947.0     8670.0 
   12    no       40.7        0.2       83.0       61.4      1.162    21146.0    24572.0 
   13    no  5393872.7      149.0        0.0       64.4      4.803    24572.0   118029.0 
   14    no  5393973.4      398.7        0.0       65.5      0.208   118029.0    24572.0 
   15    no       29.0        1.5     1617.6       74.3      0.003   609032.0     2106.0 
   17    no       25.7        0.0       18.2       89.4      0.140     9556.0     1342.0 
   18    no  5396421.6       31.4        0.0       92.9      0.583     1342.0      782.0 
   19    no  5396538.6       25.4        0.0       94.3      1.716      782.0     1342.0 
   20    no       46.1        0.2       15.8       98.3      9.752      750.0     7314.0 
   21    no       90.0        0.2       12.7      100.9      0.103     7314.0      750.0 
   22    no       24.2        0.1      216.4      105.3      0.142    51441.0     7314.0 
   23    no       20.9        0.0       59.3      113.0      0.089    22895.0     2028.0 
   24    no       89.8        3.6        0.0      116.5    102.762     2028.0   208402.0 
   25    no       18.0       15.1      397.2      118.7      0.010   208402.0     2028.0 
   26    no       27.1      116.5      184.2      121.1      0.094    94242.0     8857.0 
   27    no  5399051.6      193.8        0.0      122.6     22.172     8857.0   196379.0 
   28    no       16.7       11.9      439.6      124.0      0.045   196379.0     8857.0 
   29    no       15.7        0.0       75.7      129.1      7.209    27241.0   196379.0 
   30    no       13.9        0.0       72.9      135.0      0.020    26810.0      538.0 
   31    no       89.5        0.8        0.0      139.1      2.221      538.0     1195.0 
   32    no  5400645.3       19.3        0.0      140.7      1.921     1195.0     2295.0 
   33    no  5400774.4       20.1        0.0      142.2      0.152     2295.0      349.0 
   34    no  5400865.1       18.6        0.0      143.2      6.576      349.0     2295.0 
   35    no       13.1        0.1        5.5      144.8      0.428      816.0      349.0 
   36    no  5401536.6       27.1        0.0      150.9      0.547     3548.0     1942.0 
   37    no  5401587.6       27.2        0.0      151.5      1.827     1942.0     3548.0 
   38    no       39.2        0.1       11.2      153.1      2.258      860.0     1942.0 
