 # ID       Xpix           Wavelength          Intens       Line 
    5      462.9        9455.20230000             1.0        ThI 
    7      549.5        9461.02790000             1.0        ThI 
    8      641.7        9467.19540000             1.0        ThI 
    9      694.0        9470.68190000             1.0        ThI 
   10      757.2        9474.87930000             1.0        ThI 
   11      940.2        9486.92560000             1.0        ThI 
   12     1071.4        9495.49790000             1.0        ThI 
   14     1145.3        9500.29990000             1.0        ThI 
   15     1224.2        9505.39300000             1.0        ThI 
   16     1259.3        9507.65250000             1.0        ThI 
   17     1271.8        9508.45130000             1.0       ArII 
   20     1699.6        9535.65660000             1.0       ArII 
