   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no       43.5        0.7       31.6       17.4      1.000        1.0        1.0 
    1    no       13.9        0.3      885.2        0.0      1.000        1.0        1.0 
    3    no       10.2       51.4    12282.9       48.0      1.000        1.0        1.0 
    9    no       15.1        0.4       17.9      186.9      1.000        1.0        1.0 
   12    no       21.5      753.3    31972.2      259.9      1.000        1.0        1.0 
   13    no       11.9     1205.1    40092.8      329.8      1.000        1.0        1.0 
   15    no       19.6       11.6      235.1      390.7      1.000        1.0        1.0 
   20    no        4.2       12.1     2543.8      476.4      1.000        1.0        1.0 
   21    no       76.3       71.6        9.4      480.4      1.000        1.0        1.0 
   26    no      100.2    25223.8      182.4      656.3      1.000        1.0        1.0 
