 # ID       Xpix           Wavelength          Intens       Line 
    0        0.0        4715.43080000             1.0       ThII 
    1        0.0        4717.39050000             1.0        ThI 
    2        0.0        4719.97950000             1.0       ThII 
    3        0.0        4720.45860000             1.0         Th 
    4        0.0        4720.78110000             1.0        ThI 
    5        0.0        4721.27650000             1.0        ThI 
    6        0.0        4721.59100000             1.0       ArII 
    7        0.0        4722.08860000             1.0        ThI 
    8        0.0        4723.43820000             1.0        ThI 
    9        0.0        4723.78400000             1.0       ThII 
   10        0.0        4726.86830000             1.0       ArII 
   11        0.0        4727.84910000             1.0        ThI 
   12        0.0        4728.13300000             1.0        ThI 
   13        0.0        4729.12820000             1.0        ThI 
   14        0.0        4729.87950000             1.0       ThII 
   15        0.0        4730.09180000             1.0        ThI 
   16        0.0        4730.65930000             1.0        ThI 
   17        0.0        4730.88150000             1.0       ThII 
   18        0.0        4732.05320000             1.0       ArII 
   23        0.0        4676.97210000             1.0        ThI 
   24        0.0        4678.23520000             1.0        ThI 
   25        0.0        4680.23770000             1.0        ThI 
   26        0.0        4680.64600000             1.0       ThII 
   27        0.0        4683.35170000             1.0        ThI 
   28        0.0        4686.19460000             1.0        ThI 
   29        0.0        4690.33430000             1.0       ThII 
   30        0.0        4690.62190000             1.0        ThI 
   31        0.0        4691.05160000             1.0       ThII 
   32        0.0        4691.34520000             1.0        ThI 
   33        0.0        4691.63540000             1.0        ThI 
   34      542.2        4691.88420000             1.0        ThI 
   35        0.0        4694.09140000             1.0       ThII 
   36        0.0        4695.03810000             1.0        ThI 
   37        0.0        4695.45420000             1.0        ThI 
   51        0.0        4715.43080000             1.0       ThII 
   52        0.0        4717.39050000             1.0        ThI 
   54        0.0        4719.97950000             1.0       ThII 
   55        0.0        4720.45860000             1.0         Th 
   56        0.0        4720.78110000             1.0        ThI 
   57        0.0        4721.27650000             1.0        ThI 
   58        0.0        4721.59100000             1.0       ArII 
   59        0.0        4722.08860000             1.0        ThI 
   60        0.0        4723.43820000             1.0        ThI 
   61        0.0        4723.78400000             1.0       ThII 
   62        0.0        4726.86830000             1.0       ArII 
   63        0.0        4727.84910000             1.0        ThI 
   64        0.0        4728.13300000             1.0        ThI 
   65        0.0        4729.12820000             1.0        ThI 
   66        0.0        4729.87950000             1.0       ThII 
   67        0.0        4730.09180000             1.0        ThI 
   68        0.0        4730.65930000             1.0        ThI 
   69        0.0        4730.88150000             1.0       ThII 
   70        0.0        4732.05320000             1.0       ArII 
   72        0.0        4675.37600000             1.0        ThI 
   73       79.6        4676.05550000             1.0        ThI 
   74        0.0        4676.97210000             1.0        ThI 
   75        0.0        4678.23520000             1.0        ThI 
   76        0.0        4680.23770000             1.0        ThI 
   77        0.0        4680.64600000             1.0       ThII 
   78        0.0        4683.35170000             1.0        ThI 
   79        0.0        4686.19460000             1.0        ThI 
   81        0.0        4690.33430000             1.0       ThII 
   82        0.0        4690.62190000             1.0        ThI 
   83        0.0        4691.05160000             1.0       ThII 
   84        0.0        4691.34520000             1.0        ThI 
   85        0.0        4691.63540000             1.0        ThI 
   86        0.0        4694.09140000             1.0       ThII 
   87        0.0        4695.03810000             1.0        ThI 
   88        0.0        4695.45420000             1.0        ThI 
