 # ID       Xpix           Wavelength          Intens       Line 
    5       61.7        6818.28918534        161133.0          ? 
    6        0.0        6818.38611425         14156.0       ArII 
    7        0.0        6818.53082030          4153.0          ? 
    8        0.0        6819.00565251          7902.0          ? 
    9       88.9        6819.55939347          4555.0          ? 
   10       94.8        6819.80168726          3494.0          ? 
   11      167.4        6823.50759184        179114.0        ThI 
   12        0.0        6823.81873609          2884.0          ? 
   13        0.0        6823.91673772          7095.0          ? 
   14      179.4        6824.10547492          5766.0          ? 
   15      190.8        6824.67751096        861606.0        ThI 
   16        0.0        6825.93785774          1200.0          ? 
   17        0.0        6826.03240029          2011.0          ? 
   18        0.0        6826.14890393          1651.0          ? 
   19      242.7        6827.24915280        622842.0        ArI 
   20      264.1        6828.21264048          5111.0          ? 
   21      278.7        6829.03547001       1645149.0        ThI 
   23      325.1        6831.25329908          7466.0          ? 
   24        0.0        6832.18529223          2299.0          ? 
   25        0.0        6832.27468117          8628.0          ? 
   26      357.2        6832.89252787         17209.0       ThII 
   27        0.0        6833.37862303          5992.0          ? 
   28      381.0        6834.05899391         15070.0          ? 
   29      418.9        6835.91230807         20905.0        ThI 
   30      422.0        6836.19810115          1864.0          ? 
   31        0.0        6836.87835505          3776.0          ? 
   32      451.2        6837.49722648         15855.0        ThI 
   36      612.1        6845.37893899          3294.0          ? 
   37      623.5        6845.86755547          5225.0          ? 
   39        0.0        6846.58939117         11693.0          ? 
   40        0.0        6847.44357825          1543.0          ? 
   41        0.0        6847.52537023          1505.0          ? 
   42        0.0        6847.61930395          2205.0          ? 
   43      669.7        6847.99616151          1062.0          ? 
   44      691.6        6849.04816834          1863.0          ? 
   45        0.0        6850.53874011          6030.0          ? 
   46        0.0        6850.69359843          9028.0          ? 
   50        0.0        6854.23263380         10880.0          ? 
   52        0.0        6854.75364256          3724.0          ? 
   53        0.0        6854.86990326          2680.0          ? 
   56        0.0        6856.97514957          1589.0          ? 
   57        0.0        6857.32644101          1038.0          ? 
   58        0.0        6857.41758248          1061.0          ? 
   59        0.0        6857.51659982           654.0          ? 
   60      895.6        6858.92375004          2222.0          ? 
   61        0.0        6859.78275381          1545.0          ? 
   62        0.0        6859.89940341           711.0          ? 
   64        0.0        6862.75833282          1848.0          ? 
   65      979.2        6862.86704956         22316.0        ThI 
   66      983.5        6863.09539409          2706.0          ? 
   69     1034.8        6865.39548093          2028.0          ? 
   73     1088.8        6868.04893064          5247.0          ? 
   75     1100.5        6868.63925773         11845.0       ThII 
   76     1110.7        6868.98685116          1126.0          ? 
   77        0.0        6870.15182355          4819.0          ? 
   78        0.0        6870.23926801          4649.0          ? 
   79        0.0        6872.94287821          1018.0          ? 
   81        0.0        6874.09192689         32566.0        ThI 
   82        0.0        6874.20327091          8649.0          ? 
   83     1231.8        6874.75309890       1288850.0        ThI 
   84     1234.5        6874.97881014         21209.0          ? 
   85     1263.6        6876.29255347          6050.0          ? 
   86     1284.4        6877.30162383          1196.0          ? 
   89     1310.5        6878.40655838          4089.0          ? 
   93     1413.7        6883.13746878         28216.0        ThI 
   96        0.0        6884.40221430           676.0          ? 
   97        0.0        6884.52239694          1109.0          ? 
  101        0.0        6888.72096463          3899.0          ? 
  102        0.0        6888.83435211         31248.0        ThI 
  103     1543.2        6889.05138268          7480.0          ? 
  105     1611.0        6892.24933474         58232.0        ThI 
  106        0.0        6892.63896984          2126.0          ? 
  107        0.0        6892.77971995           566.0          ? 
  108     1640.6        6893.61508305          3907.0          ? 
  109        0.0        6894.23045038         50304.0        ThI 
  110        0.0        6895.24858128         11926.0          ? 
  111        0.0        6895.38659112          9796.0          ? 
  112        0.0        6895.52723026          9150.0          ? 
  113        0.0        6895.67469056          8702.0          ? 
  114        0.0        6895.74417785          3008.0          ? 
  115        0.0        6895.83872040          7747.0          ? 
  116     1693.5        6896.00529655          9174.0          ? 
  117     1707.9        6896.78743698          5752.0          ? 
  118     1716.0        6897.00294596          6219.0          ? 
  119        0.0        6897.25798730          7675.0          ? 
  120     1726.1        6897.46888952          5182.0          ? 
  121        0.0        6900.00557757         12732.0          ? 
  122        0.0        6900.09595424         12486.0          ? 
  123        0.0        6900.23141277         13158.0          ? 
  124        0.0        6900.36477687         12882.0          ? 
  125        0.0        6900.50585289         13582.0          ? 
  126        0.0        6900.66727743         14515.0          ? 
  127        0.0        6900.76367447         35923.0        ThI 
  128        0.0        6900.87119753         32642.0          ? 
  129        0.0        6901.01586958         15492.0          ? 
  130     1807.9        6901.20336910         15538.0          ? 
  131     1812.5        6901.40487384         14837.0          ? 
  132     1817.0        6901.61385258         16238.0          ? 
  133     1821.8        6901.83207183         18967.0          ? 
  134        0.0        6902.06512209         15323.0          ? 
  135        0.0        6902.21158066         45418.0        ThI 
  136        0.0        6902.30774876         15587.0          ? 
  137        0.0        6902.82120153         15230.0          ? 
  138        0.0        6902.92503657          2176.0          ? 
  139        0.0        6902.99046296          5971.0          ? 
  140        0.0        6903.09391710         17005.0          ? 
  141     1862.5        6903.67362303         15187.0          ? 
  142        0.0        6903.84580167          5808.0          ? 
  143     1869.3        6903.97758919         14262.0          ? 
  144        0.0        6904.08162118           862.0          ? 
  145     1876.4        6904.29081486         19102.0          ? 
  146        0.0        6904.45924951         12184.0          ? 
  147        0.0        6904.60276388         17292.0          ? 
  148        0.0        6904.72260161          6007.0          ? 
  149     1891.2        6904.95775830         13400.0          ? 
  150        0.0        6905.17125182          7435.0          ? 
  151        0.0        6905.30499681         13103.0          ? 
  152        0.0        6905.40508686          1394.0          ? 
  153        0.0        6905.53710532          4152.0          ? 
  154        0.0        6905.65499658         16460.0          ? 
  155     1908.0        6905.85589149         12286.0          ? 
  156        0.0        6906.03070043         12061.0          ? 
  157        0.0        6906.10642904          6924.0          ? 
  158     1923.5        6906.40932749         11504.0          ? 
  159        0.0        6906.58853624          7838.0          ? 
  160        0.0        6906.69858661          4099.0          ? 
  161        0.0        6906.79879763         10842.0          ? 
  162        0.0        6907.07917714          7883.0          ? 
  163        0.0        6907.19921682         10282.0          ? 
  164     1946.3        6907.37321898          1893.0          ? 
  165     1950.0        6907.59699873         14667.0          ? 
  166        0.0        6908.34427553          1592.0          ? 
  167        0.0        6908.46303556          8856.0          ? 
  168        0.0        6908.61539354          8843.0          ? 
  169        0.0        6908.90409381          9768.0          ? 
  170        0.0        6908.98964578         65965.0        ThI 
  171        0.0        6909.13803982          7754.0          ? 
  172        0.0        6909.22453953         18727.0          ? 
  173        0.0        6909.35870141          7667.0          ? 
