   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  5339895.2       28.8        0.0        7.3      1.000        1.0        1.0 
    1    no  5340498.2       80.6        0.0        0.0      1.000        1.0        1.0 
    2    no  5343581.2     3068.3        0.0       37.6      1.000        1.0        1.0 
    3    no  5345311.7       95.5        0.0       58.8      1.000        1.0        1.0 
    4    no  5346377.8       95.2        0.0       72.0      1.000        1.0        1.0 
    5    no  5347971.4      262.9        0.0       91.7      1.000        1.0        1.0 
    6    no  5348309.2       68.4        0.0       95.9      1.000        1.0        1.0 
    7    no  5349005.4       93.0        0.0      104.6      1.000        1.0        1.0 
    8    no  5351126.5      232.0        0.0      131.0      1.000        1.0        1.0 
   10    no  5354601.6      104.3        0.0      174.7      1.000        1.0        1.0 
   14    no  5291816.3      163.4        0.0      546.6      1.000        1.0        1.0 
   15    no  5294397.1      283.3        0.0      519.8      1.000        1.0        1.0 
   16    no  5295088.6       40.0        0.0      512.6      1.000        1.0        1.0 
   17    no  5296278.7      370.1        0.0      500.2      1.000        1.0        1.0 
   18    no  5297407.5       30.0        0.0      488.3      1.000        1.0        1.0 
   19    no  5297743.1      429.9        0.0      484.8      1.000        1.0        1.0 
   20    no  5298282.4      568.3        0.0      479.1      1.000        1.0        1.0 
   21    no  5298560.1       68.4        0.0      476.2      1.000        1.0        1.0 
   22    no  5300523.4      245.5        0.0      455.4      1.000        1.0        1.0 
   23    no  5301404.3       56.0        0.0      446.0      1.000        1.0        1.0 
   24    no  5303483.3       97.6        0.0      423.7      1.000        1.0        1.0 
   28    no       17.4        0.4       37.9      357.1      1.000        1.0        1.0 
   46    no       12.5        1.8      105.8      132.7      1.000        1.0        1.0 
   47    no       39.5        0.2       96.8      128.3      1.000        1.0        1.0 
   53    no  5339895.2       28.8        0.0        7.3      1.000        1.0        1.0 
   54    no  5340498.2       80.6        0.0        0.0      1.000        1.0        1.0 
   55    no  5343581.2     3068.3        0.0       37.6      1.000        1.0        1.0 
   56    no  5345311.7       95.5        0.0       58.8      1.000        1.0        1.0 
   57    no  5346377.8       95.2        0.0       72.0      1.000        1.0        1.0 
   58    no  5347971.4      262.9        0.0       91.7      1.000        1.0        1.0 
   59    no  5348309.2       68.4        0.0       95.9      1.000        1.0        1.0 
   60    no  5349005.4       93.0        0.0      104.6      1.000        1.0        1.0 
   61    no  5351126.5      232.0        0.0      131.0      1.000        1.0        1.0 
   62    no  5354601.6      104.3        0.0      174.7      1.000        1.0        1.0 
   63    no  5286887.0        nan        0.0        nan      1.000        1.0        1.0 
   64    no  5291816.3      163.4        0.0      546.6      1.000        1.0        1.0 
   65    no  5294397.1      283.3        0.0      519.8      1.000        1.0        1.0 
   66    no  5295088.6       40.0        0.0      512.6      1.000        1.0        1.0 
   67    no  5296278.7      370.1        0.0      500.2      1.000        1.0        1.0 
   68    no  5297407.5       30.0        0.0      488.3      1.000        1.0        1.0 
   69    no  5297743.1      429.9        0.0      484.8      1.000        1.0        1.0 
   70    no  5298282.4      568.3        0.0      479.1      1.000        1.0        1.0 
   71    no  5298560.1       68.4        0.0      476.2      1.000        1.0        1.0 
   72    no  5300523.4      245.5        0.0      455.4      1.000        1.0        1.0 
   73    no  5301404.3       56.0        0.0      446.0      1.000        1.0        1.0 
   74    no  5303483.3       97.6        0.0      423.7      1.000        1.0        1.0 
