   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
   10    no       78.1       39.5    11506.1       24.7     20.985     4711.0    98860.0 
   11    no       78.1       23.5      779.5       27.6      0.048    98860.0     4711.0 
   12    no       78.0       15.4      238.0       33.1      0.008    71142.0      597.0 
   13    no        0.8       23.4        5.9       36.5      5.444      597.0     3250.0 
   14    no  4565208.8        8.5        0.0       38.0      0.167     3250.0      544.0 
   15    no  4565297.2        6.6        0.0       39.1      5.974      544.0     3250.0 
   16    no  4566368.8        3.1        0.0       53.0      2.511      370.0      929.0 
   17    no  4566429.5        2.3        0.0       53.8      0.398      929.0      370.0 
   18    no  4566650.2       46.9        0.0       56.6      0.182    17778.0     3235.0 
   19    no  4566711.3        9.9        0.0       57.4      5.496     3235.0    17778.0 
   20    no  4566932.7       28.6        0.0       60.3      2.539     4353.0    11053.0 
   21    no  4566987.9       18.1        0.0       61.0      0.394    11053.0     4353.0 
   22    no       72.9        6.4      706.8       64.3      0.059   187134.0    11053.0 
   23    no  4567636.7        4.0        0.0       69.5      1.365      441.0      602.0 
   24    no  4567716.3        3.9        0.0       70.5      1.013      602.0      610.0 
   25    no  4567788.1        3.3        0.0       71.5      0.834      610.0      509.0 
   26    no  4567850.5        2.8        0.0       72.3      1.198      509.0      610.0 
   27    no       67.0        0.8      196.1       76.1      0.010    50744.0      509.0 
   28    no       62.2        0.7       46.3       81.1      0.070    14102.0      981.0 
   29    no       77.3        0.1        8.0       82.7     14.375      981.0    14102.0 
   30    no       66.1        8.1       83.6       89.3      0.025    27296.0      696.0 
   31    no       77.2        4.1       12.6       92.0     39.218      696.0    27296.0 
   32    no  4569570.3       23.6        0.0       94.9      1.451     2545.0     3693.0 
   33    no  4569635.9       36.6        0.0       95.7      0.689     3693.0     2545.0 
   34    no  4569734.7       32.3        0.0       97.0      0.227    16271.0     3693.0 
   35    no       51.9        0.1       14.0      101.8      4.039     4028.0    16271.0 
   36    no       51.9        1.0     1054.9      113.4      0.157   300658.0    47280.0 
   37    no       51.1        2.8      149.2      116.7      6.359    47280.0   300658.0 
   38    no       46.5        3.5       14.6      120.8      8.367     5651.0    47280.0 
   39    no       47.9        0.4       36.0      126.5      0.051    10748.0      552.0 
   40    no       76.7        0.6        1.9      131.4     19.471      552.0    10748.0 
   41    no       39.9        0.2       66.3      139.0      0.073     7573.0      552.0 
   42    no  4573570.7       23.3        0.0      148.1      8.781     2447.0    21486.0 
   43    no       35.8        1.0      132.3      149.8      0.067    21486.0     1436.0 
   44    no  4573774.5       25.2        0.0      150.8     14.962     1436.0    21486.0 
   45    no       35.0        0.1       45.7      154.2      0.096    14883.0     1436.0 
   46    no       32.7        0.1       21.7      157.9      1.830     8134.0    14883.0 
   47    no       31.2        1.7       72.6      173.0      0.660     3844.0     2536.0 
   48    no  4576274.6        9.7        0.0      184.5      0.440     2536.0     1115.0 
   49    no  4576316.8        8.0        0.0      185.1      2.274     1115.0     2536.0 
   50    no  4576466.9       14.0        0.0      187.2      0.347     5361.0     1860.0 
   51    no  4576541.3        9.7        0.0      188.2      2.882     1860.0     5361.0 
   52    no  4576740.7       11.3        0.0      190.9      0.200     4573.0      914.0 
   53    no  4576840.1        6.0        0.0      192.2      5.003      914.0     4573.0 
   54    no       75.9        0.3        0.0      193.9      0.411      964.0      396.0 
   55    no  4577077.4        6.0        0.0      195.5      3.437      396.0     1361.0 
   56    no  4577131.0        5.6        0.0      196.2      0.291     1361.0      396.0 
   57    no       23.2        0.1       26.8      202.3      1.102     8849.0     9755.0 
   58    no  4577770.6      111.7        0.0      204.9      4.014     9755.0    39156.0 
   59    no  4577822.5      134.0        0.0      205.6      0.249    39156.0     9755.0 
   60    no  4577905.9       91.3        0.0      206.7      1.231    31800.0    39156.0 
   61    no  4578247.2        6.1        0.0      211.4      0.475      973.0      462.0 
   62    no  4578330.5        4.5        0.0      212.6      2.106      462.0      973.0 
   63    no       16.9        0.4      367.1      233.1      0.447   101786.0    45526.0 
   65    no  4581233.2       73.6        0.0      252.5     13.825     3293.0    45526.0 
   66    no  4581419.9       29.1        0.0      255.1      2.991     4639.0    13875.0 
   67    no  4581496.6       38.4        0.0      256.2      0.334    13875.0     4639.0 
   68    no  4581583.0       27.7        0.0      257.4      3.086     4496.0    13875.0 
   69    no  4582434.7       10.4        0.0      269.2      1.307     1601.0     2092.0 
   70    no  4582533.0        8.0        0.0      270.6      0.765     2092.0     1601.0 
   71    no       74.9        0.4        7.9      272.4      0.508     1503.0      764.0 
   72    no        5.0        0.0        4.6      274.0      1.967      764.0     1503.0 
   73    no       16.8        0.0        3.8      277.9      0.640     1193.0      764.0 
   75    no       15.3        0.6        6.7      289.3      0.221     3426.0      758.0 
   76    no       74.7        4.5        0.7      291.6      4.520      758.0     3426.0 
   77    no  4584246.5       26.2        0.0      294.5      0.225     7625.0     1713.0 
   78    no  4584299.8       38.1        0.0      295.2      4.451     1713.0     7625.0 
   79    no  4584367.7       37.7        0.0      296.2      0.246     6961.0     1713.0 
   80    no  4584464.3       15.8        0.0      297.5      8.845      787.0     6961.0 
   82    no       12.1        0.0       15.2      304.4      0.153     7539.0     1157.0 
   83    no  4585107.1        7.7        0.0      306.6      1.041     1157.0     1205.0 
   84    no  4585165.2        7.6        0.0      307.4      0.960     1205.0     1157.0 
   85    no       19.5        0.0        0.7      311.3      1.854      650.0     1205.0 
   86    no  4585818.8        3.7        0.0      316.6      3.854      589.0     2270.0 
   87    no  4585864.7        3.7        0.0      317.2      0.259     2270.0      589.0 
   91    no       41.4        3.2       40.6      350.6     55.516     6179.0   343036.0 
   93    no       73.9       11.5      116.4      363.4     34.738     9875.0   343036.0 
   94    no  4591356.7       11.4        0.0      395.4      1.838      802.0     1474.0 
   95    no  4591411.2       10.5        0.0      396.2      0.544     1474.0      802.0 
   96    no        0.5        0.0        3.2      398.6      0.923     1597.0     1474.0 
   97    no       73.5        8.2       26.0      408.5     58.898     4368.0   257267.0 
   99    no  4592754.4      193.5        0.0      415.5    146.507     1756.0   257267.0 
  100    no  4592874.0       17.7        0.0      417.2     12.383      898.0    11120.0 
  102    no  4593280.1       16.5        0.0      423.1      0.357     2449.0      875.0 
  103    no  4593362.1       17.7        0.0      424.3      2.799      875.0     2449.0 
  104    no  4593447.8       25.2        0.0      425.5      0.227     3848.0      875.0 
  105    no  4593540.8       37.1        0.0      426.9      1.632     2358.0     3848.0 
  107    no       10.4        0.1        1.8      447.5      0.627      969.0      608.0 
  108    no       30.6        3.9        0.3      459.8    689.344      608.0   419121.0 
  110    no  4596175.5      239.4        0.0      465.2     57.093     7341.0   419121.0 
  112    no  4596704.4       12.8        0.0      472.9      0.581     1064.0      618.0 
  113    no  4596787.7       10.8        0.0      474.1      1.722      618.0     1064.0 
  114    no       72.8        0.1        0.5      480.8      2.099      749.0     1572.0 
  115    no       21.8        0.1        5.0      485.6      0.476     1572.0      749.0 
  117    no        4.0        0.0        4.6      492.7      1.594      561.0      894.0 
  120    no       72.6        2.1      112.7      505.7     31.772    15171.0   482020.0 
  121    no  4599224.3       10.7        0.0      509.9      0.392     1944.0      762.0 
  122    no  4599298.9       14.1        0.0      511.0      3.538      762.0     2696.0 
  123    no  4599353.1       14.1        0.0      511.8      0.283     2696.0      762.0 
  124    no  4599426.7       12.2        0.0      512.9      2.751      980.0     2696.0 
  125    no  4599519.1        9.7        0.0      514.3      0.995      443.0      441.0 
  126    no  4599570.8       13.2        0.0      515.0      1.005      441.0      443.0 
  128    no  4600682.6        9.4        0.0      531.5      2.042      331.0      676.0 
  129    no  4600782.7       12.1        0.0      532.9     11.167      676.0     7549.0 
  131    no  4600970.7       15.6        0.0      535.7      8.482      890.0     7549.0 
  133    no  4601941.2       20.8        0.0      550.1      0.421     2120.0      892.0 
  134    no  4602043.4       10.1        0.0      551.6      2.377      892.0     2120.0 
  135    no       10.2        0.0        7.7      557.2      0.360     2479.0      892.0 
  138    no        7.9       69.7        3.6      571.3     22.171     4401.0    97576.0 
  139    no  4603879.5       16.2        0.0      579.0      2.119      628.0     1331.0 
  140    no  4603929.6       18.6        0.0      579.7      0.472     1331.0      628.0 
  142    no       71.7        0.6        9.5      602.1      2.830     1026.0     2904.0 
  146    no  4607835.1       65.5        0.0      638.3     15.038     5974.0    89836.0 
  148    no  4608531.5       62.8        0.0      648.8     73.630     1056.0    77753.0 
  151    no  4610456.8       13.4        0.0      677.9      1.259     1704.0     2146.0 
  152    no  4610535.5       25.6        0.0      679.1      0.794     2146.0     1704.0 
  153    no  4610626.3       49.0        0.0      680.5      0.158    19848.0     3127.0 
  154    no  4610651.4       47.0        0.0      680.9      6.347     3127.0    19848.0 
  156    no  4611758.6       50.8        0.0      697.6      3.607     6208.0    22391.0 
  158    no  4611938.0       55.1        0.0      700.4     24.338      920.0    22391.0 
  161    no  4613692.2       83.5        0.0      727.1     48.148     2209.0   106359.0 
  162    no  4613782.9       16.5        0.0      728.5      2.633      839.0     2209.0 
  163    no  4613874.7       16.7        0.0      729.9      0.644     1302.0      839.0 
  164    no  4613978.1       21.6        0.0      731.4      0.719     1811.0     1302.0 
  165    no  4614112.4       35.8        0.0      733.5      0.461     4726.0     2180.0 
  166    no  4614165.9       30.5        0.0      734.3      2.168     2180.0     4726.0 
  169    no       70.6        0.8        0.0      754.0     95.662     1075.0   102837.0 
  170    no  4615627.7       13.5        0.0      756.7      1.821     1696.0     3089.0 
  171    no  4615669.3       13.4        0.0      757.3      0.549     3089.0     1696.0 
  174    no        5.2        0.1        3.1      782.3      1.631     2001.0     3264.0 
  175    no       70.3        1.0        4.6      791.6      0.240     3264.0      784.0 
  176    no  4618259.2        7.8        0.0      797.0      1.515      784.0     1188.0 
  177    no  4618326.7        7.7        0.0      798.1      0.660     1188.0      784.0 
  178    no       70.2        4.7        2.3      804.8      1.828      650.0     1188.0 
  179    no  4619478.5      140.0        0.0      815.8      0.338    26728.0     9039.0 
  180    no  4619561.3      110.1        0.0      817.1      0.196     9039.0     1772.0 
