 # ID       Xpix           Wavelength          Intens       Line 
  114      672.9        4943.06343125        454272.0        ThI 
  121      776.4        4946.66275115        142520.0       ThII 
  126      817.6        4948.10099010          2138.0       NoID 
  129      855.5        4949.39741571          9954.0       ArII 
  131      871.6        4949.95784684          1794.0       ThII 
  132      880.1        4950.25125989         35926.0        ThI 
  133      891.0        4950.62628627         58166.0       ThII 
  139      951.1        4952.69019498         24887.0        ThI 
  140      975.6        4953.53202234          6067.0        ThI 
  142      987.5        4953.93076941          5342.0        ThI 
  152     1085.8        4957.29680417         27991.0       NoID 
  157     1109.3        4958.09728451         23612.0        ThI 
  165     1206.1        4961.38272864          7386.0        ThI 
  166     1216.3        4961.72651730         56709.0        ThI 
  167     1226.4        4962.06241206          8894.0        ThI 
  170     1238.3        4962.47140639          4421.0        ThI 
  172     1259.6        4963.18840289         18591.0       ThII 
  173     1287.2        4964.11891867         15203.0       ThII 
  174     1291.2        4964.26039108         10996.0        ThI 
  175     1335.1        4965.73214704        145055.0        ThI 
  178     1392.4        4967.65454226          5882.0        ThI 
  180     1425.4        4968.75556571         42749.0       ThII 
  182     1460.0        4969.90600103         10335.0       NoID 
  199     1615.8        4975.09193803          6820.0        ThI 
  203     1642.0        4975.94860839          9361.0       ThII 
  208     1661.6        4976.59395391          5489.0       ThII 
  212     1686.0        4977.39139000          9204.0        ThI 
  215     1693.4        4977.65373729          3700.0       NoID 
  222     1770.7        4980.18582941        143703.0        ThI 
  223     1788.0        4980.75591792          9070.0        ThI 
  224     1793.9        4980.95017330         20828.0       ThII 
  235     1947.8        4985.94771619         20889.0        ThI 
