   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    5    no  4796242.9        nan        0.0        nan      0.125     8396.0     1053.0 
    6    no  4796301.4        nan        0.0       11.0      7.973     1053.0     8396.0 
    7    no  4796831.8       11.1        0.0       17.5      1.541     1083.0     1669.0 
    8    no  4796896.2       13.7        0.0       18.3      0.649     1669.0     1083.0 
    9    no  4797423.0        7.2        0.0       24.9      8.789     1235.0    10854.0 
   10    no  4797497.3       13.8        0.0       25.8      0.125    10854.0     1354.0 
   11    no  4797569.0       23.7        0.0       26.7      8.016     1354.0    10854.0 
   12    no       66.6        0.2       66.3       31.7      0.194     7084.0     1376.0 
   13    no  4798102.6       16.2        0.0       33.4      0.605     1376.0      832.0 
   14    no  4798164.2       11.0        0.0       34.1      1.654      832.0     1376.0 
   15    no       80.5        4.3       12.5       39.5      0.280     2973.0      832.0 
   16    no  4799668.8        5.9        0.0       52.9      1.737     1024.0     1779.0 
   17    no  4799759.4        7.0        0.0       54.1      0.576     1779.0     1024.0 
   18    no  4800054.5        6.8        0.0       57.8     10.153     2444.0    24815.0 
   19    no       77.0        0.9      167.4       59.2      0.098    24815.0     2444.0 
   20    no  4800595.2        5.1        0.0       64.6     61.423      404.0    24815.0 
   21    no       76.2        0.2       18.0       70.3      0.381     6255.0     2385.0 
   22    no       75.1        1.4        7.9       74.0      2.623     2385.0     6255.0 
   23    no       37.4        0.3        3.4       83.1      7.591     1269.0     9633.0 
   24    no       55.6        0.0       30.8       90.7      0.132     9633.0     1269.0 
   25    no       52.9        0.5       63.1      107.0      0.083     8494.0      708.0 
   26    no       79.7        0.3        0.0      114.5     11.997      708.0     8494.0 
   27    no  4805245.8       14.6        0.0      123.4      0.214     5609.0     1198.0 
   28    no  4805360.5       15.6        0.0      124.9      4.682     1198.0     5609.0 
   29    no       79.5       27.2      115.7      138.9      0.213     4964.0     1055.0 
   30    no  4807082.1       11.3        0.0      146.9      1.712     1055.0     1806.0 
   31    no  4807172.5       21.1        0.0      148.0      0.279     1806.0      503.0 
   32    no  4807253.0       20.8        0.0      149.1      3.590      503.0     1806.0 
