   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    9    no  5441589.6        nan        0.0        nan     37.555      427.0    16036.0 
   10    no       56.7       10.2       47.9       26.1      0.075    31947.0     2405.0 
   11    no       29.3        0.8       15.3       27.6     13.284     2405.0    31947.0 
   12    no  5443119.7      288.2        0.0       35.6      1.255    57086.0    71669.0 
   13    no  5443233.6      322.4        0.0       36.9      0.797    71669.0    57086.0 
   14    no  5443586.9       35.4        0.0       40.7     16.906     1623.0    27439.0 
   15    no       38.7        0.7      100.5       41.9      0.059    27439.0     1623.0 
   16    no  5443828.3       74.4        0.0       43.4      1.539     3754.0     5778.0 
   17    no  5443921.6       35.0        0.0       44.4      0.650     5778.0     3754.0 
   18    no  5444667.3       14.0        0.0       52.6      5.829      420.0     2448.0 
   19    no  5444804.4       20.4        0.0       54.1      0.140     2448.0      342.0 
   20    no  5444941.1       13.9        0.0       55.6      7.158      342.0     2448.0 
   21    no  5445176.8       14.5        0.0       58.2      1.052     1170.0     1231.0 
   22    no  5445302.4       19.4        0.0       59.6      0.950     1231.0     1170.0 
   23    no       18.8        0.0       10.9       67.6      2.338     1661.0     3883.0 
   24    no  5446322.1       20.6        0.0       70.9      0.222     3883.0      862.0 
   25    no  5446425.0       20.4        0.0       72.0      4.505      862.0     3883.0 
   26    no       17.2        0.0      239.1       80.1      0.225    14681.0     3308.0 
   27    no       10.1        0.1       22.3       81.9      4.438     3308.0    14681.0 
   29    no       15.4        0.0       24.0       92.5      0.236     8140.0     1925.0 
   30    no       12.5        0.1      206.3      106.0      0.027    34436.0      939.0 
   31    no  5449572.5      219.8        0.0      107.0      3.611      939.0     3391.0 
   32    no  5449662.3       68.7        0.0      108.0      0.277     3391.0      939.0 
   33    no  5449790.2       53.8        0.0      109.4      6.819      773.0     5271.0 
   34    no  5449899.7       69.9        0.0      110.7      0.147     5271.0      773.0 
   35    no  5450018.6       46.4        0.0      112.0      6.639      794.0     5271.0 
   36    no  5450149.6       31.8        0.0      113.5      0.499     1592.0      794.0 
   37    no       90.7        0.9        0.0      115.0      2.793      570.0     1592.0 
   38    no       28.2        0.1        6.2      117.5      0.737     3641.0     2684.0 
   39    no  5450664.9       36.5        0.0      119.2      0.455     2684.0     1222.0 
   40    no  5450739.4       33.3        0.0      120.1      2.196     1222.0     2684.0 
   41    no  5450884.6       28.8        0.0      121.7      0.229     1640.0      375.0 
   42    no  5450980.7       30.0        0.0      122.8      4.373      375.0     1640.0 
   43    no  5451083.6       32.2        0.0      123.9      0.156     2411.0      375.0 
   44    no       10.1        0.5      769.2      130.3      0.931   471607.0   438869.0 
   46    no  5453080.1       22.3        0.0      146.4      0.416      820.0      341.0 
   47    no  5453193.4       22.5        0.0      147.7      3.595      341.0     1226.0 
   48    no  5453299.9       25.0        0.0      148.9      0.278     1226.0      341.0 
   50    no  5454784.4       31.6        0.0      165.7      0.186     3837.0      713.0 
   51    no  5454850.7       34.7        0.0      166.4      2.153      713.0     1535.0 
   52    no  5454915.2       28.0        0.0      167.2      0.464     1535.0      713.0 
   53    no  5455609.0       20.2        0.0      175.1      0.554     3864.0     2139.0 
   55    no  5457290.4      184.9        0.0      194.2      3.500    41016.0   143549.0 
   56    no  5457415.4      271.6        0.0      195.7      0.286   143549.0    41016.0 
   58    no       89.7        3.4        1.3      203.4      1.654     1505.0     2490.0 
   60    no  5458410.5       17.0        0.0      207.1      0.286      789.0      226.0 
   61    no  5458474.3       15.0        0.0      207.8      3.491      226.0      789.0 
   63    no       89.6        2.2        0.0      211.6      9.604      402.0     3861.0 
   65    no       24.7        0.0       27.7      221.3      0.313    12345.0     3861.0 
   66    no  5460348.5       18.2        0.0      229.4      1.675      495.0      829.0 
   67    no  5460456.1       25.3        0.0      230.6      0.597      829.0      495.0 
   68    no  5460752.2       27.7        0.0      234.0      0.273     2973.0      813.0 
   69    no  5460848.5       29.9        0.0      235.1      3.657      813.0     2973.0 
   70    no       85.9        4.0        0.0      237.1      2.653      793.0     2104.0 
   71    no  5461156.7       29.1        0.0      238.7      0.359     2104.0      755.0 
   72    no  5461239.3       34.0        0.0      239.7      0.703      755.0      531.0 
   73    no  5461306.5       27.8        0.0      240.4      1.422      531.0      755.0 
   74    no  5461399.3       18.2        0.0      241.5      0.797      666.0      531.0 
   75    no  5461635.8       60.0        0.0      244.2     12.177     1457.0    17742.0 
   77    no  5461901.1       19.8        0.0      247.3      1.363      644.0      878.0 
   80    no  5462457.5       46.6        0.0      253.8     18.109      732.0    13256.0 
   85    no  5464285.3      514.7        0.0      275.1     50.111     7070.0   354282.0 
   86    no  5464786.9       18.1        0.0      280.9      2.225      382.0      850.0 
   87    no  5464862.6       17.3        0.0      281.8      0.449      850.0      382.0 
   88    no  5464998.8       26.3        0.0      283.4      1.762      761.0     1341.0 
   89    no  5465081.5       32.7        0.0      284.4      0.567     1341.0      761.0 
   90    no  5465264.7       42.8        0.0      286.5      6.856      575.0     3942.0 
   91    no  5465338.5      366.8        0.0      287.4      0.146     3942.0      575.0 
   92    no       41.8       33.8    10043.4      289.6      8.858      445.0     3942.0 
   93    no       18.5        0.2       10.6      295.2      0.476      935.0      445.0 
   94    no       88.5        0.9        3.7      304.6      0.167     3048.0      510.0 
   95    no       88.4        2.5        5.9      313.9      0.694      510.0      354.0 
   97    no       11.4        0.0       10.0      323.6      2.456      485.0     1191.0 
   98    no  5468740.2       15.4        0.0      327.4      0.407     1191.0      485.0 
   99    no  5469097.7       77.7        0.0      331.7      0.206    15187.0     3124.0 
  100    no  5469193.5       49.6        0.0      332.8      4.861     3124.0    15187.0 
  101    no  5469570.3       14.4        0.0      337.3     10.197      390.0     3977.0 
  103    no  5470146.1       39.1        0.0      344.1      0.194     8683.0     1685.0 
  104    no  5470242.3       33.3        0.0      345.2      1.956     1685.0     3296.0 
  105    no  5470324.2       27.6        0.0      346.2      0.511     3296.0     1685.0 
  107    no       87.9     7107.1      483.1      358.9    119.749     1536.0   183934.0 
  108    no       11.4        0.0        9.8      367.0      2.402     1650.0     3964.0 
  109    no  5472535.8       21.6        0.0      372.6      0.598     3964.0     2370.0 
  110    no  5472640.7       25.2        0.0      373.8      0.740     2370.0     1754.0 
  111    no  5472702.7       20.7        0.0      374.6      1.351     1754.0     2370.0 
  112    no  5473851.0       14.4        0.0      388.4      0.437     1371.0      599.0 
  113    no  5473965.3       12.6        0.0      389.7      0.636      599.0      381.0 
