   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
   12    no       81.9       77.1      110.5       26.3      3.028     4838.0    14650.0 
   13    no       81.9       48.6      181.3       28.7      0.330    14650.0     4838.0 
   14    no  4880858.4       23.0        0.0       47.2      0.785    19720.0    15472.0 
   15    no  4880914.5       42.9        0.0       47.9      1.275    15472.0    19720.0 
   16    no       81.7      228.6      318.8       51.5      0.112   138616.0    15472.0 
   17    no       81.6       23.8        0.0       56.3      3.382     9410.0    31827.0 
   18    no       81.6       31.4       96.0       59.5      0.043    31827.0     1369.0 
   19    no  4881913.1       72.2        0.0       60.2     23.248     1369.0    31827.0 
   20    no       81.6       83.4      519.9       64.3      0.085    79054.0     6719.0 
   21    no       81.5        6.8      654.2       66.8     11.766     6719.0    79054.0 
   22    no  4882895.7        7.6        0.0       72.3      2.104     2219.0     4668.0 
   23    no  4883236.9       12.7        0.0       76.6      0.579     4668.0     2704.0 
   24    no  4883298.9       17.2        0.0       77.3      1.726     2704.0     4668.0 
   25    no  4883492.0        9.2        0.0       79.7      0.594     1619.0      962.0 
   26    no  4883583.2       13.6        0.0       80.8      1.211      962.0     1165.0 
   27    no  4883649.3       16.6        0.0       81.7      0.826     1165.0      962.0 
   28    no  4884498.4       19.4        0.0       92.2      1.574     3238.0     5095.0 
   29    no  4884553.0       30.1        0.0       92.9      0.636     5095.0     3238.0 
   30    no       81.3        0.1       13.9       94.5      3.296     1546.0     5095.0 
   31    no  4885759.1       10.7        0.0      107.9      0.890     2291.0     2040.0 
   32    no  4885838.1       13.6        0.0      108.9      1.123     2040.0     2291.0 
   33    no       81.1        0.9        8.7      110.8      3.108     2168.0     6739.0 
   34    no       81.1        1.3       15.7      112.6      0.322     6739.0     2168.0 
   35    no  4886298.2       22.9        0.0      114.6      0.165    14511.0     2390.0 
   36    no  4886359.8       26.6        0.0      115.4      6.072     2390.0    14511.0 
   37    no       61.1        0.0       25.6      121.7      0.768     8269.0     6348.0 
   38    no       61.8        0.0       19.0      124.6      1.303     6348.0     8269.0 
   39    no       81.0        0.8        1.6      128.9      7.407      857.0     6348.0 
   40    no       64.3       10.2      315.3      135.3      0.091   148153.0    13441.0 
   41    no       80.9        7.3      235.9      139.2     11.022    13441.0   148153.0 
   42    no       48.2        1.4      221.3      154.7      0.106    60383.0     6381.0 
   43    no       47.8        0.8       40.3      159.3      9.463     6381.0    60383.0 
   44    no       80.6      150.3      220.2      169.1      0.828     1796.0     1487.0 
   45    no  4890754.9        7.0        0.0      170.7      1.208     1487.0     1796.0 
   46    no       40.6        0.7       30.9      174.2      0.139    10729.0     1487.0 
   47    no       39.2        0.5       45.1      182.1      0.031    12953.0      404.0 
   48    no       80.5       11.6       41.5      184.2      8.970      404.0     3624.0 
   49    no  4891953.2       26.4        0.0      185.9      2.203     3624.0     7984.0 
   50    no  4892041.5       37.4        0.0      187.0      0.454     7984.0     3624.0 
   51    no       41.4        2.8        7.0      190.0      0.109     3444.0      377.0 
   52    no       80.4        0.1        0.0      191.7      9.135      377.0     3444.0 
   53    no  4892648.3       11.2        0.0      194.7     97.329      788.0    76695.0 
   54    no       33.8        0.3      252.9      196.1      0.024    76695.0     1823.0 
   55    no  4892820.2      170.0        0.0      196.9     42.071     1823.0    76695.0 
   56    no       29.1        0.1      189.3      204.9      0.087    52781.0     4608.0 
   57    no       80.2       39.5       44.4      208.2      0.255     4608.0     1176.0 
   58    no       80.2        0.3        4.3      210.8      3.918     1176.0     4608.0 
   59    no       38.4        0.2        6.6      218.6     21.628     2634.0    56969.0 
   60    no       14.6       93.4       89.4      220.8      0.046    56969.0     2634.0 
   61    no  4896112.1        8.2        0.0      239.0      0.196      928.0      182.0 
   62    no  4896205.8        9.2        0.0      240.2      2.055      182.0      374.0 
   63    no  4896262.7        8.9        0.0      241.0      0.487      374.0      182.0 
   64    no       23.7        0.0       15.1      258.0      0.474     3586.0     1699.0 
   65    no       17.2        0.1        8.1      262.4      2.111     1699.0     3586.0 
   66    no  4898358.7       42.8        0.0      268.0      0.528    11436.0     6037.0 
   67    no  4898438.5       65.5        0.0      269.0      0.776     6037.0     4683.0 
   68    no  4898465.9       61.0        0.0      269.4      1.289     4683.0     6037.0 
   69    no  4898695.9       18.2        0.0      272.4      2.575     4833.0    12447.0 
   70    no  4898808.0       64.1        0.0      273.8      0.388    12447.0     4833.0 
   71    no  4899149.8       53.2        0.0      278.3     17.177     3864.0    66373.0 
   72    no       14.3        1.9      204.7      279.4      0.058    66373.0     3864.0 
   73    no  4899336.1      106.8        0.0      280.7      3.194    20780.0    66373.0 
   74    no       79.0        6.4        0.0      283.9     19.402     1071.0    20780.0 
   76    no        1.3        0.0        5.0      299.0      2.832     1533.0     4342.0 
   77    no       19.4        0.1        9.6      300.6      0.353     4342.0     1533.0 
   78    no  4901282.5       10.8        0.0      306.0      0.872     1814.0     1582.0 
   79    no  4901369.7       10.9        0.0      307.2      1.147     1582.0     1814.0 
   80    no  4901476.2       10.9        0.0      308.6      1.495     1058.0     1582.0 
   82    no  4901984.9      376.2        0.0      315.2      6.317    35440.0   223887.0 
   83    no  4902053.2      447.2        0.0      316.1      0.158   223887.0    35440.0 
   84    no       42.4        9.4        0.6      319.9      5.573     2239.0    12477.0 
   87    no  4902950.4       18.2        0.0      327.9     11.105     1099.0    12204.0 
   88    no  4903057.6       31.2        0.0      329.3      0.158    12204.0     1927.0 
   89    no  4903130.2       28.2        0.0      330.3      6.333     1927.0    12204.0 
   90    no  4903231.8       10.8        0.0      331.6      0.349     1720.0      600.0 
   91    no  4903312.1        6.4        0.0      332.7      2.867      600.0     1720.0 
   92    no  4903554.7        6.1        0.0      335.9      1.456      412.0      600.0 
   93    no  4903819.5        6.0        0.0      339.3      0.762      626.0      477.0 
   94    no  4903907.5        5.0        0.0      340.5      1.312      477.0      626.0 
   95    no        2.3        0.0        1.2      343.3      0.531      898.0      477.0 
   96    no        2.8        0.0        1.1      358.3      0.977      770.0      752.0 
   98    no  4906064.1        8.3        0.0      369.0      1.025      522.0      535.0 
   99    no  4906150.9        6.6        0.0      370.2      0.976      535.0      522.0 
  102    no       46.4        0.1        5.0      408.2      1.923     2104.0     4047.0 
  107    no  4910233.8      200.9        0.0      424.7     63.657     2664.0   169583.0 
  108    no  4910316.8       36.6        0.0      425.9      1.254     2124.0     2664.0 
  109    no       11.7        9.2       39.7      429.0      0.185    11478.0     2124.0 
  112    no  4911453.4      103.2        0.0      441.2     17.981     3562.0    64048.0 
  113    no  4911553.0       18.9        0.0      442.5      0.976     3648.0     3562.0 
  114    no  4911938.5       22.3        0.0      447.7      3.444     3264.0    11242.0 
  115    no  4912042.7       34.4        0.0      449.2      0.290    11242.0     3264.0 
  117    no  4912643.7       58.9        0.0      457.3     14.648     4052.0    59353.0 
  119    no  4914057.0       21.4        0.0      476.5      5.631      759.0     4274.0 
  120    no  4914120.8       29.5        0.0      477.4      0.178     4274.0      759.0 
  123    no  4915307.6       12.1        0.0      493.6     16.562      706.0    11693.0 
  125    no       11.2        0.1       15.5      500.6      0.162     4566.0      741.0 
  126    no       77.5        0.2       11.1      502.4      6.162      741.0     4566.0 
  127    no       10.7        0.0        2.9      504.8      0.499     1485.0      741.0 
  128    no       77.4        0.3       11.8      519.4      0.886     2649.0     2348.0 
  129    no  4917464.7       23.0        0.0      523.3      0.209     2348.0      490.0 
  130    no  4917531.8       23.0        0.0      524.2      4.792      490.0     2348.0 
  131    no       77.3        2.0        0.0      530.6      0.228     2146.0      490.0 
  132    no       26.7        0.1        2.8      539.6      0.689     1082.0      746.0 
  133    no        8.8        0.0        2.5      541.2      1.450      746.0     1082.0 
  134    no       77.1        0.8        1.6      544.4      0.371     2012.0      746.0 
  135    no        2.2        1.0        3.7      551.0    272.463     2315.0   630752.0 
  137    no  4920017.6      374.7        0.0      558.6      0.246   118239.0    29039.0 
  138    no  4920057.3      286.4        0.0      559.2      4.072    29039.0   118239.0 
  139    no       77.0       35.4        0.0      562.2     46.762      621.0    29039.0 
  140    no  4920529.9      253.8        0.0      565.8      4.356    27367.0   119204.0 
  141    no  4920623.5      293.4        0.0      567.1      0.230   119204.0    27367.0 
  142    no  4920838.2       15.1        0.0      570.1      0.740      732.0      542.0 
  143    no  4920898.8       13.4        0.0      570.9      1.351      542.0      732.0 
  144    no  4921614.7      254.8        0.0      580.9      0.136    44688.0     6064.0 
