   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    7    no       76.0        6.0      119.8       24.8      3.362     3890.0    13080.0 
    8    no  5439853.2       37.1        0.0       26.7     10.324    13080.0   135038.0 
    9    no       37.4        2.7      276.4       28.2      0.097   135038.0    13080.0 
   10    no       92.2        2.5        0.0       32.4     75.046     1129.0    84727.0 
   11    no       29.3        0.8      227.4       34.9      0.009    84727.0      741.0 
   12    no  5440807.3       31.2        0.0       37.1      7.738      741.0     5734.0 
   13    no  5440950.4       36.6        0.0       38.7      1.519     5734.0     8708.0 
   14    no  5441043.4       43.2        0.0       39.7      0.658     8708.0     5734.0 
   15    no       25.1        0.1       39.8       41.6      0.543    16036.0     8708.0 
   16    no       27.2        0.3        4.7       45.7     37.555      427.0    16036.0 
   17    no       23.4        0.1       48.1       52.9      0.075    31947.0     2405.0 
   18    no       74.0        0.2       13.6       54.4     13.284     2405.0    31947.0 
   19    no  5443119.7      288.8        0.0       62.4      1.255    57086.0    71669.0 
   20    no  5443233.6      227.1        0.0       63.7      0.797    71669.0    57086.0 
   21    no  5443586.9       50.0        0.0       67.6     16.906     1623.0    27439.0 
   23    no  5443828.3       51.7        0.0       70.2      1.539     3754.0     5778.0 
   24    no  5443921.6       24.9        0.0       71.3      0.650     5778.0     3754.0 
   25    no  5444667.3       12.0        0.0       79.5      5.829      420.0     2448.0 
   26    no  5444804.4       14.7        0.0       81.0      0.140     2448.0      342.0 
   27    no  5444941.1       11.5        0.0       82.5      7.158      342.0     2448.0 
   28    no  5445176.8       10.3        0.0       85.1      1.052     1170.0     1231.0 
   29    no  5445302.4       13.2        0.0       86.5      0.950     1231.0     1170.0 
   31    no  5446322.1       16.7        0.0       97.8      0.222     3883.0      862.0 
   32    no  5446425.0       14.4        0.0       99.0      4.505      862.0     3883.0 
   34    no       28.8        0.1       17.2      108.9      4.438     3308.0    14681.0 
   35    no       15.2        0.1        8.4      111.8      1.718     1925.0     3308.0 
   38    no  5449572.5      132.1        0.0      134.1      3.611      939.0     3391.0 
   39    no  5449662.3       55.8        0.0      135.1      0.277     3391.0      939.0 
   40    no  5449790.2       42.2        0.0      136.6      6.819      773.0     5271.0 
   41    no  5449899.7       50.8        0.0      137.8      0.147     5271.0      773.0 
   42    no  5450018.6       37.2        0.0      139.1      6.639      794.0     5271.0 
   43    no  5450149.6       26.1        0.0      140.6      0.499     1592.0      794.0 
   44    no       87.9        0.5        0.0      142.2      2.793      570.0     1592.0 
   45    no       15.4        0.1        6.0      144.7      0.737     3641.0     2684.0 
   46    no  5450664.9       26.9        0.0      146.4      0.455     2684.0     1222.0 
   47    no  5450739.4       26.3        0.0      147.3      2.196     1222.0     2684.0 
   48    no  5450884.6       22.6        0.0      148.9      0.229     1640.0      375.0 
   49    no  5450980.7       23.9        0.0      150.0      4.373      375.0     1640.0 
   50    no  5451083.6       24.6        0.0      151.1      0.156     2411.0      375.0 
   53    no  5453080.1       16.9        0.0      173.7      0.416      820.0      341.0 
   54    no  5453193.4       17.9        0.0      175.0      3.595      341.0     1226.0 
   55    no  5453299.9       20.5        0.0      176.2      0.278     1226.0      341.0 
   57    no  5454784.4       25.2        0.0      193.1      0.186     3837.0      713.0 
   58    no  5454850.7       25.8        0.0      193.9      2.153      713.0     1535.0 
   59    no  5454915.2       20.4        0.0      194.6      0.464     1535.0      713.0 
   60    no       87.5        0.3        0.0      202.5      0.554     3864.0     2139.0 
   62    no  5457290.4      131.1        0.0      221.8      3.500    41016.0   143549.0 
   63    no  5457415.4      211.9        0.0      223.3      0.286   143549.0    41016.0 
   65    no       89.6        3.3        0.0      231.1      1.654     1505.0     2490.0 
   67    no  5458410.5       11.9        0.0      234.7      0.286      789.0      226.0 
   68    no  5458474.3       11.9        0.0      235.5      3.491      226.0      789.0 
   70    no       89.5        1.6        0.0      239.3      9.604      402.0     3861.0 
   72    no       21.0        0.0       25.7      249.1      0.313    12345.0     3861.0 
   73    no  5460348.5       14.9        0.0      257.1      1.675      495.0      829.0 
   74    no  5460456.1       19.6        0.0      258.4      0.597      829.0      495.0 
   75    no  5460752.2       19.6        0.0      261.8      0.273     2973.0      813.0 
   76    no  5460848.5       23.3        0.0      263.0      3.657      813.0     2973.0 
   77    no       89.2        3.5        0.0      265.0      2.653      793.0     2104.0 
   78    no  5461156.7       23.3        0.0      266.5      0.359     2104.0      755.0 
   79    no  5461239.3       25.6        0.0      267.5      0.703      755.0      531.0 
   80    no  5461306.5       21.3        0.0      268.3      1.422      531.0      755.0 
   81    no  5461399.3       14.6        0.0      269.4      0.797      666.0      531.0 
   82    no  5461635.8       48.5        0.0      272.1     12.177     1457.0    17742.0 
   84    no       89.1       62.6       37.2      275.2      1.363      644.0      878.0 
   87    no  5462457.5       32.7        0.0      281.7     18.109      732.0    13256.0 
   90    no       10.7        0.0       20.8      297.0     49.042     7224.0   354282.0 
   92    no  5464285.3      364.2        0.0      303.1     50.111     7070.0   354282.0 
   93    no  5464786.9       13.8        0.0      309.0      2.225      382.0      850.0 
   94    no  5464862.6       13.5        0.0      309.9      0.449      850.0      382.0 
   95    no  5464998.8       21.0        0.0      311.5      1.762      761.0     1341.0 
   96    no  5465081.5       26.1        0.0      312.5      0.567     1341.0      761.0 
   97    no  5465264.7       39.3        0.0      314.6      6.856      575.0     3942.0 
   98    no  5465338.5      412.8        0.0      315.5      0.146     3942.0      575.0 
   99    no       40.0       15.7    10954.4      317.8      8.858      445.0     3942.0 
  100    no       14.9        0.1        8.1      323.4      0.476      935.0      445.0 
  101    no  5466805.8       15.5        0.0      332.8      0.167     3048.0      510.0 
  102    no       88.3        1.8        5.2      342.2      0.694      510.0      354.0 
  104    no       15.5        0.0       10.0      352.0      2.456      485.0     1191.0 
  105    no       88.0        0.9        0.0      355.8      0.407     1191.0      485.0 
  106    no  5469097.7       58.8        0.0      360.1      0.206    15187.0     3124.0 
  107    no  5469193.5       41.5        0.0      361.2      4.861     3124.0    15187.0 
  108    no  5469570.3       11.7        0.0      365.7     10.197      390.0     3977.0 
  109    no        7.4        0.0        4.7      366.9      0.098     3977.0      390.0 
  110    no  5470146.1       27.1        0.0      372.6      0.194     8683.0     1685.0 
  111    no  5470242.3       25.3        0.0      373.7      1.956     1685.0     3296.0 
  112    no  5470324.2       22.2        0.0      374.7      0.511     3296.0     1685.0 
  114    no       87.8     7410.3      536.4      387.4    119.749     1536.0   183934.0 
  115    no       12.9        0.0        9.5      395.6      2.402     1650.0     3964.0 
  116    no  5472535.8       15.6        0.0      401.2      0.598     3964.0     2370.0 
  117    no  5472640.7       20.1        0.0      402.5      0.740     2370.0     1754.0 
