 # ID       Xpix           Wavelength          Intens       Line 
   11      399.3        6300.91650000             1.0        ThI 
   13      450.8        6303.25070000             1.0        ThI 
   14      472.7        6304.24230000             1.0       ThII 
   15      548.6        6307.65700000             1.0        ArI 
   16      582.1        6309.16000000             1.0        ArI 
   17      619.0        6310.81010000             1.0        ThI 
   18      659.8        6312.62220000             1.0        ThI 
   20      730.4        6315.77500000             1.0        ThI 
   21      762.3        6317.18240000             1.0        ThI 
   22      855.2        6321.30040000             1.0        ThI 
   23      867.0        6321.81990000             1.0        ThI 
   25      970.6        6326.36690000             1.0        ThI 
   26      991.4        6327.27780000             1.0        ThI 
   27     1086.4        6331.41370000             1.0        ThI 
   30     1178.4        6335.40600000             1.0         Th 
   31     1229.6        6337.62010000             1.0        ThI 
   32     1268.9        6339.30610000             1.0        ThI 
   33     1277.2        6339.66840000             1.0        ThI 
   34     1351.4        6342.85950000             1.0        ThI 
   35     1427.8        6346.12090000             1.0        ThI 
   36     1477.3        6348.23210000             1.0       ArII 
   37     1489.1        6348.73750000             1.0        ThI 
   38     1652.0        6355.63000000             1.0        ThI 
   39     1658.6        6355.91080000             1.0        ThI 
   40     1685.1        6357.02290000             1.0       ArII 
   41     1700.7        6357.67790000             1.0       ArII 
   42     1723.1        6358.62110000             1.0       ThII 
   43     1735.3        6359.13450000             1.0       ThII 
   44     1748.2        6359.67440000             1.0         Th 
   45     1809.7        6362.25180000             1.0        ThI 
