 # ID       Xpix           Wavelength          Intens       Line 
   13      106.6        4223.43922053         43016.0        ThI 
   19      198.5        4226.29903248         19255.0        ThI 
   20      208.5        4226.60919002         37633.0       ArII 
   23      220.8        4226.98742269        179858.0       ArII 
   25      233.9        4227.38723868         69114.0        ThI 
   26      258.6        4228.15787828        513066.0       ArII 
   33      290.7        4229.14728742        144012.0        ThI 
   34      300.6        4229.45412883          8028.0       ThII 
   35      332.2        4230.42605256         68111.0        ThI 
   36      345.1        4230.82340719         18390.0        ThI 
   41      371.2        4231.61670682          1465.0          ? 
   42      375.1        4231.74985885          4188.0        ThI 
   43      392.0        4232.26125852          1799.0          ? 
   44      425.4        4233.28819278          4134.0       ThII 
   47      445.8        4233.90617346          2992.0        ThI 
   52      496.8        4235.46372733        824528.0        ThI 
   54      516.1        4236.04697512          5402.0       NoID 
   55      527.5        4236.39020996          2725.0       NoID 
   59      618.6        4239.15498867           856.0          ? 
   60      622.6        4239.27248780          1168.0        ThI 
   69      683.1        4241.09488305         31822.0        ThI 
   73      737.1        4242.71986814          3852.0       ThII 
   74      747.1        4243.01960340          7008.0       NoID 
   75      755.1        4243.26097998         14756.0        ThI 
   78      789.0        4244.27396684          2494.0       NoID 
   87      858.0        4246.32221270          2948.0        ThI 
   91      900.7        4247.59873531         16188.0       ThII 
   96      913.7        4247.98763612         18887.0       ThII 
   99      927.4        4248.39044429         34183.0        ThI 
  100      931.5        4248.51859561          8844.0        ThI 
  101      939.0        4248.73996745          3883.0       NoID 
  106      963.9        4249.47582610          8808.0        ThI 
  107      970.9        4249.67931463          5354.0       ThII 
  108     1008.0        4250.77513469         39130.0        ThI 
  111     1021.9        4251.18454112        279492.0        ArI 
  118     1101.9        4253.53877249         63901.0        ThI 
  120     1113.2        4253.86771505          3715.0       ThII 
  127     1159.9        4255.23713219         45012.0       NoID 
  129     1194.7        4256.25358808        148569.0        ThI 
  131     1251.1        4257.89846281          9807.0       NoID 
  134     1272.5        4258.51989250         83044.0        ThI 
  136     1323.4        4259.98831758          1354.0       NoID 
  140     1335.1        4260.33245914         73659.0        ThI 
  144     1367.6        4261.27510040          6723.0       ThII 
  145     1375.2        4261.49263922          7436.0        ThI 
  148     1395.8        4262.07982690           796.0          ? 
  149     1408.4        4262.45450142           950.0       NoID 
  150     1413.9        4262.61238593         20128.0       NoID 
  153     1439.8        4263.35620943          7838.0       ThII 
  154     1465.7        4264.10674816          3201.0       ThII 
  160     1541.7        4266.28639926       1103984.0        ArI 
  161     1550.2        4266.52726595        450419.0       ArII 
  163     1639.2        4269.06473397          7552.0        ThI 
  165     1669.9        4269.94222431         37663.0        ThI 
  166     1683.3        4270.32847178          5166.0       ThII 
  168     1722.5        4271.43923479          9532.0       NoID 
  172     1773.3        4272.87428855         67958.0        ThI 
  173     1790.4        4273.35738055         85285.0       ThII 
  189     1912.7        4276.80712964         25978.0       ThII 
  195     1966.7        4278.32284815         76993.0        ThI 
