 # ID       Xpix           Wavelength          Intens       Line 
   22      166.9        5443.69027405         27439.0       ArII 
   30      225.5        5446.02268636          1661.0       ThII 
   33      253.8        5447.15436623         14681.0      ThIII 
   36      282.0        5448.27232675          8140.0        ThI 
   37      312.6        5449.47971540         34436.0       ThII 
   51      367.7        5451.65197544        471607.0        ArI 
   52      382.1        5452.21858616        438869.0        ThI 
   56      435.3        5454.30574891         50356.0       ArII 
   61      478.5        5455.99784613          2139.0          ? 
   64      524.7        5457.79781954         33417.0          ? 
   66      536.5        5458.26329225          2490.0       NoID 
   69      545.5        5458.62064084          1182.0          ? 
   71      554.7        5458.96912080          3861.0      ThIII 
   83      625.9        5461.73680880         17742.0       ThII 
   85      634.0        5462.04726391           878.0          ? 
   86      641.5        5462.33746142         13256.0        ThI 
   88      648.6        5462.61270993         15548.0       ThII 
   89      666.7        5463.31826254          8891.0        ThI 
   91      689.8        5464.20499477        354282.0        ThI 
  103      786.5        5467.92247912           354.0          ? 
  113      860.6        5470.75866978        183934.0        ThI 
  127     1011.2        5476.48528956          4424.0       NoID 
  131     1039.4        5477.55351630          8334.0        ThI 
  133        0.0        5478.74450425          7890.0        ThI 
  135     1079.8        5479.07422120         54612.0        ThI 
  141     1143.8        5481.48002073          2651.0       ThII 
  146     1187.9        5483.14435925          3861.0        ThI 
  151     1225.8        5484.56074000         11720.0        ThI 
  153     1237.5        5484.98691818          5279.0        ThI 
  159     1304.6        5487.50885666          3469.0        ThI 
  160     1313.9        5487.84149382         10147.0        ThI 
  167     1342.9        5488.92559229         22307.0       ThII 
  168     1347.2        5489.08869973         20227.0        ThI 
  169     1375.3        5490.11890159         30954.0        ArI 
  170     1390.3        5490.68218915          3377.0          ? 
  171     1413.3        5491.53229111          1318.0          ? 
  176     1443.2        5492.64386024        390583.0        ThI 
  178     1458.5        5493.20432155        120887.0        ThI 
  181     1479.5        5493.96972412          1933.0          ? 
  182     1489.0        5494.33131755        144463.0        ThI 
  185     1530.9        5495.87500425        777433.0        ArI 
  187     1565.1        5497.12758570          6964.0          ? 
  189     1633.8        5499.64760663         94906.0        ThI 
  190     1644.5        5500.03324362          8121.0        ThI 
  194     1678.6        5501.28088039         56212.0        ThI 
  196     1696.7        5501.94469408         21043.0       ThII 
  201     1733.1        5503.26553528          7385.0          ? 
  205     1761.5        5504.30151557        412635.0        ThI 
  206     1811.6        5506.11192000        275478.0        ArI 
  208     1833.7        5506.91948829         20721.0        ThI 
  210     1850.9        5507.53869689        100759.0        ThI 
  212     1857.1        5507.76031369         21000.0       ArII 
  213     1879.1        5508.55850749         58290.0        ThI 
  217     1918.8        5509.99302930        499195.0        ThI 
  220     1938.1        5510.68342888          7076.0       ThII 
