   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  4042893.7      665.3        0.0        7.8      1.000        1.0        1.0 
    1    no  4043394.8      134.8        0.0        0.0      1.000        1.0        1.0 
    2    no  4044417.9      435.9        0.0       16.0      1.000        1.0        1.0 
    3    no  4045965.4       37.9        0.0       40.3      1.000        1.0        1.0 
    4    no  4049536.1       13.4        0.0       97.0      1.000        1.0        1.0 
    5    no  4049944.7       51.2        0.0      103.6      1.000        1.0        1.0 
    6    no  4050887.2       29.0        0.0      118.7      1.000        1.0        1.0 
    7    no  4051109.0       25.2        0.0      122.3      1.000        1.0        1.0 
    8    no  4052920.8      656.1        0.0      151.5      1.000        1.0        1.0 
    9    no  4053527.7       85.2        0.0      161.4      1.000        1.0        1.0 
   10    no  4054525.8       17.4        0.0      177.6      1.000        1.0        1.0 
   11    no  4059252.9       63.5        0.0      255.3      1.000        1.0        1.0 
   12    no  4063407.1       95.1        0.0      324.8      1.000        1.0        1.0 
   15    no  4012495.2        nan        0.0      451.2      1.000        1.0        1.0 
   16    no  4013856.6      510.5        0.0      432.5      1.000        1.0        1.0 
   17    no  4014716.4       48.8        0.0      420.7      1.000        1.0        1.0 
   18    no  4018099.0       36.0        0.0      373.9      1.000        1.0        1.0 
   19    no  4019128.9      666.3        0.0      359.5      1.000        1.0        1.0 
   20    no  4022067.4       81.0        0.0      318.0      1.000        1.0        1.0 
   21    no  4024802.5       74.7        0.0      278.9      1.000        1.0        1.0 
   22    no  4025655.6       20.0        0.0      266.6      1.000        1.0        1.0 
   23    no  4027009.1      107.9        0.0      247.0      1.000        1.0        1.0 
   24    no  4029825.6       37.2        0.0      205.8      1.000        1.0        1.0 
   25    no  4030292.5       43.9        0.0      198.9      1.000        1.0        1.0 
   26    no  4030842.4      422.9        0.0      190.7      1.000        1.0        1.0 
   27    no       14.6        0.0       41.1      183.1      1.000        1.0        1.0 
   28    no  4032453.1       46.8        0.0      166.8      1.000        1.0        1.0 
   29    no  4032595.1       64.2        0.0      164.7      1.000        1.0        1.0 
   40    no  4042893.7      665.3        0.0        7.8      1.000        1.0        1.0 
   41    no  4043394.8      134.8        0.0        0.0      1.000        1.0        1.0 
   42    no  4044417.9      435.9        0.0       16.0      1.000        1.0        1.0 
   44    no  4045965.4       37.9        0.0       40.3      1.000        1.0        1.0 
   47    no       15.9        0.2       41.9       79.4      1.000        1.0        1.0 
   48    no  4049536.1       13.4        0.0       97.0      1.000        1.0        1.0 
   49    no  4049944.7       51.2        0.0      103.6      1.000        1.0        1.0 
   50    no  4050887.2       29.0        0.0      118.7      1.000        1.0        1.0 
   51    no  4051109.0       25.2        0.0      122.3      1.000        1.0        1.0 
   52    no  4052920.8      656.1        0.0      151.5      1.000        1.0        1.0 
   53    no  4053527.7       85.2        0.0      161.4      1.000        1.0        1.0 
   55    no  4054525.8       17.4        0.0      177.6      1.000        1.0        1.0 
   56    no  4059252.9       63.5        0.0      255.3      1.000        1.0        1.0 
   57    no  4063407.1       95.1        0.0      324.8      1.000        1.0        1.0 
   59    no  4012495.2        nan        0.0      451.2      1.000        1.0        1.0 
   60    no  4013856.6      510.5        0.0      432.5      1.000        1.0        1.0 
   61    no       19.2       18.3       67.3      423.5      1.000        1.0        1.0 
   62    no  4014716.4       48.8        0.0      420.7      1.000        1.0        1.0 
   63    no       30.2        1.8       16.3      388.3      1.000        1.0        1.0 
   64    no  4018099.0       36.0        0.0      373.9      1.000        1.0        1.0 
   65    no  4019128.9      666.3        0.0      359.5      1.000        1.0        1.0 
   67    no  4022067.4       81.0        0.0      318.0      1.000        1.0        1.0 
   69    no  4024802.5       74.7        0.0      278.9      1.000        1.0        1.0 
   70    no  4025655.6       20.0        0.0      266.6      1.000        1.0        1.0 
   71    no  4027009.1      107.9        0.0      247.0      1.000        1.0        1.0 
   72    no  4029825.6       37.2        0.0      205.8      1.000        1.0        1.0 
   73    no  4030292.5       43.9        0.0      198.9      1.000        1.0        1.0 
   74    no  4030842.4      422.9        0.0      190.7      1.000        1.0        1.0 
   75    no  4032453.1       46.8        0.0      166.8      1.000        1.0        1.0 
   76    no  4032595.1       64.2        0.0      164.7      1.000        1.0        1.0 
