 # ID       Xpix           Wavelength          Intens       Line 
   12      157.5        4102.61769830         43718.0        ThI 
   22      216.0        4104.38152032         10536.0       ThII 
   23      231.5        4104.83748889         14386.0       NoID 
   30      304.9        4107.05026330         41591.0       NoID 
   34      332.0        4107.86123087         27104.0        ThI 
   36      350.7        4108.41967559        110300.0       ThII 
   38      381.1        4109.32357681         63418.0        ThI 
   46      425.1        4110.63534918         11722.0       ThII 
   47      431.8        4110.82673205         54594.0        ThI 
   61      534.3        4113.87442764          2520.0        ThI 
   63      555.4        4114.48966446          2476.0       ArII 
   65      598.6        4115.75876597        141174.0        ThI 
   66      619.4        4116.37324198          6808.0       ArII 
   67      631.1        4116.71337486        123014.0       ThII 
   70        0.0        4118.48975145         11713.0        ThI 
   76      807.4        4121.85513765          1316.0       ThII 
   78      845.8        4122.96563567          1650.0       ThII 
   81      872.0        4123.72587346         12372.0        ThI 
   82      882.9        4124.04072395         15210.0        ThI 
   90      941.0        4125.70461194          3278.0       NoID 
   94      963.2        4126.34955493          2542.0       NoID 
   97     1000.0        4127.41168858         88249.0       NoID 
   99     1022.4        4128.04998931         16661.0        ThI 
  102     1043.0        4128.64008766         35929.0       ArII 
  104     1073.5        4129.51150229         19439.0       NoID 
  105     1079.4        4129.68227753         11216.0       ArII 
  108     1101.8        4130.32458420          9792.0       NoID 
  109     1108.5        4130.51104533          1268.0          ? 
  111     1125.7        4131.00203765        182454.0        ThI 
  113     1140.8        4131.43011446          8622.0       ThII 
  116     1182.7        4132.62060544         15353.0        ThI 
  117     1187.3        4132.75267983         37795.0       ThII 
  119     1233.8        4134.06756020        232856.0        ThI 
  121     1242.6        4134.32383803         15436.0        ThI 
  123     1283.8        4135.47974805         27634.0        ThI 
  124     1294.1        4135.77707312           515.0          ? 
  126     1312.2        4136.28526892         25138.0        ThI 
  129     1374.7        4138.04051583         26433.0        ThI 
  136     1425.5        4139.46597118          3669.0       NoID 
  138     1453.0        4140.23494360         25165.0       ThII 
  139     1458.2        4140.38485130          8169.0       ThII 
  145     1528.0        4142.32494872         16962.0        ThI 
  146     1533.3        4142.47458149         18332.0       ThII 
  148     1541.4        4142.70087017         70366.0       ThII 
  167     1716.3        4147.54038341          7166.0        ThI 
  169     1739.6        4148.18162828         19352.0       ThII 
  182     1912.0        4152.91650980          1315.0          ? 
