wmask fmask
4421.951964 0.457
4422.563977 0.843
4422.960829 0.305
4423.140667 0.491
4423.844825 0.57
4424.074699999999 0.267
4424.280502 0.343
4424.578482 0.232
4425.442023 0.859
4426.03289 0.374
4427.107099000001 0.698
4427.314473 0.89
4427.896688000001 0.144
4428.542963 0.383
4429.263022 0.156
4429.933300000001 0.27
4430.043442 0.389
4430.193698 0.654
4430.6196390000005 0.839
4367.6057390000005 0.82
4377.7886849999995 0.439
4379.233037 0.869
4380.062768 0.605
4381.103276 0.343
4382.168595 0.226
4382.75512 0.717
4383.553626999999 0.945
4384.311879 0.559
4384.53312 0.478
4384.714547 0.809
4384.983068 0.728
4385.378191 0.7
4386.849571000001 0.579
4387.486086000001 0.496
4387.89402 0.767
4388.407665000001 0.815
4389.247394 0.807
4389.981535999999 0.737
4390.303338 0.204
4390.480526 0.564
4390.974929 0.776
4391.76148 0.554
4392.300846 0.138
4392.583612 0.413
4393.01196 0.288
4393.285094 0.355
4394.060402 0.746
4395.033797 0.916
4395.246087 0.727
4395.841644 0.697
4335.928397 0.176
4337.0510859999995 0.892
4337.5582460000005 0.831
4337.920529 0.889
4338.266944 0.671
4338.686608 0.451
4339.452447 0.842
4339.717354 0.762
4340.479194 0.831
4340.997435 0.57
4341.365842 0.736
4343.236886000001 0.735
4343.697948 0.706
4344.886351 0.41
4346.559121 0.681
4347.239056 0.535
4347.849425 0.569
4347.95808 0.544
4348.329479 0.488
4348.94722 0.592
4349.786238000001 0.13
4350.167152 0.232
4350.824103 0.513
4351.048237999999 0.763
4351.550996 0.712
4351.785115000001 0.848
4352.740624 0.886
4353.457561 0.25
4353.868483 0.156
4353.939238 0.246
4354.256815000001 0.274
4354.599743000001 0.561
4355.090251 0.74
4355.92846 0.429
4356.598819 0.432
4356.724919 0.259
4358.166174 0.322
4358.722793999999 0.54
4358.89347 0.362
4359.615873000001 0.789
4360.472481 0.505
4360.791682 0.528
4361.267151 0.217
4362.094226 0.294
4301.916749 0.86
4302.539062 0.939
4303.156911 0.756
4306.694905 0.703
4307.906961000001 0.94
4309.055751 0.765
4309.396492 0.866
4309.654630999999 0.779
4310.121392 0.713
4310.505986 0.619
4312.112703000001 0.692
4312.2978029999995 0.706
4312.873077 0.84
4314.28503 0.63
4316.795119 0.524
4316.962879000001 0.244
4317.324256 0.209
4318.6572830000005 0.911
4319.446211 0.232
4319.6321179999995 0.22
4321.792624 0.632
4322.503759 0.174
4323.341542 0.554
4324.620935 0.19
4324.999311 0.848
4325.360256 0.603
4325.644238999999 0.767
4325.769775 0.941
4325.924921 0.779
4326.755779 0.672
4327.105987000001 0.781
4327.780988 0.242
4327.92473 0.642
4329.024364 0.167
4269.745282 0.56
4270.16827 0.512
4270.243759999999 0.225
4271.162711999999 0.912
4271.766791 0.94
4272.876704 0.376
4273.3206040000005 0.639
4273.463039 0.628
4273.899087 0.716
4274.803943 0.951
4275.9926479999995 0.171
4276.986997 0.424
4277.4289420000005 0.376
4278.2171020000005 0.671
4279.856714 0.579
4282.406456 0.922
4283.008183 0.925
4284.685339 0.565
4285.4415659999995 0.78
4287.408173 0.728
4289.725445 0.952
4289.905231000001 0.639
4292.105632000001 0.741
4293.538741 0.191
4294.117364 0.926
4296.089431 0.217
4296.984507 0.697
4238.025465000001 0.825
4238.809227 0.867
4238.914628 0.423
4239.364633 0.623
4240.400283 0.759
4241.117144 0.549
4243.815019 0.568
4244.796734 0.102
4245.299521 0.849
4246.066693000001 0.752
4247.419874 0.857
4248.238552000001 0.774
4248.413161 0.528
4250.124434 0.918
4250.796244 0.931
4251.736701 0.176
4252.062402 0.181
4252.297143 0.341
4252.650374000001 0.376
4253.514175 0.169
4253.902838 0.555
4254.339671 0.954
4254.969643 0.692
4255.51055 0.6
4255.830292000001 0.705
4256.060577 0.28
4256.181296000001 0.525
4256.3750199999995 0.165
4256.600792 0.212
4256.804674999999 0.412
4257.654723 0.612
4258.159212 0.574
4258.317865999999 0.83
4258.622778 0.632
4258.956888000001 0.582
4259.30025 0.474
4260.113177 0.785
4260.480147 0.93
4260.781585 0.537
4261.323121 0.416
4261.959565 0.674
4262.333824 0.322
4263.138384 0.578
4264.217645 0.766
4264.740388 0.637
4206.687019 0.896
4207.132852 0.817
4207.404501 0.523
4207.817452 0.309
4208.602645 0.807
4208.98078 0.556
4209.374116 0.335
4210.35776 0.917
4211.33794 0.209
4211.892787000001 0.606
4213.157836 0.186
4213.646819 0.826
4214.493522000001 0.155
4214.845074 0.24
4215.52258 0.952
4215.968279999999 0.628
4216.1880120000005 0.927
4217.55552 0.876
4218.222755000001 0.465
4220.34007 0.786
4221.521325 0.341
4222.216202 0.902
4222.7269400000005 0.237
4224.177477 0.847
4224.856175 0.703
4225.456776 0.851
4225.718969 0.594
4225.959853 0.77
4226.442763999999 0.804
4226.734747 0.965
4227.424494 0.894
4227.746160000001 0.467
4227.934988999999 0.575
4228.289638 0.189
4228.715322 0.351
4229.773896000001 0.795
4230.235394 0.149
4230.5635 0.338
4231.0175500000005 0.734
4231.620091000001 0.443
4231.9524679999995 0.468
4232.414928 0.184
4232.727578 0.699
4175.906059 0.452
4176.5708620000005 0.851
4177.0737 0.357
4177.579681 0.871
4178.046410999999 0.711
4178.410812 0.273
4178.860441 0.773
4179.374422999999 0.77
4179.808954 0.24
4180.397241000001 0.496
4181.184998000001 0.221
4181.5580310000005 0.61
4181.7578699999995 0.908
4182.382043 0.811
4182.7533920000005 0.588
4183.005966 0.434
4183.199859 0.151
4183.44385 0.56
4183.8440709999995 0.255
4183.995162 0.769
4184.305532 0.595
4184.459237 0.27
4184.897938 0.885
4185.360107 0.182
4185.655567 0.176
4186.123807 0.508
4186.347933999999 0.347
4186.6160500000005 0.647
4187.043253 0.919
4187.603202 0.754
4187.803739 0.919
4188.733988 0.797
4188.974193 0.547
4189.559596 0.649
4189.989459 0.255
4190.229587 0.283
4190.397598 0.109
4190.708431 0.514
4191.306487 0.511
4191.4329290000005 0.916
4191.677667 0.757
4193.646237999999 0.377
4193.822871 0.3
4194.489951 0.267
4194.987325 0.38
4195.336286 0.889
4195.609297000001 0.715
4196.211810999999 0.837
4196.542948 0.681
4196.670468 0.47
4197.089831 0.648
4197.359354 0.207
4197.657071 0.166
4198.079168 0.756
4198.2915840000005 0.939
4198.631994 0.827
4199.100323000001 0.898
4199.971676 0.755
4200.46 0.462
4200.745728 0.583
4200.92544 0.77
4201.724797 0.602
4145.767521 0.489
4146.054657000001 0.685
4154.501206 0.883
4154.808826 0.861
4155.915284000001 0.433
4156.2932 0.724
4156.798187 0.867
4157.782765 0.872
4158.3830259999995 0.379
4158.7944 0.831
4159.183743 0.779
4160.362025 0.596
4160.776468 0.246
4161.5108820000005 0.781
4164.645308 0.296
4164.77711 0.308
4165.389655999999 0.66
4166.013349999999 0.162
4166.300147 0.208
4166.967336 0.315
4167.276309999999 0.848
4168.617916 0.584
4168.945234 0.664
4169.3019779999995 0.164
4169.767769 0.534
4170.172103 0.246
4170.917057000001 0.788
4171.038019 0.794
4115.96731 0.333
4117.853473 0.61
4119.401457 0.637
4119.794564 0.29
4120.209432 0.813
4120.612822 0.246
4121.319928000001 0.942
4121.803354 0.838
4122.15256 0.309
4122.519856999999 0.809
4123.510206000001 0.605
4123.7484 0.831
4124.49066 0.386
4124.909199 0.279
4126.859769000001 0.38
4128.740194 0.528
4130.024815000001 0.616
4130.655203 0.434
4130.848449 0.193
4131.115436 0.435
4131.354345 0.251
4132.059058 0.937
4132.529707 0.679
4132.710865999999 0.435
4132.902372 0.893
4133.8457880000005 0.791
4133.996502 0.266
4134.403453 0.749
4135.032278000001 0.341
4135.28622 0.219
4135.449474 0.188
4135.745771 0.265
4136.52526 0.72
4137.000983 0.87
4137.273491 0.36
4137.411641000001 0.615
4137.657674 0.365
4138.836544 0.205
4139.933619 0.824
4140.232540999999 0.221
4140.410663000001 0.641
4086.127731 0.392
4086.311398 0.657
4086.711106 0.511
4087.094742 0.774
4087.791237 0.243
4088.560727 0.598
4088.8267459999997 0.14
4089.218114 0.732
4089.980117 0.323
4090.072756 0.641
4090.3195269999997 0.274
4090.553212 0.484
4090.953082 0.59
4091.554542 0.664
4094.4217310000004 0.501
4094.935947 0.772
4095.33026 0.38
4095.477481 0.363
4095.6477 0.141
4096.6887289999995 0.422
4097.64765 0.338
4098.177404 0.85
4098.542414 0.785
4099.048629 0.37
4099.163687 0.306
4099.792727 0.674
4099.984451 0.36
4100.741863 0.857
4101.101729 0.531
4101.268252 0.749
4101.692238 0.811
4102.145757 0.57
4102.364853 0.458
4102.937623 0.861
4103.463935 0.329
4103.605081 0.444
4104.1284670000005 0.826
4104.452227 0.417
4106.260015 0.692
4106.941408000001 0.256
4107.4871330000005 0.869
4108.128891 0.488
4108.528861000001 0.674
4108.910309 0.386
4109.0598580000005 0.761
4109.453786 0.452
4109.795936 0.874
4110.534946 0.826
4057.229786 0.497
4057.351949 0.733
4057.505891 0.837
4057.5971710000003 0.541
4058.210075 0.829
4058.9246970000004 0.85
4059.381345 0.484
4059.719346 0.695
4060.265962 0.538
4060.482516 0.258
4060.759475 0.387
4061.092251 0.692
4061.722851 0.546
4061.959859 0.614
4062.44358 0.866
4062.636882 0.322
4063.2883 0.822
4063.5994060000003 0.948
4064.034536 0.586
4064.205514 0.498
4064.4406200000003 0.727
4065.080471 0.601
4065.382145 0.736
4066.133053 0.501
4066.366969 0.716
4066.585325 0.741
4066.981133 0.86
4067.273472 0.851
4067.488371 0.254
4067.982445 0.903
4068.545722 0.421
4069.0662700000003 0.504
4069.606689 0.442
4070.0220689999996 0.176
4070.273917 0.693
4070.7724900000003 0.833
4071.091551 0.383
4071.5419300000003 0.801
4071.74534 0.946
4072.3339619999997 0.339
4072.507447 0.702
4073.482277 0.268
4073.7620939999997 0.855
4074.0515649999998 0.172
4074.784109 0.795
4075.0996 0.554
4075.6998940000003 0.203
4075.944547 0.716
4076.221411 0.602
4076.62954 0.862
4076.814254 0.781
4077.349282 0.479
4078.369902 0.882
4078.819289 0.325
4079.220569 0.858
4079.4039199999997 0.866
4079.837885 0.855
4080.2105540000002 0.776
4080.877181 0.638
4081.2577659999997 0.547
4022.230799 0.508
4022.739043 0.577
4023.38107 0.669
4023.686701 0.609
4024.093723 0.706
4024.572155 0.76
4024.726384 0.831
4025.013899 0.344
4025.129512 0.778
4025.425252 0.478
4025.817577 0.608
4026.158893 0.418
4026.440963 0.529
4027.0592850000003 0.555
4027.390571 0.281
4027.666397 0.528
4028.3417630000004 0.776
4028.760788 0.506
4029.277141 0.053
4029.4214979999997 0.104
4029.640727 0.863
4029.864723 0.131
4030.187124 0.747
4030.365012 0.351
4030.494767 0.878
4030.7609030000003 0.975
4031.243234 0.474
4031.74553 0.643
4031.962187 0.825
4032.4602189999996 0.686
4032.636659 0.863
4033.072741 0.966
4033.603964 0.488
4034.486394 0.976
4035.240058 0.308
4035.719643 0.91
4036.3698240000003 0.359
4036.56398 0.124
4036.762662 0.398
4037.1197009999996 0.523
4037.2928970000003 0.188
4037.680058 0.311
4038.6268769999997 0.354
4038.783903 0.69
4039.0870800000002 0.452
4039.5633980000002 0.163
4039.934382 0.458
4040.09141 0.625
4040.282934 0.245
4040.639248 0.771
4040.777202 0.497
4041.345973 0.942
4042.584935 0.202
4042.903978 0.295
4043.909614 0.828
4044.141463 0.278
4044.599124 0.846
4045.1176889999997 0.656
4045.396784 0.801
4045.6110280000003 0.836
4045.821537 0.953
4046.052154 0.822
4046.447917 0.517
4046.744579 0.326
4047.304322 0.543
4048.741081 0.894
4048.9971210000003 0.281
4049.139479 0.236
4049.329321 0.66
4049.8239759999997 0.166
4050.322731 0.307
4050.485568 0.171
4050.672461 0.632
4051.0457420000002 0.146
4051.3315860000002 0.353
4051.725063 0.139
4051.917461 0.764
4052.294445 0.648
