   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  5779835.2       18.5        0.0       20.7      1.000        1.0        1.0 
    1    no  5781658.8       19.7        0.0        0.0      1.000        1.0        1.0 
    2    no  5782313.9       39.8        0.0        7.5      1.000        1.0        1.0 
    3    no  5784862.5       10.1        0.0       36.7      1.000        1.0        1.0 
    9    no  5717171.1        nan        0.0        nan      1.000        1.0        1.0 
   10    no  5717524.6       14.5        0.0      660.5      1.000        1.0        1.0 
   11    no  5719097.1        8.2        0.0      645.9      1.000        1.0        1.0 
   12    no  5719622.7      507.3        0.0      641.0      1.000        1.0        1.0 
   13    no  5720182.8     3640.2        0.0      635.8      1.000        1.0        1.0 
   14    no  5721424.3       15.8        0.0      624.3      1.000        1.0        1.0 
   15    no  5724463.8      129.0        0.0      595.8      1.000        1.0        1.0 
   16    no  5725388.5      408.5        0.0      587.1      1.000        1.0        1.0 
   17    no  5725895.9       13.9        0.0      582.3      1.000        1.0        1.0 
   18    no  5727013.1        8.7        0.0      571.7      1.000        1.0        1.0 
   19    no  5727710.3       29.7        0.0      565.0      1.000        1.0        1.0 
   20    no  5729982.3       16.4        0.0      543.3      1.000        1.0        1.0 
   23    no       12.0        0.0       14.3      505.4      1.000        1.0        1.0 
   47    no  5779835.2       18.5        0.0       20.7      1.000        1.0        1.0 
   48    no  5781658.8       19.7        0.0        0.0      1.000        1.0        1.0 
   49    no  5782313.9       39.8        0.0        7.5      1.000        1.0        1.0 
   50    no  5784862.5       10.1        0.0       36.7      1.000        1.0        1.0 
   52    no  5717171.1        nan        0.0        nan      1.000        1.0        1.0 
   53    no  5717524.6       14.5        0.0      660.5      1.000        1.0        1.0 
   54    no  5719097.1        8.2        0.0      645.9      1.000        1.0        1.0 
   55    no  5719622.7      507.3        0.0      641.0      1.000        1.0        1.0 
   56    no  5720182.8     3640.2        0.0      635.8      1.000        1.0        1.0 
   57    no  5721424.3       15.8        0.0      624.3      1.000        1.0        1.0 
   58    no  5724463.8      129.0        0.0      595.8      1.000        1.0        1.0 
   59    no  5725388.5      408.5        0.0      587.1      1.000        1.0        1.0 
   60    no  5725895.9       13.9        0.0      582.3      1.000        1.0        1.0 
   61    no  5727013.1        8.7        0.0      571.7      1.000        1.0        1.0 
   62    no  5727710.3       29.7        0.0      565.0      1.000        1.0        1.0 
   63    no  5729982.3       16.4        0.0      543.3      1.000        1.0        1.0 
