   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    1    no  5715724.4       17.1        0.0        0.0      1.000        1.0        1.0 
    2    no  5717171.1       38.3        0.0       16.5      1.000        1.0        1.0 
    3    no  5717524.6       12.4        0.0       20.5      1.000        1.0        1.0 
    4    no  5719097.1        8.9        0.0       38.5      1.000        1.0        1.0 
    5    no  5719622.7      548.9        0.0       44.6      1.000        1.0        1.0 
    6    no  5720182.8     3838.7        0.0       51.0      1.000        1.0        1.0 
    7    no  5721424.3       15.9        0.0       65.4      1.000        1.0        1.0 
    8    no  5724463.8       88.5        0.0      100.7      1.000        1.0        1.0 
    9    no  5725388.5      414.1        0.0      111.5      1.000        1.0        1.0 
   10    no  5725895.9       13.3        0.0      117.4      1.000        1.0        1.0 
   11    no  5727013.1        8.9        0.0      130.5      1.000        1.0        1.0 
   12    no  5727710.3       29.8        0.0      138.7      1.000        1.0        1.0 
   13    no  5729982.3       15.0        0.0      165.5      1.000        1.0        1.0 
   15    no       23.4        1.2      175.4      201.1      1.000        1.0        1.0 
   19    no  5660659.4       11.9        0.0      573.1      1.000        1.0        1.0 
   20    no  5663042.0       45.3        0.0      550.5      1.000        1.0        1.0 
   21    no  5664621.0       47.3        0.0      535.4      1.000        1.0        1.0 
   22    no  5665179.9      348.0        0.0      530.1      1.000        1.0        1.0 
   23    no  5665628.3       89.8        0.0      525.8      1.000        1.0        1.0 
   25    no  5667128.1      118.1        0.0      511.3      1.000        1.0        1.0 
   29    no       26.4        0.1        5.4      429.1      1.000        1.0        1.0 
   42    no       58.6        0.1        9.2      131.6      1.000        1.0        1.0 
   47    no  5715724.4       17.1        0.0        0.0      1.000        1.0        1.0 
   48    no  5717171.1       38.3        0.0       16.5      1.000        1.0        1.0 
   49    no  5717524.6       12.4        0.0       20.5      1.000        1.0        1.0 
   50    no  5719097.1        8.9        0.0       38.5      1.000        1.0        1.0 
   51    no  5719622.7      548.9        0.0       44.6      1.000        1.0        1.0 
   52    no  5720182.8     3838.7        0.0       51.0      1.000        1.0        1.0 
   53    no  5721424.3       15.9        0.0       65.4      1.000        1.0        1.0 
   54    no  5724463.8       88.5        0.0      100.7      1.000        1.0        1.0 
   55    no  5725388.5      414.1        0.0      111.5      1.000        1.0        1.0 
   56    no  5725895.9       13.3        0.0      117.4      1.000        1.0        1.0 
   57    no  5727013.1        8.9        0.0      130.5      1.000        1.0        1.0 
   58    no  5727710.3       29.8        0.0      138.7      1.000        1.0        1.0 
   59    no  5729982.3       15.0        0.0      165.5      1.000        1.0        1.0 
   62    no  5660659.4       11.9        0.0      573.1      1.000        1.0        1.0 
   63    no  5663042.0       45.3        0.0      550.5      1.000        1.0        1.0 
   64    no  5664621.0       47.3        0.0      535.4      1.000        1.0        1.0 
   65    no  5665179.9      348.0        0.0      530.1      1.000        1.0        1.0 
   66    no  5665628.3       89.8        0.0      525.8      1.000        1.0        1.0 
   67    no  5667128.1      118.1        0.0      511.3      1.000        1.0        1.0 
