   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  5602626.1       14.3        0.0       21.9      1.000        1.0        1.0 
    1    no  5604515.4      210.9        0.0        0.0      1.000        1.0        1.0 
    2    no  5605295.7       17.4        0.0        9.1      1.000        1.0        1.0 
    3    no  5606386.1       67.0        0.0       21.8      1.000        1.0        1.0 
    4    no  5606733.0      611.0        0.0       25.8      1.000        1.0        1.0 
    5    no  5609573.5       25.9        0.0       59.2      1.000        1.0        1.0 
    6    no  5610680.9      151.6        0.0       72.3      1.000        1.0        1.0 
    7    no  5612067.9      196.2        0.0       88.7      1.000        1.0        1.0 
    8    no  5612617.4       22.1        0.0       95.2      1.000        1.0        1.0 
    9    no  5615319.5      771.9        0.0      127.5      1.000        1.0        1.0 
   15    no       11.2        0.2       15.2      195.2      1.000        1.0        1.0 
   16    no       20.7        0.3       15.3      205.8      1.000        1.0        1.0 
   19    no  5551371.9       44.1        0.0      566.1      1.000        1.0        1.0 
   20    no  5552622.9       36.4        0.0      553.9      1.000        1.0        1.0 
   21    no  5555531.2       24.1        0.0      525.4      1.000        1.0        1.0 
   22    no  5556148.7       20.8        0.0      519.4      1.000        1.0        1.0 
   23    no  5557045.4      331.5        0.0      510.5      1.000        1.0        1.0 
   24    no  5557921.4       11.1        0.0      501.8      1.000        1.0        1.0 
   25    no  5558342.2      475.3        0.0      497.6      1.000        1.0        1.0 
   26    no  5558702.0      441.5        0.0      494.0      1.000        1.0        1.0 
   27    no  5559891.2      228.8        0.0      482.2      1.000        1.0        1.0 
   34    no       24.7       12.5     1094.6      353.5      1.000        1.0        1.0 
   55    no  5602626.1       14.3        0.0       21.9      1.000        1.0        1.0 
   56    no  5604515.4      210.9        0.0        0.0      1.000        1.0        1.0 
   57    no  5605295.7       17.4        0.0        9.1      1.000        1.0        1.0 
   58    no  5606386.1       67.0        0.0       21.8      1.000        1.0        1.0 
   59    no  5606733.0      611.0        0.0       25.8      1.000        1.0        1.0 
   60    no  5609573.5       25.9        0.0       59.2      1.000        1.0        1.0 
   61    no  5610680.9      151.6        0.0       72.3      1.000        1.0        1.0 
   62    no  5612067.9      196.2        0.0       88.7      1.000        1.0        1.0 
   63    no  5612617.4       22.1        0.0       95.2      1.000        1.0        1.0 
   64    no  5615319.5      771.9        0.0      127.5      1.000        1.0        1.0 
   67    no  5551371.9       44.1        0.0      566.1      1.000        1.0        1.0 
   68    no  5552622.9       36.4        0.0      553.9      1.000        1.0        1.0 
   69    no  5555531.2       24.1        0.0      525.4      1.000        1.0        1.0 
   70    no  5556148.7       20.8        0.0      519.4      1.000        1.0        1.0 
   71    no  5557045.4      331.5        0.0      510.5      1.000        1.0        1.0 
   72    no  5557921.4       11.1        0.0      501.8      1.000        1.0        1.0 
   73    no  5558342.2      475.3        0.0      497.6      1.000        1.0        1.0 
   74    no  5558702.0      441.5        0.0      494.0      1.000        1.0        1.0 
   75    no  5559891.2      228.8        0.0      482.2      1.000        1.0        1.0 
