   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  4924422.3       31.7        0.0       13.1      1.000        1.0        1.0 
    1    no  4925425.4       15.9        0.0        0.0      1.000        1.0        1.0 
    4    no  4927298.8       18.7        0.0       24.6      1.000        1.0        1.0 
    5    no  4927780.3      108.7        0.0       31.0      1.000        1.0        1.0 
    6    no  4929086.0       25.1        0.0       48.3      1.000        1.0        1.0 
    7    no  4929985.0       19.6        0.0       60.2      1.000        1.0        1.0 
    8    no  4933209.1      426.0        0.0      103.4      1.000        1.0        1.0 
    9    no  4933852.1       47.3        0.0      112.1      1.000        1.0        1.0 
   10    no  4936774.6       85.0        0.0      151.7      1.000        1.0        1.0 
   11    no  4937829.5      109.8        0.0      166.0      1.000        1.0        1.0 
   12    no       11.9        0.1      126.5      175.3      1.000        1.0        1.0 
   13    no  4939642.2      385.3        0.0      190.9      1.000        1.0        1.0 
   14    no       15.6        0.2       29.8      215.3      1.000        1.0        1.0 
   16    no       12.7        0.4       34.9      247.1      1.000        1.0        1.0 
   19    no  4878733.0      658.7        0.0      561.0      1.000        1.0        1.0 
   20    no  4879863.5     5886.8        0.0      548.6      1.000        1.0        1.0 
   21    no  4881204.6       60.2        0.0      533.8      1.000        1.0        1.0 
   22    no  4881853.1       20.4        0.0      526.7      1.000        1.0        1.0 
   23    no  4882243.2       79.6        0.0      522.3      1.000        1.0        1.0 
   24    no  4889042.2      755.0        0.0      445.9      1.000        1.0        1.0 
   25    no  4889490.3       33.3        0.0      440.8      1.000        1.0        1.0 
   26    no  4890458.2       30.0        0.0      429.8      1.000        1.0        1.0 
   28    no  4892759.2       40.4        0.0      403.3      1.000        1.0        1.0 
   29    no  4893445.3       26.7        0.0      395.3      1.000        1.0        1.0 
   30    no  4894955.1     1122.8        0.0      377.8      1.000        1.0        1.0 
   49    no  4924422.3       31.7        0.0       13.1      1.000        1.0        1.0 
   50    no  4925425.4       15.9        0.0        0.0      1.000        1.0        1.0 
   51    no  4927298.8       18.7        0.0       24.6      1.000        1.0        1.0 
   52    no  4927780.3      108.7        0.0       31.0      1.000        1.0        1.0 
   53    no  4929086.0       25.1        0.0       48.3      1.000        1.0        1.0 
   54    no  4929985.0       19.6        0.0       60.2      1.000        1.0        1.0 
   55    no  4933209.1      426.0        0.0      103.4      1.000        1.0        1.0 
   56    no  4933852.1       47.3        0.0      112.1      1.000        1.0        1.0 
   57    no  4936774.6       85.0        0.0      151.7      1.000        1.0        1.0 
   58    no  4937829.5      109.8        0.0      166.0      1.000        1.0        1.0 
   59    no  4939642.2      385.3        0.0      190.9      1.000        1.0        1.0 
   63    no  4878733.0      658.7        0.0      561.0      1.000        1.0        1.0 
   64    no  4879349.7       38.6        0.0      554.2      1.000        1.0        1.0 
   65    no  4879863.5     5886.8        0.0      548.6      1.000        1.0        1.0 
   66    no  4881204.6       60.2        0.0      533.8      1.000        1.0        1.0 
   67    no  4881853.1       20.4        0.0      526.7      1.000        1.0        1.0 
   68    no  4882243.2       79.6        0.0      522.3      1.000        1.0        1.0 
   69    no  4889042.2      755.0        0.0      445.9      1.000        1.0        1.0 
   70    no  4889490.3       33.3        0.0      440.8      1.000        1.0        1.0 
   71    no  4890458.2       30.0        0.0      429.8      1.000        1.0        1.0 
   72    no  4892759.2       40.4        0.0      403.3      1.000        1.0        1.0 
   73    no  4893445.3       26.7        0.0      395.3      1.000        1.0        1.0 
   74    no  4894955.1     1122.8        0.0      377.8      1.000        1.0        1.0 
