   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no       21.2        0.0       50.7       17.9      1.000        1.0        1.0 
    1    no       19.1        0.0      183.9        0.0      1.000        1.0        1.0 
    2    no      121.8        0.1       28.4       11.1      1.000        1.0        1.0 
    9    no       13.3        0.5      173.0      234.9      1.000        1.0        1.0 
   11    no       13.1        0.4      115.7      278.7      1.000        1.0        1.0 
   12    no       40.0        0.4       49.7      284.5      1.000        1.0        1.0 
   14    no       10.0        0.4      229.8      333.1      1.000        1.0        1.0 
   15    no        0.2       10.5     7134.1      354.5      1.000        1.0        1.0 
   20    no       12.1        0.0      142.8      504.1      1.000        1.0        1.0 
   22    no       25.7        0.2      969.1      561.5      1.000        1.0        1.0 
