 # ID       Xpix           Wavelength          Intens       Line 
    0        0.0        6506.98680000             1.0        ThI 
    1     1765.9        6509.05030000             1.0        ThI 
    2     1811.7        6510.99690000             1.0       ThII 
    3     1843.7        6512.36390000             1.0        ThI 
    5      147.0        6436.66990000             1.0        ThI 
    7      195.4        6438.91600000             1.0        ThI 
   10      338.6        6445.64070000             1.0        ThI 
   21     1124.3        6481.30170000             1.0        ThI 
   29     1445.1        6495.25730000             1.0        ThI 
   30     1462.4        6496.02920000             1.0        ThI 
   33     1636.3        6503.51110000             1.0       ThII 
   34        0.0        6506.98680000             1.0        ThI 
