   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  4715430.8       15.6        0.0       26.5      1.000        1.0        1.0 
    1    no  4717390.5        9.9        0.0        0.0      1.000        1.0        1.0 
    2    no  4719979.5       14.3        0.0       35.3      1.000        1.0        1.0 
    3    no  4720458.6       33.2        0.0       41.8      1.000        1.0        1.0 
    4    no  4720781.1       10.0        0.0       46.2      1.000        1.0        1.0 
    5    no  4721276.5       51.7        0.0       53.0      1.000        1.0        1.0 
    6    no  4721591.0       89.2        0.0       57.4      1.000        1.0        1.0 
    7    no  4722088.6       76.6        0.0       64.2      1.000        1.0        1.0 
    8    no  4723438.2     1096.9        0.0       82.9      1.000        1.0        1.0 
    9    no  4723784.0      188.7        0.0       87.6      1.000        1.0        1.0 
   10    no  4726868.3     3375.3        0.0      130.6      1.000        1.0        1.0 
   11    no  4727849.1        8.4        0.0      144.4      1.000        1.0        1.0 
   12    no  4728133.0       15.1        0.0      148.3      1.000        1.0        1.0 
   13    no  4729128.2      173.5        0.0      162.4      1.000        1.0        1.0 
   14    no  4729879.5       20.1        0.0      173.0      1.000        1.0        1.0 
   15    no  4730091.8       10.6        0.0      175.9      1.000        1.0        1.0 
   16    no  4730659.3       19.1        0.0      184.0      1.000        1.0        1.0 
   17    no  4730881.5       11.3        0.0      187.1      1.000        1.0        1.0 
   18    no  4732053.2      522.6        0.0      203.7      1.000        1.0        1.0 
   21    no       28.2        0.0       44.8      287.7      1.000        1.0        1.0 
   26    no  4676972.1       65.4        0.0      501.5      1.000        1.0        1.0 
   27    no  4678235.2        5.1        0.0      487.3      1.000        1.0        1.0 
   28    no  4680237.7       18.9        0.0      464.7      1.000        1.0        1.0 
   29    no  4680646.0       16.5        0.0      460.0      1.000        1.0        1.0 
   30    no  4683351.7       44.8        0.0      428.9      1.000        1.0        1.0 
   31    no  4686194.6      258.3        0.0      395.7      1.000        1.0        1.0 
   32    no  4690334.3        5.8        0.0      346.5      1.000        1.0        1.0 
   33    no  4690621.9      110.8        0.0      343.0      1.000        1.0        1.0 
   34    no  4691051.6       13.5        0.0      337.9      1.000        1.0        1.0 
   35    no  4691345.2       20.0        0.0      334.3      1.000        1.0        1.0 
   36    no  4691635.4       99.4        0.0      330.8      1.000        1.0        1.0 
   37    no       27.5        5.1        3.4      327.8      1.000        1.0        1.0 
   38    no  4694091.4      197.7        0.0      300.9      1.000        1.0        1.0 
   39    no  4695038.1      323.0        0.0      289.3      1.000        1.0        1.0 
   40    no  4695454.2       31.9        0.0      284.2      1.000        1.0        1.0 
   54    no  4715430.8       15.6        0.0       26.5      1.000        1.0        1.0 
   55    no  4717390.5        9.9        0.0        0.0      1.000        1.0        1.0 
   57    no  4719979.5       14.3        0.0       35.3      1.000        1.0        1.0 
   58    no  4720458.6       33.2        0.0       41.8      1.000        1.0        1.0 
   59    no  4720781.1       10.0        0.0       46.2      1.000        1.0        1.0 
   60    no  4721276.5       51.7        0.0       53.0      1.000        1.0        1.0 
   61    no  4721591.0       89.2        0.0       57.4      1.000        1.0        1.0 
   62    no  4722088.6       76.6        0.0       64.2      1.000        1.0        1.0 
   63    no  4723438.2     1096.9        0.0       82.9      1.000        1.0        1.0 
   64    no  4723784.0      188.7        0.0       87.6      1.000        1.0        1.0 
   65    no  4726868.3     3375.3        0.0      130.6      1.000        1.0        1.0 
   66    no  4727849.1        8.4        0.0      144.4      1.000        1.0        1.0 
   67    no  4728133.0       15.1        0.0      148.3      1.000        1.0        1.0 
   68    no  4729128.2      173.5        0.0      162.4      1.000        1.0        1.0 
   69    no  4729879.5       20.1        0.0      173.0      1.000        1.0        1.0 
   70    no  4730091.8       10.6        0.0      175.9      1.000        1.0        1.0 
   71    no  4730659.3       19.1        0.0      184.0      1.000        1.0        1.0 
   72    no  4730881.5       11.3        0.0      187.1      1.000        1.0        1.0 
   73    no  4732053.2      522.6        0.0      203.7      1.000        1.0        1.0 
   76    no  4676972.1       65.4        0.0      501.5      1.000        1.0        1.0 
   77    no  4678235.2        5.1        0.0      487.3      1.000        1.0        1.0 
   78    no  4680237.7       18.9        0.0      464.7      1.000        1.0        1.0 
   79    no  4680646.0       16.5        0.0      460.0      1.000        1.0        1.0 
   80    no  4683351.7       44.8        0.0      428.9      1.000        1.0        1.0 
   81    no  4686194.6      258.3        0.0      395.7      1.000        1.0        1.0 
   82    no       56.3        0.2       26.0      391.3      1.000        1.0        1.0 
   83    no  4690334.3        5.8        0.0      346.5      1.000        1.0        1.0 
   84    no  4690621.9      110.8        0.0      343.0      1.000        1.0        1.0 
   85    no  4691051.6       13.5        0.0      337.9      1.000        1.0        1.0 
   86    no  4691345.2       20.0        0.0      334.3      1.000        1.0        1.0 
   87    no  4691635.4       99.4        0.0      330.8      1.000        1.0        1.0 
   88    no  4694091.4      197.7        0.0      300.9      1.000        1.0        1.0 
   89    no  4695038.1      323.0        0.0      289.3      1.000        1.0        1.0 
   90    no  4695454.2       31.9        0.0      284.2      1.000        1.0        1.0 
