   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
   11    no       13.4     1093.5      365.2       30.4      0.393     2919.0     1146.0 
   12    no       78.4       34.1     1591.5       32.1      2.547     1146.0     2919.0 
   13    no  4456480.8       22.7        0.0       42.0      0.204     4263.0      870.0 
   14    no  4456551.5       20.4        0.0       43.0      4.900      870.0     4263.0 
   15    no  4456632.5       13.1        0.0       44.0      3.533     1320.0     4663.0 
   16    no  4456708.1        8.8        0.0       45.0      0.283     4663.0     1320.0 
   17    no  4457024.9       16.0        0.0       49.1      0.636      857.0      545.0 
   18    no  4457078.4       12.0        0.0       49.8      1.572      545.0      857.0 
   19    no  4457148.2       10.1        0.0       50.7      0.770      708.0      545.0 
   20    no       42.9        6.4       33.5       51.8      0.037    18976.0      708.0 
   21    no  4457441.8        4.9        0.0       54.5      1.124      508.0      571.0 
   22    no  4457526.3       12.6        0.0       55.6      0.890      571.0      508.0 
   23    no  4457640.9      163.7        0.0       57.1      0.252     2262.0      571.0 
   24    no       50.9        1.3       53.6       61.8      0.002   385482.0      611.0 
   25    no  4458164.3        9.8        0.0       63.9      3.291      611.0     2011.0 
   26    no  4458214.8        7.6        0.0       64.6      0.304     2011.0      611.0 
   27    no  4458291.3        7.6        0.0       65.6      3.414      589.0     2011.0 
   28    no       77.7        0.7      102.0       71.4      0.355    35840.0    12734.0 
   29    no  4458879.2        2.7        0.0       73.3      0.586    12734.0     7457.0 
   30    no  4458958.9        2.8        0.0       74.3      2.959     7457.0    22062.0 
   31    no  4459004.2        2.2        0.0       74.9      0.338    22062.0     7457.0 
   32    no  4459975.0        1.5        0.0       87.7      0.392     2123.0      833.0 
   33    no  4460049.4        1.3        0.0       88.7      2.549      833.0     2123.0 
   34    no       77.3       14.3      285.6       90.5      0.402     2071.0      833.0 
   35    no       45.2        3.9       22.2       95.4      0.077    57736.0     4458.0 
   36    no  4460768.0        5.0        0.0       98.2     12.951     4458.0    57736.0 
   37    no  4461063.5       53.1        0.0      102.1      2.115     3069.0     6492.0 
   38    no  4461123.8       16.5        0.0      103.0      0.473     6492.0     3069.0 
   39    no       38.6        5.5      724.3      104.5      0.032   202869.0     6492.0 
   40    no  4461369.5       54.9        0.0      106.2    187.668     1081.0   202869.0 
   42    no  4462698.4        2.0        0.0      124.0      0.455     2575.0     1171.0 
   43    no  4462752.4        3.0        0.0      124.8      2.199     1171.0     2575.0 
   44    no  4463188.0        2.8        0.0      130.6      0.639     1144.0      731.0 
   45    no  4463243.3        2.9        0.0      131.4      1.565      731.0     1144.0 
   46    no  4463331.8        4.5        0.0      132.6      2.509      436.0     1094.0 
   47    no  4463405.7       26.4        0.0      133.6      0.399     1094.0      436.0 
   48    no  4463497.4       35.1        0.0      134.8      2.415      453.0     1094.0 
   49    no       32.2        9.7      111.8      137.1      0.348    68113.0    23700.0 
   50    no       76.4        1.9       31.5      139.4      2.874    23700.0    68113.0 
   51    no       76.3        0.3       15.4      143.4      3.999     5926.0    23700.0 
   52    no  4464847.6        2.4        0.0      153.1      0.251     7898.0     1979.0 
   53    no  4464956.9        1.3        0.0      154.6      3.991     1979.0     7898.0 
   54    no       76.0      240.3      216.2      159.8      0.019    44658.0      852.0 
   55    no       76.0        0.1       15.1      161.6     52.415      852.0    44658.0 
   56    no       75.9        0.1        8.9      164.5      0.853      545.0      465.0 
   57    no  4465830.1        6.8        0.0      166.5      1.553      465.0      722.0 
   58    no  4465917.6        2.6        0.0      167.7     11.771      722.0     8499.0 
   59    no       75.9        3.4       26.9      168.5      0.085     8499.0      722.0 
   60    no       75.8        6.6       21.7      172.8      5.691      298.0     1696.0 
   61    no  4466553.4        6.6        0.0      176.5      6.627     1696.0    11240.0 
   62    no  4466624.1        3.3        0.0      177.4      0.266    11240.0     2995.0 
   63    no  4466687.5        1.7        0.0      178.3      3.753     2995.0    11240.0 
   64    no       75.7        0.5       10.8      180.4      7.450      402.0     2995.0 
   65    no       38.7        0.3        0.1      182.6      1.172      343.0      402.0 
   66    no  4467758.2        1.5        0.0      193.1      0.308     1735.0      535.0 
   67    no  4467815.6        1.6        0.0      193.9      3.243      535.0     1735.0 
   68    no       75.3        7.3       30.2      200.9      0.032    16786.0      535.0 
   69    no       75.2        0.2        5.9      208.0     13.451      710.0     9550.0 
   70    no  4469189.2        3.3        0.0      213.0      0.212     9550.0     2022.0 
   71    no       75.1       13.6      152.9      215.4     60.091     2022.0   121504.0 
