   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    6    no  5008189.6        nan        0.0        nan      0.050     5491.0      277.0 
    7    no  5008628.2       16.4        0.0       25.5      1.929      522.0     1007.0 
    8    no       37.9       11.0       32.2       27.6      0.518     1007.0      522.0 
    9    no       28.1        0.3     2662.4       33.8      0.002   504971.0     1007.0 
   10    no  5009935.0       13.8        0.0       40.9      0.379    12515.0     4741.0 
   11    no  5009965.5       14.6        0.0       41.3      2.640     4741.0    12515.0 
   12    no       16.2        0.0       34.7       46.6      0.389    12192.0     4741.0 
   13    no  5011388.3        4.2        0.0       58.2     21.590      822.0    17747.0 
   14    no       18.7        0.7       41.5       59.2      0.046    17747.0      822.0 
   15    no  5011774.3        3.6        0.0       62.8      1.036      755.0      782.0 
   16    no  5011864.1        3.6        0.0       63.8      0.965      782.0      755.0 
   17    no       21.0        0.8        2.7       66.2      0.532     1470.0      782.0 
   18    no  5012274.6        4.3        0.0       68.7      0.119     4064.0      484.0 
   19    no  5012353.8        4.4        0.0       69.7      8.397      484.0     4064.0 
   20    no  5012779.4        4.0        0.0       74.8      0.454     1431.0      649.0 
   21    no  5012844.8        3.9        0.0       75.6      2.205      649.0     1431.0 
   22    no       16.3        0.5       11.3       79.4      0.128     5077.0      649.0 
   23    no       84.3        0.8        3.8       91.6      1.197     4222.0     5053.0 
   27    no       27.8        0.1       30.8      104.8      1.982     3494.0     6925.0 
   28    no  5015889.9       57.5        0.0      112.2      0.150    39990.0     5997.0 
   29    no  5015985.9       31.9        0.0      113.4      6.668     5997.0    39990.0 
   30    no       13.4        0.2       89.6      120.0      0.185    32335.0     5997.0 
   31    no  5017508.9       44.3        0.0      131.9      0.300    77753.0    23306.0 
   32    no  5017630.9       37.1        0.0      133.3      3.336    23306.0    77753.0 
   33    no  5017759.6       12.3        0.0      134.9      0.862     8350.0     7194.0 
   34    no  5017876.4        6.5        0.0      136.3      1.161     7194.0     8350.0 
   36    no  5018737.4        3.4        0.0      146.8      0.316     1818.0      575.0 
   37    no       56.1        0.1        4.6      148.6      3.162      575.0     1818.0 
   39    no  5019999.2        9.7        0.0      162.3     92.829     3985.0   369922.0 
   41    no  5021756.6        5.6        0.0      183.9      0.400     2278.0      911.0 
   42    no  5021838.8        6.2        0.0      185.0      2.120      911.0     1931.0 
   43    no  5021910.5       22.4        0.0      185.8      0.472     1931.0      911.0 
   45    no  5022079.1       47.0        0.0      187.9     28.196     3261.0    91947.0 
   46    no       83.1       13.0      175.6      189.1      0.095    34284.0     3261.0 
   49    no       82.8        1.6        0.0      215.8      3.834      459.0     1760.0 
   50    no       10.8        0.1        6.0      221.7      0.261     1760.0      459.0 
   52    no  5026082.4        3.8        0.0      237.8      5.756      414.0     2383.0 
   53    no  5026157.3        4.2        0.0      238.7      0.174     2383.0      414.0 
   54    no  5026237.5        4.2        0.0      239.7      4.271      558.0     2383.0 
   55    no  5026954.7        7.9        0.0      248.8      0.223     9792.0     2181.0 
   56    no  5027025.2        8.0        0.0      249.6      4.490     2181.0     9792.0 
   57    no  5027123.7        4.6        0.0      250.9      1.172     1861.0     2181.0 
   58    no  5027227.7        3.3        0.0      252.2      4.389      424.0     1861.0 
   59    no  5028597.7      353.1        0.0      269.5     13.120    47241.0   619809.0 
   61    no  5028925.2        8.8        0.0      273.6     21.193     1194.0    25304.0 
   65    no  5030031.9        9.7        0.0      287.7      0.881     1260.0     1110.0 
   66    no  5030109.3        3.6        0.0      288.7      1.135     1110.0     1260.0 
   67    no        9.6        0.0        2.0      291.3      0.950     1169.0     1110.0 
   68    no  5030534.7        2.0        0.0      294.1      1.305     1006.0     1313.0 
   69    no  5030624.0        3.5        0.0      295.2      2.027     1313.0     2661.0 
   70    no  5030692.0        4.0        0.0      296.1      0.493     2661.0     1313.0 
   71    no  5030787.6        2.8        0.0      297.3      3.335      798.0     2661.0 
   72    no  5031081.3        3.4        0.0      301.1      5.648      708.0     3999.0 
   73    no  5031145.1        3.8        0.0      301.9      0.177     3999.0      708.0 
   75    no  5032028.2        6.7        0.0      313.2      0.115    16305.0     1873.0 
   76    no  5032104.3        6.1        0.0      314.1      8.705     1873.0    16305.0 
   77    no       81.6        0.2        6.9      317.6      2.791      671.0     1873.0 
   79    no  5033811.3        3.1        0.0      336.1      1.333     1204.0     1605.0 
   80    no  5033900.9        4.1        0.0      337.2      0.750     1605.0     1204.0 
   81    no  5034238.7        5.3        0.0      341.6      3.615     2549.0     9215.0 
   82    no  5034292.2        6.5        0.0      342.3      0.277     9215.0     2549.0 
   83    no  5035268.5        8.5        0.0      354.9     13.775      920.0    12673.0 
   85    no       81.2        0.0        6.7      357.4      8.098     1565.0    12673.0 
   86    no       81.0        0.0        1.3      367.2     14.211     1170.0    16627.0 
   89    no  5038300.1        9.8        0.0      394.3      0.346    15593.0     5395.0 
   90    no  5038417.6        6.0        0.0      395.9      2.890     5395.0    15593.0 
   93    no  5040498.9       15.8        0.0      423.2      3.068     4238.0    13001.0 
   94    no  5040554.1       19.9        0.0      423.9      0.326    13001.0     4238.0 
   96    no  5040748.0       26.4        0.0      426.5     19.256     1736.0    33429.0 
   98    no  5041226.9       10.9        0.0      432.8      0.244     4100.0      999.0 
   99    no  5041294.6        6.2        0.0      433.7      4.104      999.0     4100.0 
  100    no  5041376.0        5.3        0.0      434.8      0.994     1005.0      999.0 
  102    no       80.3        0.0        6.9      439.8     14.247     1813.0    25830.0 
  103    no       80.1        0.1        8.1      457.7     42.993      453.0    19476.0 
  107    no  5045959.4        2.9        0.0      495.8      2.376      574.0     1364.0 
  108    no  5046060.6        2.7        0.0      497.2      0.421     1364.0      574.0 
  109    no  5046170.3        2.6        0.0      498.6      2.352      580.0     1364.0 
  111    no  5046537.1        6.5        0.0      503.6     17.813     1115.0    19862.0 
  113    no  5046714.0       11.1        0.0      505.9     34.603      574.0    19862.0 
  115    no  5047122.6       84.9        0.0      511.4     83.411     4385.0   365758.0 
  116    no       79.5       10.4        0.0      513.1      4.856      903.0     4385.0 
  118    no  5048430.9        2.9        0.0      529.1      0.669      471.0      315.0 
  119    no  5048527.9        2.1        0.0      530.4      1.495      315.0      471.0 
  122    no  5049797.0      270.2        0.0      547.6      0.107   302322.0    32465.0 
  123    no  5049850.9      236.0        0.0      548.3      9.312    32465.0   302322.0 
  124    no  5049984.0       17.5        0.0      550.2      0.704    11532.0     8123.0 
  125    no  5050032.1       12.7        0.0      550.8      1.420     8123.0    11532.0 
  127    no  5051083.9        8.1        0.0      565.1      0.101     6916.0      700.0 
  128    no  5051179.8        5.1        0.0      566.5      9.880      700.0     6916.0 
  131    no  5051970.8       57.4        0.0      577.3    183.430      811.0   148762.0 
  132    no  5052086.4        5.7        0.0      578.8      0.477     2974.0     1419.0 
