 # ID       Xpix           Wavelength          Intens       Line 
    0        0.0        6431.55500000             1.0        ArI 
    1     1785.0        6436.66990000             1.0        ThI 
    2     1824.0        6438.30950000             1.0        ThI 
    3     1838.9        6438.91600000             1.0        ThI 
    4     1909.4        6441.89940000             1.0       ArII 
    5     1956.3        6443.85980000             1.0       ArII 
    8        0.0        6364.89370000             1.0        ArI 
    9      251.1        6369.13940000             1.0        ThI 
   10      260.8        6369.57480000             1.0        ArI 
   11      312.1        6371.94360000             1.0        ThI 
   19      673.5        6388.41790000             1.0        ThI 
   22      735.6        6391.17740000             1.0        ThI 
   39        0.0        6431.55500000             1.0        ArI 
   44      103.3        6362.25180000             1.0        ThI 
   45        0.0        6364.89370000             1.0        ArI 
