   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  6506986.8       99.5        0.0       21.0      1.000        1.0        1.0 
    1    no       18.4        0.1      486.1        0.0      1.000        1.0        1.0 
    2    no       23.9        0.4       52.2       19.9      1.000        1.0        1.0 
    3    no       19.4        0.8     1770.1       33.9      1.000        1.0        1.0 
    5    no       12.0        0.1       31.9      667.6      1.000        1.0        1.0 
    7    no       21.1        1.6      200.9      649.1      1.000        1.0        1.0 
   10    no       11.5        0.0       27.2      592.9      1.000        1.0        1.0 
   21    no       80.8        2.4       79.5      273.0      1.000        1.0        1.0 
   29    no       12.0        0.2       45.6      138.2      1.000        1.0        1.0 
   30    no       12.6        0.4       46.2      130.6      1.000        1.0        1.0 
   33    no       10.7        0.1      103.3       56.1      1.000        1.0        1.0 
   34    no  6506986.8       99.5        0.0       21.0      1.000        1.0        1.0 
