   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  4070238.3       20.5        0.0        8.3      1.000        1.0        1.0 
    1    no  4070783.5       10.5        0.0        0.0      1.000        1.0        1.0 
    2    no  4071751.3       22.6        0.0       14.9      1.000        1.0        1.0 
    3    no  4072004.7      674.6        0.0       18.8      1.000        1.0        1.0 
    4    no  4072384.9      175.6        0.0       24.6      1.000        1.0        1.0 
    5    no  4073856.3        9.5        0.0       47.5      1.000        1.0        1.0 
    6    no  4075503.0       35.2        0.0       73.4      1.000        1.0        1.0 
    7    no  4076628.4       82.6        0.0       91.2      1.000        1.0        1.0 
    8    no  4076943.2       37.8        0.0       96.2      1.000        1.0        1.0 
    9    no  4079573.8       82.2        0.0      138.2      1.000        1.0        1.0 
   10    no  4080358.0       11.6        0.0      150.8      1.000        1.0        1.0 
   11    no  4080705.8      117.8        0.0      156.4      1.000        1.0        1.0 
   12    no  4081367.8       17.6        0.0      167.1      1.000        1.0        1.0 
   13    no  4082387.2       49.3        0.0      183.5      1.000        1.0        1.0 
   14    no  4083468.8       29.7        0.0      200.9      1.000        1.0        1.0 
   15    no  4085042.1       26.9        0.0      226.3      1.000        1.0        1.0 
   16    no  4085434.1       17.8        0.0      232.6      1.000        1.0        1.0 
   17    no  4086520.5      112.9        0.0      250.1      1.000        1.0        1.0 
   18    no  4087284.8        8.6        0.0      262.4      1.000        1.0        1.0 
   19    no  4088726.4       13.5        0.0      285.5      1.000        1.0        1.0 
   20    no  4089137.9       20.8        0.0      292.1      1.000        1.0        1.0 
   21    no       21.3        1.4      276.6      327.2      1.000        1.0        1.0 
   22    no       18.9        3.1       71.7      359.3      1.000        1.0        1.0 
   23    no       47.3        1.0       70.8      363.7      1.000        1.0        1.0 
   24    no       61.5        0.9     1031.4      380.4      1.000        1.0        1.0 
   26    no  4042893.7        6.5        0.0      364.0      1.000        1.0        1.0 
   27    no  4043394.8       11.8        0.0      358.7      1.000        1.0        1.0 
   28    no  4044417.9        6.7        0.0      347.7      1.000        1.0        1.0 
   29    no  4045965.4        4.2        0.0      330.6      1.000        1.0        1.0 
   30    no  4049536.1        1.4        0.0      289.7      1.000        1.0        1.0 
   31    no  4049944.7        0.7        0.0      284.9      1.000        1.0        1.0 
   32    no  4050887.2        2.3        0.0      273.7      1.000        1.0        1.0 
   33    no  4051109.0        0.6        0.0      271.0      1.000        1.0        1.0 
   34    no  4052920.8       21.6        0.0      248.8      1.000        1.0        1.0 
   35    no  4053527.7        0.6        0.0      241.3      1.000        1.0        1.0 
   36    no  4054525.8        2.5        0.0      228.7      1.000        1.0        1.0 
   37    no  4059252.9        1.2        0.0      166.7      1.000        1.0        1.0 
   38    no  4063407.1        4.4        0.0      109.1      1.000        1.0        1.0 
   39    no       67.3       62.7      109.9       95.8      1.000        1.0        1.0 
   40    no       49.8        0.1      295.7       50.2      1.000        1.0        1.0 
   41    no       30.2        0.1      437.9       24.0      1.000        1.0        1.0 
