   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    9    no  5958737.7       18.6        0.0       29.3      1.243     6809.0     8462.0 
   10    no  5958809.4       19.9        0.0       30.0      0.805     8462.0     6809.0 
   11    no  5959676.2       53.4        0.0       38.6      0.381    59312.0    22614.0 
   12    no  5959735.1       48.1        0.0       39.2      2.623    22614.0    59312.0 
   13    no       15.9        0.1       37.0       49.7      0.614    36815.0    22614.0 
   14    no  5961964.6       35.1        0.0       61.5      1.929    18424.0    35543.0 
   15    no  5962056.7       37.1        0.0       62.5      0.518    35543.0    18424.0 
   16    no  5962175.0       20.0        0.0       63.6      0.146     7250.0     1062.0 
   17    no  5962287.8        8.8        0.0       64.8      6.827     1062.0     7250.0 
   18    no  5963826.1        8.6        0.0       80.3      6.423      794.0     5100.0 
   19    no  5963926.3       11.0        0.0       81.3      1.169     5100.0     5963.0 
   20    no       56.3        0.2        6.8       82.1      0.078     5963.0      464.0 
   21    no  5964087.8        8.5        0.0       82.9     12.851      464.0     5963.0 
   22    no       27.4        0.0       20.1       86.8      0.026    37784.0      964.0 
   23    no      100.2        0.2        0.0       89.0     39.195      964.0    37784.0 
   24    no  5965742.5       36.8        0.0       99.7      1.675    14159.0    23717.0 
   25    no  5965828.1       37.3        0.0      100.6      0.597    23717.0    14159.0 
   27    no       20.8        0.0       28.0      126.0      0.175    54176.0     9460.0 
   28    no       12.7        0.3       95.6      140.5      0.021   102020.0     2132.0 
   29    no  5970373.6        7.8        0.0      147.1      3.069     2132.0     6544.0 
   30    no  5970449.4       10.6        0.0      147.9      0.326     6544.0     2132.0 
   31    no       47.8        0.0        1.8      154.2    144.047      977.0   140734.0 
   33    no  5972434.6       14.4        0.0      168.4      0.129    15087.0     1942.0 
   34    no  5972578.9        7.7        0.0      169.9      7.769     1942.0    15087.0 
   35    no       11.1        6.3     1589.9      195.9      0.004  1049829.0     4640.0 
   38    no  5977303.8       12.0        0.0      219.4      0.683     1158.0      791.0 
   39    no  5977402.8       10.5        0.0      220.4      1.464      791.0     1158.0 
   40    no  5977539.0        9.9        0.0      221.8      0.209     3781.0      791.0 
   41    no  5977996.7       11.5        0.0      226.7      0.393     3408.0     1341.0 
   42    no  5978071.0       11.0        0.0      227.5      2.541     1341.0     3408.0 
   43    no  5978160.8        8.5        0.0      228.4      0.588     2280.0     1341.0 
   44    no  5978318.8        7.5        0.0      230.1      1.686      872.0     1470.0 
   45    no  5978413.0        8.0        0.0      231.1      0.593     1470.0      872.0 
   46    no  5978519.6        6.8        0.0      232.2      1.919      766.0     1470.0 
   47    no       67.9        0.7        0.2      240.7      0.688     1114.0      766.0 
   48    no  5980687.6        9.0        0.0      255.2      1.211     1315.0     1593.0 
   49    no  5980815.6       10.8        0.0      256.6      0.773     1593.0     1232.0 
   50    no  5980931.7        9.7        0.0      257.8      1.293     1232.0     1593.0 
   51    no  5981055.0       10.7        0.0      259.1      0.734     1679.0     1232.0 
   52    no       97.5        0.4        3.4      260.7      1.049     1600.0     1679.0 
   53    no  5981366.5       11.4        0.0      262.4      0.638     2205.0     1406.0 
   54    no  5981500.1        9.5        0.0      263.9      1.568     1406.0     2205.0 
   56    no  5982171.9       22.6        0.0      271.0     11.542     2498.0    28833.0 
   57    no  5982534.8       10.0        0.0      274.9      3.118     1035.0     3227.0 
   58    no  5982652.0       11.2        0.0      276.2      0.357     3227.0     1152.0 
   59    no  5982722.3       10.8        0.0      276.9      2.801     1152.0     3227.0 
   60    no       97.2        2.5        7.7      281.5      0.542     1723.0      934.0 
   61    no  5983549.8        9.6        0.0      285.8      0.529      934.0      494.0 
   62    no  5983672.0        7.6        0.0      287.1      1.405      494.0      694.0 
   63    no  5983782.8        7.7        0.0      288.3      0.712      694.0      494.0 
   65    no       10.7        0.7        1.2      293.3      1.209     1136.0     1373.0 
   66    no  5984397.4        8.5        0.0      294.9      1.161     1373.0     1594.0 
   67    no  5984468.6        9.4        0.0      295.7      0.861     1594.0     1373.0 
   69    no  5985208.0       13.0        0.0      303.7      0.354     3691.0     1307.0 
   70    no  5985286.9       10.4        0.0      304.5      2.824     1307.0     3691.0 
   71    no       12.4        0.2        9.1      308.7      3.718     4229.0    15724.0 
   74    no        3.6        0.3        3.8      319.2    122.187      721.0    88097.0 
   76    no       96.6        1.1        4.0      330.6      2.492      453.0     1129.0 
