   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
   10    no  4385640.3        nan        0.0       26.0      4.825     1319.0     6364.0 
   11    no  4385753.6      315.2        0.0       27.5      0.207     6364.0     1319.0 
   12    no  4386406.3     2999.0        0.0       35.9      3.714      510.0     1894.0 
   13    no  4386485.6      322.8        0.0       36.9      0.269     1894.0      510.0 
   14    no  4386965.3       27.6        0.0       43.2      0.426    15332.0     6536.0 
   15    no  4387028.6       29.4        0.0       44.0      2.346     6536.0    15332.0 
   16    no       14.7        5.9      211.4       46.5      3.369     1940.0     6536.0 
   17    no       77.6       14.0       13.6       53.2      0.120    51153.0     6153.0 
   18    no  4388101.7        8.1        0.0       58.0      0.147     6153.0      903.0 
   19    no  4388179.8        7.4        0.0       59.0      0.904      903.0      816.0 
   20    no  4388249.2        6.1        0.0       59.9      1.107      816.0      903.0 
   21    no  4388358.0        7.3        0.0       61.4      0.946     1197.0     1132.0 
   22    no  4388403.2       10.6        0.0       62.0      1.057     1132.0     1197.0 
   23    no       77.4       14.9       33.7       65.4      1.013     1118.0     1132.0 
   24    no       77.3        4.3        5.6       69.4      0.168     6470.0     1088.0 
   25    no       61.4        3.8       33.9       73.0      1.323     1088.0     1439.0 
   26    no       60.0        3.7        2.8       76.2      0.756     1439.0     1088.0 
   27    no       77.0        2.4       20.4       82.1      1.656      869.0     1439.0 
   28    no       76.7        1.8       26.4       97.9      0.035   373061.0    12998.0 
   30    no       76.5        3.3        7.8      103.6      1.942     6694.0    12998.0 
   31    no  4391888.5        1.2        0.0      108.4      0.923      810.0      748.0 
   32    no  4391959.3        1.8        0.0      109.3      1.083      748.0      810.0 
   33    no       76.1        7.6        0.0      123.1      0.040   120233.0     4796.0 
   34    no  4393058.3        2.3        0.0      124.2     25.069     4796.0   120233.0 
   35    no       48.0        0.0       24.6      133.8      0.031    36658.0     1135.0 
   36    no       75.8        0.2        9.9      140.5      2.304     1135.0     2615.0 
   37    no  4394437.8        4.1        0.0      143.0      2.346     2615.0     6134.0 
   38    no  4394546.1        8.7        0.0      144.5      0.440     6134.0     2698.0 
   39    no  4394620.2       10.7        0.0      145.5      2.274     2698.0     6134.0 
   40    no  4394834.4        2.9        0.0      148.5      2.843     2590.0     7363.0 
   41    no  4394894.5        1.8        0.0      149.3      0.352     7363.0     2590.0 
   42    no  4395135.5        2.7        0.0      152.6      8.012      919.0     7363.0 
   43    no       75.3       10.2        0.0      166.5      2.637     5103.0    13458.0 
   44    no       21.1        0.9        2.8      171.2      0.379    13458.0     5103.0 
