   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  4286228.5       21.9        0.0       35.8      1.000        1.0        1.0 
    1    no  4288668.8       32.7        0.0        0.0      1.000        1.0        1.0 
    2    no  4289655.1       13.7        0.0       14.6      1.000        1.0        1.0 
    3    no  4291809.8       41.9        0.0       46.7      1.000        1.0        1.0 
    4    no  4294719.3       13.2        0.0       90.5      1.000        1.0        1.0 
    5    no  4295584.9       13.1        0.0      103.7      1.000        1.0        1.0 
    6    no  4297306.6       41.0        0.0      129.9      1.000        1.0        1.0 
    7    no  4297939.2       32.7        0.0      139.5      1.000        1.0        1.0 
    8    no  4299635.2       23.9        0.0      165.5      1.000        1.0        1.0 
    9    no  4299839.3       44.8        0.0      168.6      1.000        1.0        1.0 
   10    no  4300100.8      440.7        0.0      172.6      1.000        1.0        1.0 
   11    no  4300649.5      127.1        0.0      181.1      1.000        1.0        1.0 
   12    no  4303989.2       10.2        0.0      232.4      1.000        1.0        1.0 
   13    no       24.1        0.1       15.5      239.0      1.000        1.0        1.0 
   14    no  4304956.5       13.8        0.0      247.3      1.000        1.0        1.0 
   16    no       65.8        2.6        0.9      290.0      1.000        1.0        1.0 
   17    no  4308122.0       24.6        0.0      295.9      1.000        1.0        1.0 
   18    no       11.9        0.4       43.9      303.2      1.000        1.0        1.0 
   19    no       24.6        0.6      738.0      313.0      1.000        1.0        1.0 
   22    no  4255237.3       13.4        0.0      433.6      1.000        1.0        1.0 
   23    no  4256253.7        8.6        0.0      422.5      1.000        1.0        1.0 
   24    no  4257496.3        3.4        0.0      408.6      1.000        1.0        1.0 
   25    no  4257898.2       40.6        0.0      404.1      1.000        1.0        1.0 
   26    no  4258520.4        3.4        0.0      397.1      1.000        1.0        1.0 
   27    no  4259361.9        3.7        0.0      387.5      1.000        1.0        1.0 
   28    no  4260333.0        3.0        0.0      376.4      1.000        1.0        1.0 
   29    no  4260984.5        5.6        0.0      368.8      1.000        1.0        1.0 
   30    no  4261275.4        2.4        0.0      365.4      1.000        1.0        1.0 
   31    no  4261492.0        2.3        0.0      362.8      1.000        1.0        1.0 
   32    no  4262612.4        0.9        0.0      349.7      1.000        1.0        1.0 
   33    no  4263356.1        2.1        0.0      340.8      1.000        1.0        1.0 
   34    no  4264339.9        3.3        0.0      329.0      1.000        1.0        1.0 
   35    no  4266286.4      308.0        0.0      305.2      1.000        1.0        1.0 
   36    no  4266527.1        6.3        0.0      302.3      1.000        1.0        1.0 
   37    no  4267519.1        8.5        0.0      289.9      1.000        1.0        1.0 
   38    no  4269942.6        3.5        0.0      259.3      1.000        1.0        1.0 
   39    no  4270329.0        3.1        0.0      254.3      1.000        1.0        1.0 
   40    no       51.4        2.2        0.8      249.1      1.000        1.0        1.0 
   41    no  4272168.9       79.7        0.0      230.5      1.000        1.0        1.0 
   42    no  4272874.5        7.6        0.0      221.3      1.000        1.0        1.0 
   43    no  4273357.4       19.0        0.0      214.9      1.000        1.0        1.0 
   44    no  4274024.6        6.3        0.0      206.1      1.000        1.0        1.0 
   45    no  4275159.6       25.3        0.0      190.9      1.000        1.0        1.0 
   46    no       59.1        0.1      128.1      168.7      1.000        1.0        1.0 
   47    no       70.2    16006.5    10561.7      161.7      1.000        1.0        1.0 
   48    no       56.0        9.5    18341.1      158.8      1.000        1.0        1.0 
   49    no       42.5        0.1      169.0      147.9      1.000        1.0        1.0 
   50    no       43.0        0.0       22.2      137.7      1.000        1.0        1.0 
   51    no       23.8        0.1      198.5      116.7      1.000        1.0        1.0 
   52    no       19.4        0.0      220.4      109.7      1.000        1.0        1.0 
   53    no       17.0        0.0      113.7      104.8      1.000        1.0        1.0 
   54    no       10.3        0.8      969.0       95.9      1.000        1.0        1.0 
   57    no  4286228.5       21.9        0.0       35.8      1.000        1.0        1.0 
   60    no  4288668.8       32.7        0.0        0.0      1.000        1.0        1.0 
   61    no  4289655.1       13.7        0.0       14.6      1.000        1.0        1.0 
   62    no  4291809.8       41.9        0.0       46.7      1.000        1.0        1.0 
   63    no  4294719.3       13.2        0.0       90.5      1.000        1.0        1.0 
   64    no  4295584.9       13.1        0.0      103.7      1.000        1.0        1.0 
   66    no  4297306.6       41.0        0.0      129.9      1.000        1.0        1.0 
   67    no  4297939.2       32.7        0.0      139.5      1.000        1.0        1.0 
   68    no  4299635.2       23.9        0.0      165.5      1.000        1.0        1.0 
   69    no  4299839.3       44.8        0.0      168.6      1.000        1.0        1.0 
   70    no  4300100.8      440.7        0.0      172.6      1.000        1.0        1.0 
   71    no  4300649.5      127.1        0.0      181.1      1.000        1.0        1.0 
   72    no  4303989.2       10.2        0.0      232.4      1.000        1.0        1.0 
   73    no  4304956.5       13.8        0.0      247.3      1.000        1.0        1.0 
   74    no       16.0        0.2      300.0      281.4      1.000        1.0        1.0 
   75    no  4308122.0       24.6        0.0      295.9      1.000        1.0        1.0 
   77    no       71.9      503.4   213961.2      452.0      1.000        1.0        1.0 
   78    no       77.6     3306.9        0.0      448.4      1.000        1.0        1.0 
   79    no  4255237.3       13.4        0.0      433.6      1.000        1.0        1.0 
   80    no       18.2        9.1       71.5      427.5      1.000        1.0        1.0 
   81    no  4256253.7        8.6        0.0      422.5      1.000        1.0        1.0 
   82    no  4257496.3        3.4        0.0      408.6      1.000        1.0        1.0 
   83    no  4257898.2       40.6        0.0      404.1      1.000        1.0        1.0 
   84    no  4258520.4        3.4        0.0      397.1      1.000        1.0        1.0 
   85    no  4259361.9        3.7        0.0      387.5      1.000        1.0        1.0 
   86    no  4260333.0        3.0        0.0      376.4      1.000        1.0        1.0 
   87    no  4260984.5        5.6        0.0      368.8      1.000        1.0        1.0 
   88    no  4261275.4        2.4        0.0      365.4      1.000        1.0        1.0 
   89    no  4261492.0        2.3        0.0      362.8      1.000        1.0        1.0 
   90    no  4262612.4        0.9        0.0      349.7      1.000        1.0        1.0 
   91    no  4263356.1        2.1        0.0      340.8      1.000        1.0        1.0 
   92    no       74.0        2.6       24.1      331.8      1.000        1.0        1.0 
   93    no  4264339.9        3.3        0.0      329.0      1.000        1.0        1.0 
   94    no  4266286.4      308.0        0.0      305.2      1.000        1.0        1.0 
   95    no  4266527.1        6.3        0.0      302.3      1.000        1.0        1.0 
   96    no  4267519.1        8.5        0.0      289.9      1.000        1.0        1.0 
   97    no       72.5        1.2        2.9      270.5      1.000        1.0        1.0 
   98    no  4269942.6        3.5        0.0      259.3      1.000        1.0        1.0 
   99    no  4270329.0        3.1        0.0      254.3      1.000        1.0        1.0 
  100    no       71.8        0.7       12.0      240.0      1.000        1.0        1.0 
  101    no  4272168.9       79.7        0.0      230.5      1.000        1.0        1.0 
  102    no  4272874.5        7.6        0.0      221.3      1.000        1.0        1.0 
  103    no  4273357.4       19.0        0.0      214.9      1.000        1.0        1.0 
  104    no  4274024.6        6.3        0.0      206.1      1.000        1.0        1.0 
  105    no  4275159.6       25.3        0.0      190.9      1.000        1.0        1.0 
