 # ID       Xpix           Wavelength          Intens       Line 
   11        0.0        5717.17072861         63457.0        ThI 
   13        0.0        5718.41139767           610.0          ? 
   14        0.0        5718.53258225          2089.0          ? 
   15        0.0        5718.61695168          2390.0          ? 
   16       95.9        5718.86014861          2885.0          ? 
   18        0.0        5720.95163904          1297.0          ? 
   19        0.0        5721.04764035          1683.0          ? 
   20      158.8        5721.42380071         18583.0        ThI 
   21        0.0        5721.72153505           836.0          ? 
   22        0.0        5721.79592615          5953.0          ? 
   23      195.0        5722.95326150          1363.0          ? 
   24      209.3        5723.53234756          3746.0          ? 
   25        0.0        5724.23704402         73542.0        ThI 
   26        0.0        5724.38096051          7813.0          ? 
   27      232.6        5724.46358141        135804.0        ThI 
   29      253.7        5725.38803306        575524.0        ThI 
   30      257.5        5725.58192818         25967.0       ThII 
   32        0.0        5726.90977591           846.0          ? 
   33      292.4        5727.01265438          9382.0        ThI 
   35        0.0        5727.82826215          3031.0          ? 
   36      344.1        5729.11445102          1963.0          ? 
   37      364.4        5729.98270570         18243.0        ThI 
   38        0.0        5730.79911625          1967.0          ? 
   39        0.0        5730.87564478          1035.0          ? 
   40        0.0        5731.27636756           965.0          ? 
   41        0.0        5731.34518614           493.0          ? 
   42        0.0        5731.47057159           848.0          ? 
   44      416.8        5732.04128489           774.0          ? 
   45        0.0        5732.21440357          1086.0          ? 
   46        0.0        5732.32036721          1792.0          ? 
   47        0.0        5732.97525098         57975.0       ThII 
   48      437.9        5733.09847501         44489.0        ThI 
   49        0.0        5733.17096062          4416.0          ? 
   50        0.0        5733.38292790          1493.0          ? 
   51        0.0        5733.45271723           648.0          ? 
   52      455.6        5733.64460188           674.0          ? 
   53      459.0        5733.88649316          6698.0        ThI 
   54        0.0        5733.95165972           426.0          ? 
   55      465.8        5734.16488667          6072.0          ? 
   56      493.0        5735.30148054          1466.0          ? 
   58      517.1        5736.30876202          2570.0          ? 
   59      546.5        5737.39851742           807.0          ? 
   60      556.8        5737.89483961          7332.0          ? 
   61        0.0        5738.30434104         21041.0       NoID 
   62        0.0        5738.38979517         59556.0        ArI 
   63      577.6        5738.81975112           868.0          ? 
   70        0.0        5743.06185499          3210.0          ? 
   71        0.0        5743.15893101           728.0          ? 
   72        0.0        5743.27923982          4768.0       ArII 
   73      698.3        5743.58607071          1481.0          ? 
   74      722.2        5744.68837574           838.0          ? 
   75      737.3        5745.23008778           776.0          ? 
   77      769.7        5746.47145059          1376.0          ? 
   79      789.2        5747.38520307         22680.0        ThI 
   80        0.0        5747.52155059          1067.0          ? 
   83      837.5        5749.22816289          4163.0        ThI 
   85        0.0        5749.74949338         10776.0          ? 
   88      892.8        5751.43356871          2875.0        ThI 
   89        0.0        5751.59091761          2758.0          ? 
   90        0.0        5751.63091090          1847.0          ? 
   91      904.5        5751.90840464          1042.0          ? 
   93      930.0        5752.83859172          5794.0          ? 
   95      945.8        5753.54698914           770.0          ? 
   96        0.0        5754.44122583           557.0          ? 
   97        0.0        5754.55283896          3646.0       ThII 
   98        0.0        5754.73540311          5454.0          ? 
   99        0.0        5754.84176064          2448.0          ? 
  101        0.0        5755.63388266           433.0          ? 
  102        0.0        5755.71703541          3147.0          ? 
  103     1027.7        5756.90190831          2058.0          ? 
  105        0.0        5757.32645370           577.0          ? 
  106        0.0        5757.45563013           544.0          ? 
  107        0.0        5757.55811470           794.0          ? 
  108        0.0        5757.65495379          2724.0          ? 
  109        0.0        5758.46842408          1228.0          ? 
  110        0.0        5758.55392120           408.0          ? 
  111        0.0        5758.84534421          3214.0          ? 
  112        0.0        5758.92302542          4481.0          ? 
  113     1087.6        5759.18797152          1619.0          ? 
  114        0.0        5761.67868894           832.0          ? 
  115        0.0        5761.77129516          4637.0          ? 
  116        0.0        5762.08510617          1044.0          ? 
  117        0.0        5762.16409503          1444.0          ? 
  118     1172.1        5762.59568852           627.0          ? 
