   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    6    no  4318294.0        nan        0.0        nan     16.000     4748.0    75970.0 
    7    no       77.9    37982.6    15802.2       15.2      0.028    75970.0     2111.0 
    8    no  4318524.3     2196.8        0.0       16.6     35.988     2111.0    75970.0 
    9    no  4319098.1      187.4        0.0       24.1      0.410     3626.0     1487.0 
   10    no  4319192.9      178.5        0.0       25.3      2.438     1487.0     3626.0 
   11    no       77.5       41.1        0.0       33.3     24.075     2518.0    60621.0 
   12    no       28.4       16.0       56.4       37.5      0.020    60621.0     1230.0 
   13    no  4320352.7       22.4        0.0       40.4      1.811     1230.0     2227.0 
   14    no  4320450.9       24.4        0.0       41.7      0.552     2227.0     1230.0 
   15    no       59.4       43.8       63.6       45.5      0.211    10577.0     2227.0 
   16    no  4321097.2        8.6        0.0       50.2      0.219     1851.0      406.0 
   17    no       24.8        1.2       43.0       51.9      4.559      406.0     1851.0 
   18    no       77.0        6.6       17.2       54.6      0.173     2342.0      406.0 
   19    no       76.9        6.8       16.0       58.5      1.344     1742.0     2342.0 
   20    no       76.6        7.7       22.0       69.8      0.861     1576.0     1357.0 
   21    no       76.6        3.0       12.9       72.0      1.161     1357.0     1576.0 
   22    no       29.2        2.5       17.0       76.1      2.551      532.0     1357.0 
   23    no  4323571.5        3.4        0.0       83.1      0.951     1657.0     1576.0 
   24    no  4323635.0        3.0        0.0       84.0      1.051     1576.0     1657.0 
   25    no       76.0        1.7        3.6       94.9      3.164      896.0     2835.0 
   26    no  4324899.8       19.4        0.0      101.1      0.210     2835.0      594.0 
   27    no  4324963.4        5.7        0.0      102.0      2.978      594.0     1769.0 
   28    no  4325020.2        1.1        0.0      102.7      0.336     1769.0      594.0 
   29    no       75.8       20.4       23.1      106.2      0.045    39475.0     1769.0 
   30    no  4325761.8        3.3        0.0      112.9      1.178    12504.0    14733.0 
   31    no       63.5        0.3        8.3      114.2      0.053    14733.0      780.0 
   32    no  4325924.4        2.1        0.0      115.1     18.888      780.0    14733.0 
   33    no  4326521.1        2.5        0.0      123.3      0.265     1633.0      432.0 
   34    no  4326582.7        4.3        0.0      124.1      3.780      432.0     1633.0 
   35    no  4326683.9       15.7        0.0      125.5      0.276     1563.0      432.0 
   36    no  4327230.0        3.2        0.0      133.1      0.192    11422.0     2193.0 
   37    no  4327337.2        8.9        0.0      134.5      5.208     2193.0    11422.0 
   38    no       68.2        0.7       10.6      139.8      0.134    12337.0     1649.0 
   39    no  4327982.9        2.0        0.0      143.5      0.346     1649.0      570.0 
   40    no  4328052.4        1.9        0.0      144.5      2.893      570.0     1649.0 
   41    no  4328139.8        2.0        0.0      145.7      1.096      512.0      561.0 
   42    no  4328222.6        2.5        0.0      146.8      0.934      561.0      524.0 
   43    no  4328284.9        3.6        0.0      147.7      1.071      524.0      561.0 
   44    no       74.7        1.0      621.5      153.4     86.594     3252.0   281603.0 
   45    no       74.3        3.9        0.0      156.5      0.006   281603.0     1789.0 
   46    no       39.1        0.1       44.6      159.2      0.957     1789.0     1712.0 
   47    no       30.2        0.0       10.4      160.8      1.045     1712.0     1789.0 
   48    no  4329438.1        2.8        0.0      163.9      0.367    19633.0     7208.0 
   49    no  4329491.5        2.4        0.0      164.6      2.724     7208.0    19633.0 
   50    no       44.8        0.6       14.6      170.5     15.940      433.0     6902.0 
   51    no  4330212.1        9.2        0.0      174.8      0.252     6902.0     1742.0 
   52    no  4330268.2        3.0        0.0      175.6      3.962     1742.0     6902.0 
   53    no       74.2       83.2      120.3      177.6      0.097    17954.0     1742.0 
   54    no  4330567.1       57.1        0.0      179.8      4.257     1076.0     4581.0 
   55    no       72.4        2.5       36.3      181.4      0.235     4581.0     1076.0 
   56    no       74.1     4470.7     2251.0      183.7      0.051    90260.0     4581.0 
   57    no       73.9      176.3       94.1      194.2    165.935     1345.0   223182.0 
   58    no       72.0      297.4        1.1      200.6      0.080   223182.0    17834.0 
   59    no       73.7        2.0        9.1      205.1     12.514    17834.0   223182.0 
   60    no       73.4      344.6     2127.7      218.7      1.031     2855.0     2944.0 
   61    no       73.2        0.5        4.9      228.1      0.970     2944.0     2855.0 
   62    no       64.5        0.3        3.1      239.9      1.556      486.0      756.0 
   63    no       23.4       61.0        5.1      242.6      0.643      756.0      486.0 
   64    no       72.6        0.1        0.0      258.1      9.514      830.0     7897.0 
   65    no  4336988.3      100.6        0.0      272.8     17.739     7897.0   140086.0 
   66    no       72.4      153.1      617.1      274.0      0.056   140086.0     7897.0 
   67    no       72.4      139.6      565.9      277.1      0.297   471330.0   140086.0 
   68    no       72.3        0.2        1.1      282.4      0.292     1474.0      430.0 
   69    no  4337866.9        2.4        0.0      285.8      1.379      430.0      593.0 
   70    no  4337969.9       20.3        0.0      287.4      0.725      593.0      430.0 
   71    no  4338107.7       15.8        0.0      289.4      0.146    51397.0     7527.0 
   72    no       72.1        0.2        2.9      291.2      6.828     7527.0    51397.0 
   73    no       72.0        0.2        0.3      295.8      1.676      432.0      724.0 
   74    no       72.0        0.0        5.9      299.7      1.351      724.0      978.0 
   75    no  4339013.6        2.5        0.0      302.9      0.740      978.0      724.0 
   76    no  4339375.0        3.9        0.0      308.3      0.473     4207.0     1990.0 
   77    no  4339450.0        2.9        0.0      309.5      2.114     1990.0     4207.0 
   78    no  4339781.8        7.0        0.0      314.4      9.510     1164.0    11070.0 
   79    no  4339871.8        4.9        0.0      315.8      0.117    11070.0     1292.0 
   80    no  4339928.6        3.2        0.0      316.7      8.568     1292.0    11070.0 
   81    no       56.8        0.8      181.3      331.2      0.008    85493.0      713.0 
   82    no       71.4        0.0       55.9      337.8    119.906      713.0    85493.0 
   83    no       71.2        5.8       20.0      348.7     73.882     3303.0   244032.0 
   84    no       42.3        0.4      496.5      354.7      0.029   244032.0     7035.0 
   85    no       70.9        3.5        2.7      358.2     34.688     7035.0   244032.0 
   86    no       71.0        0.1        8.9      362.8      0.926     1782.0     1650.0 
   87    no       19.6        0.1        9.2      366.9     12.828     1650.0    21166.0 
   88    no       31.4        0.1       38.6      369.0      0.078    21166.0     1650.0 
   89    no  4343603.6        8.9        0.0      372.4      0.198     3895.0      772.0 
   90    no  4343676.7        5.2        0.0      373.5      1.093      772.0      844.0 
   91    no  4343746.5        3.0        0.0      374.6      0.915      844.0      772.0 
   92    no       28.3        0.0      124.1      377.7      0.025    33874.0      844.0 
   93    no       25.9        0.2      430.0      383.5      0.413    82031.0    33874.0 
   94    no  4345635.8        8.1        0.0      403.6      0.555     9306.0     5167.0 
   95    no  4345702.2        7.2        0.0      404.7      1.801     5167.0     9306.0 
   96    no  4345851.3       25.4        0.0      407.0      0.505    23819.0    12026.0 
   97    no  4345895.7       24.3        0.0      407.7      1.981    12026.0    23819.0 
   98    no  4347195.0        7.0        0.0      427.8      1.375     1391.0     1913.0 
   99    no  4347246.5        6.9        0.0      428.6      0.727     1913.0     1391.0 
  102    no  4349343.9        4.3        0.0      461.3      1.641     1983.0     3255.0 
  103    no  4349427.3        4.7        0.0      462.6      0.609     3255.0     1983.0 
  106    no       19.8        0.0       10.6      477.8      7.494     2036.0    15258.0 
  107    no       69.3        0.4       25.9      487.6      0.765     2661.0     2036.0 
  109    no  4352681.4       24.6        0.0      513.8     14.563     4050.0    58979.0 
  111    no  4353206.8        3.6        0.0      522.2      1.981     2465.0     4883.0 
  112    no  4353314.6       11.6        0.0      523.9      0.832     4883.0     4064.0 
  113    no  4353391.0       71.7        0.0      525.1     52.718     4064.0   214246.0 
  118    no       18.6        0.7       28.6      559.0      1.203    11436.0    13753.0 
  121    no       68.3        0.1        7.0      586.4      7.814     2384.0    18628.0 
  123    no  4357772.1        3.8        0.0      594.7      2.892      837.0     2421.0 
  124    no  4357853.1        3.5        0.0      596.0      0.346     2421.0      837.0 
  125    no       68.1        0.0        2.0      598.0      1.967     1387.0     2728.0 
  126    no        2.9        0.9        1.4      599.6      0.508     2728.0     1387.0 
  128    no  4359285.6       12.1        0.0      618.9     48.858     1343.0    65616.0 
  130    no       67.9        0.0        6.9      623.2     24.356     2694.0    65616.0 
  132    no       16.8        1.3        1.1      636.2     42.353      476.0    20160.0 
  133    no  4360684.3        5.7        0.0      641.2      3.709     1244.0     4614.0 
  134    no  4360718.3        5.5        0.0      641.7      0.270     4614.0     1244.0 
  135    no  4361307.1       10.0        0.0      651.1      0.129     9485.0     1228.0 
  136    no  4361355.7        8.0        0.0      651.9      7.724     1228.0     9485.0 
  137    no  4361593.5        3.3        0.0      655.7      1.128      759.0      856.0 
  138    no  4361681.9        4.0        0.0      657.1      0.887      856.0      759.0 
  139    no       64.3        1.1        0.5      658.9      0.589     1454.0      856.0 
  142    no  4362557.9        5.6        0.0      671.1     25.129      618.0    15530.0 
  143    no  4362721.4        3.8        0.0      673.7      2.358     2000.0     4716.0 
  144    no  4362789.7        4.6        0.0      674.8      0.424     4716.0     2000.0 
  145    no       67.5        0.1        1.2      680.2      2.990      837.0     2503.0 
  146    no  4363430.6        4.9        0.0      685.0      0.451     2503.0     1130.0 
  147    no  4363499.6        4.4        0.0      686.1      2.215     1130.0     2503.0 
  149    no  4364016.0        6.2        0.0      694.4      2.294     2102.0     4823.0 
  150    no  4364040.9        5.8        0.0      694.8      0.436     4823.0     2102.0 
  151    no  4364383.0        2.9        0.0      700.2      3.466      640.0     2218.0 
  152    no  4364462.8        4.2        0.0      701.5      1.088     2218.0     2413.0 
  153    no  4364508.4        4.0        0.0      702.2      0.919     2413.0     2218.0 
  154    no  4364943.4        3.1        0.0      709.2      6.022      541.0     3258.0 
  155    no  4365020.0        3.1        0.0      710.4      0.166     3258.0      541.0 
  157    no       67.2        0.0        6.8      728.0     60.126     4054.0   243751.0 
  158    no       67.1        2.0       14.9      738.9      1.107      947.0     1048.0 
  159    no  4367190.0        7.1        0.0      744.9     21.714     1048.0    22756.0 
  160    no       61.4        0.3       37.3      746.4      0.046    22756.0     1048.0 
  161    no       13.5        0.0       36.0      748.5      0.942    24146.0    22756.0 
  162    no  4368270.8        1.9        0.0      762.0      3.986      277.0     1104.0 
  163    no  4368353.2        2.5        0.0      763.4      0.251     1104.0      277.0 
  164    no       66.9        0.0        8.4      773.5      4.957     2750.0    13631.0 
  165    no  4369282.8       15.5        0.0      778.1      0.561    13631.0     7642.0 
  166    no  4369308.5       15.1        0.0      778.5      1.784     7642.0    13631.0 
  167    no  4369407.4       11.3        0.0      780.0     18.145     1726.0    31319.0 
  168    no  4369494.7       16.1        0.0      781.4      0.205    31319.0     6422.0 
  169    no  4369558.8       13.1        0.0      782.4      0.871     6422.0     5591.0 
  170    no  4369605.0        9.1        0.0      783.2      1.149     5591.0     6422.0 
  172    no       16.2        0.2        3.0      795.4     66.168     3254.0   215312.0 
  173    no       66.8     1353.6       25.0      807.3      0.432     7538.0     3254.0 
  175    no  4372171.3        4.3        0.0      823.5     20.357      336.0     6840.0 
  176    no       15.2        0.4       66.6      828.5      0.015    17722.0      271.0 
  177    no  4372576.5       15.8        0.0      829.8      5.823      271.0     1578.0 
  178    no  4372648.8        4.3        0.0      831.0      0.172     1578.0      271.0 
  179    no  4372959.4        6.9        0.0      835.8     30.745      478.0    14696.0 
  180    no       13.1        0.2       16.3      837.1      0.033    14696.0      478.0 
  181    no  4373142.3        6.5        0.0      838.7      0.690     4857.0     3352.0 
  182    no  4373208.0        4.5        0.0      839.7      1.449     3352.0     4857.0 
  183    no  4373471.3        3.9        0.0      843.8      1.807      610.0     1102.0 
  184    no  4373522.7        6.7        0.0      844.6      0.554     1102.0      610.0 
  185    no       66.6      713.9      850.6      852.2      0.023    48162.0     1102.0 
  186    no  4374711.1       21.5        0.0      863.1     14.711     4991.0    73421.0 
  187    no       60.3        0.1      257.8      864.2      0.068    73421.0     4991.0 
  188    no  4374859.5       83.6        0.0      865.4      1.138    64521.0    73421.0 
  189    no  4375030.0        8.9        0.0      868.0      1.617     3943.0     6377.0 
  190    no  4375083.4        5.7        0.0      868.9      0.618     6377.0     3943.0 
  191    no       66.6        8.4       13.2      873.8      7.637      835.0     6377.0 
  192    no  4376260.2        5.2        0.0      887.0      0.514     4135.0     2127.0 
  193    no  4376353.7        4.5        0.0      888.5      0.161     2127.0      343.0 
  194    no  4376429.7        4.2        0.0      889.6      6.201      343.0     2127.0 
  195    no       56.3        0.4       47.4      891.2      0.018    18925.0      343.0 
  196    no       66.5        2.7       17.4      899.8      6.135      364.0     2233.0 
  197    no  4377317.4        6.2        0.0      903.2      0.159     2233.0      355.0 
  198    no  4377402.1        nan        0.0      904.5      6.290      355.0     2233.0 
  199    no  4377491.1        nan        0.0        nan     16.857      708.0    11935.0 
