   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
   10    no  4600682.6       86.1        0.0       24.1      2.042      331.0      676.0 
   11    no  4600782.7      155.4        0.0       25.3     11.167      676.0     7549.0 
   12    no       79.7      127.4      136.7       26.5      0.090     7549.0      676.0 
   13    no  4600970.7       95.9        0.0       27.7      8.482      890.0     7549.0 
   14    no       74.6       28.3      368.1       29.4      0.982      906.0      890.0 
   15    no  4601941.2       10.9        0.0       40.0      0.421     2120.0      892.0 
   16    no  4602043.4       13.5        0.0       41.3      2.377      892.0     2120.0 
   17    no       12.2        4.4       52.6       46.1      0.360     2479.0      892.0 
   18    no       79.3       99.9      256.1       52.0      7.759    12576.0    97576.0 
   19    no       79.3      170.4      149.9       55.3      0.045    97576.0     4401.0 
   20    no       44.9        1.0       80.6       58.1     22.171     4401.0    97576.0 
   21    no  4603879.5        2.9        0.0       64.7      2.119      628.0     1331.0 
   22    no  4603929.6        3.3        0.0       65.3      0.472     1331.0      628.0 
   23    no       78.9        2.1       10.3       74.6      0.763     1744.0     1331.0 
   24    no       78.8        3.3        0.0       84.6      2.830     1026.0     2904.0 
   25    no       78.7        1.6        3.3       89.7      0.353     2904.0     1026.0 
   26    no       78.4       13.1       28.3      109.9      0.330    18024.0     5948.0 
   27    no       78.3        6.7        2.7      113.6      1.004     5948.0     5974.0 
   28    no  4607835.1       42.6        0.0      115.9     15.038     5974.0    89836.0 
   29    no       78.3       24.4      188.3      117.2      0.066    89836.0     5974.0 
   30    no  4608531.5       47.3        0.0      125.0     73.630     1056.0    77753.0 
   31    no       78.1        6.2      186.9      126.2      0.014    77753.0     1056.0 
   32    no       77.8        0.6       20.8      145.4      0.237     7179.0     1704.0 
   33    no  4610456.8        7.4        0.0      150.4      1.259     1704.0     2146.0 
   34    no  4610535.5       13.2        0.0      151.4      0.794     2146.0     1704.0 
   35    no  4610626.3        7.7        0.0      152.7      0.158    19848.0     3127.0 
   36    no  4610651.4        6.6        0.0      153.0      6.347     3127.0    19848.0 
   37    no       75.7        0.1      142.6      160.9      0.258    24059.0     6208.0 
   38    no  4611758.6       29.3        0.0      167.7      3.607     6208.0    22391.0 
   39    no       72.6        0.2      167.3      169.0      0.041    22391.0      920.0 
   40    no  4611938.0        3.3        0.0      170.1     24.338      920.0    22391.0 
   41    no       65.4        0.0       97.1      178.2      0.037    25106.0      920.0 
   42    no       58.9        0.3      265.1      192.4      0.021   106359.0     2209.0 
   43    no  4613692.2        5.9        0.0      193.6     48.148     2209.0   106359.0 
   44    no  4613782.9        4.6        0.0      194.8      2.633      839.0     2209.0 
   45    no  4613874.7        6.0        0.0      196.1      0.644     1302.0      839.0 
   46    no  4613978.1        8.1        0.0      197.4      0.719     1811.0     1302.0 
   47    no  4614112.4        8.8        0.0      199.3      0.461     4726.0     2180.0 
   48    no  4614165.9        6.2        0.0      200.0      2.168     2180.0     4726.0 
   49    no       49.0        0.9      168.1      211.6      1.701    60458.0   102837.0 
   50    no       47.8        0.4      279.2      215.8      0.010   102837.0     1075.0 
   51    no       76.8        0.5        0.0      217.4     95.662     1075.0   102837.0 
   52    no  4615627.7        4.3        0.0      219.8      1.821     1696.0     3089.0 
   53    no  4615669.3        3.8        0.0      220.3      0.549     3089.0     1696.0 
   54    no       42.4        0.1       14.1      223.2      0.469     6590.0     3089.0 
   55    no       44.2        0.0       23.4      231.0      0.703     9377.0     6590.0 
   57    no       35.6        0.0        6.1      250.9      0.240     3264.0      784.0 
   58    no  4618259.2        2.5        0.0      255.7      1.515      784.0     1188.0 
