 # ID       Xpix           Wavelength          Intens       Line 
    9      119.3        5551.37116364         41469.0       ThII 
   20      221.5        5555.53111505         32873.0        ThI 
   22      236.7        5556.14839111         17112.0       ThII 
   23      258.8        5557.04535142        511857.0        ThI 
   25      280.6        5557.92136833         13918.0        ThI 
   26      310.9        5559.14268597          3994.0          ? 
   27      323.8        5559.66969014        124390.0        ArI 
   28      329.4        5559.89097201        414492.0        ThI 
   39      436.9        5564.20134516         29263.0       ThII 
   49      532.5        5568.00343010         62222.0          ? 
   58      635.8        5572.09364600         10967.0        ThI 
   69      740.4        5576.20410546        299399.0        ThI 
   75      821.0        5579.35746769        625372.0        ThI 
   76      839.5        5580.07703237         77166.0        ThI 
   78      847.6        5580.39248906          8574.0        ThI 
   79      857.0        5580.75498318         35707.0        ThI 
   86      898.5        5582.36688536         30174.0        ThI 
   89      911.4        5582.86675876         36556.0        ThI 
   91      934.5        5583.76240438         40841.0       ThII 
   96      988.4        5585.85200488          8770.0        ThI 
  110     1112.0        5590.59279174          2816.0          ? 
  113     1182.1        5593.26884146          6628.0       ThII 
  115     1191.1        5593.61238963        122461.0       NoID 
  120     1229.2        5595.06431753        730958.0        ThI 
  121     1243.4        5595.61039656          6656.0       ThII 
  125     1275.8        5596.83722963          4402.0          ? 
  126     1292.8        5597.47666971        117155.0        ArI 
  129     1350.6        5599.65492445         88290.0        ThI 
  131     1372.0        5600.46691340         33906.0          ? 
  132     1389.6        5601.12178534         73743.0        ArI 
  134     1402.1        5601.60299071        746151.0        ThI 
  135     1429.3        5602.62742887         15341.0        ThI 
  136     1459.6        5603.76127577          5047.0          ? 
  139     1479.7        5604.51509026        217484.0       ThII 
  140     1529.8        5606.38598014        123196.0        ThI 
  145     1593.5        5608.76460028          5329.0          ? 
  151     1645.1        5610.68046211        296849.0        ThI 
  153     1682.6        5612.06756929        356552.0        ThI 
  155        0.0        5612.61648955         26499.0        ThI 
  165     1808.1        5616.69107825         10609.0        ThI 
  170     1843.8        5618.01425951         58878.0          ? 
  184     1955.3        5622.08358258          4880.0          ? 
