 # ID       Xpix           Wavelength          Intens       Line 
   11        0.0        4420.00415906          1448.0          ? 
   12        0.0        4420.11254249          6114.0        ThI 
   13       70.2        4420.25689944         14143.0        ThI 
   14        0.0        4421.77686575          1209.0          ? 
   15        0.0        4421.83125341          1564.0       ThII 
   17      130.2        4422.35436051          1218.0          ? 
   18      135.8        4422.62892113          1201.0       NoID 
   19        0.0        4422.78326944          7566.0       ThII 
   20        0.0        4422.88848470          8329.0       NoID 
   21      158.9        4423.26193325          4281.0        ThI 
   22      162.2        4423.52807808          3530.0        ThI 
   23      167.9        4423.72009046         60548.0        ThI 
   24        0.0        4423.91995677          4478.0          ? 
   25        0.0        4423.99443214         29612.0        ArI 
   26        0.0        4424.14504943          1145.0          ? 
   27        0.0        4424.24338551          2617.0        ThI 
   28      193.1        4424.53974338          2217.0        ThI 
   29      202.1        4424.83732193         24964.0        ThI 
   30        0.0        4424.89955852          1172.0       NoID 
   31        0.0        4425.01778435           987.0          ? 
   32        0.0        4425.11573853          2366.0          ? 
   33        0.0        4425.22070585           797.0          ? 
   34      224.0        4425.45017036         12782.0          ? 
   35      268.9        4427.10142902          2231.0          ? 
   36        0.0        4427.23098086          4130.0        ThI 
   37        0.0        4427.30963812         34694.0          ? 
   38        0.0        4427.41308385           435.0          ? 
   39        0.0        4427.52812652          3105.0        ThI 
   40        0.0        4427.56703226          1480.0        ThI 
   41        0.0        4427.65452320          2780.0       ThII 
   42        0.0        4428.55378910         12270.0        ThI 
   43        0.0        4428.63928556          2051.0          ? 
   44      318.4        4428.74387099         15128.0        ThI 
   45        0.0        4428.82200539           805.0          ? 
   46      327.3        4428.88283335          9579.0       NoID 
   47        0.0        4429.25614893          3087.0       ThII 
   48        0.0        4429.35302938          2074.0       NoID 
   49      355.7        4429.82286551          8233.0        ThI 
   50        0.0        4430.99643308        402952.0       ArII 
   51      399.6        4431.41396300          2536.0        ThI 
   52      425.1        4432.25212100         80980.0        ThI 
   53        0.0        4432.69259386          1244.0          ? 
   54        0.0        4432.80013251          1608.0          ? 
   55      446.9        4432.96270064         62975.0       ThII 
   56        0.0        4433.49095536         21897.0        ThI 
   57      473.8        4433.83815681        310661.0       ArII 
   58        0.0        4434.24817469           969.0          ? 
   59        0.0        4434.32931230           802.0       ThII 
   60      512.0        4434.95700579         16438.0     Contam 
   61      518.6        4435.29228338          2862.0        ThI 
   62      523.3        4435.44377344         16332.0          ? 
   63      530.6        4435.67840557          5491.0       NoID 
   64        0.0        4435.78988417           349.0          ? 
   65        0.0        4435.89754179           696.0          ? 
   66        0.0        4436.04782616          5125.0       ThII 
   67        0.0        4436.14253119           936.0          ? 
   68      549.3        4436.28349801          8764.0       ThII 
   69      557.0        4436.39798083           738.0          ? 
   70        0.0        4436.55107446          5434.0       ThII 
   71        0.0        4436.62409120          2714.0       NoID 
   72        0.0        4436.68020741           478.0          ? 
   73        0.0        4436.99336683         10810.0       NoID 
   74        0.0        4437.08923355          1343.0          ? 
   75      585.4        4437.44483078          6915.0        ThI 
   76      604.7        4437.91977254          1847.0        ThI 
   77      620.9        4438.44466713           849.0          ? 
   78        0.0        4438.55732642          2273.0       NoID 
   79        0.0        4438.62498158          1730.0       NoID 
   80      637.9        4439.12333317         18219.0       ThII 
   81      648.6        4439.46143501        290158.0       ArII 
   82        0.0        4440.27428666         41244.0        ThI 
   83        0.0        4440.35363573         82916.0        ThI 
   84        0.0        4440.49547733           880.0        ThI 
   85      683.8        4440.57370570         45522.0       ThII 
   86      693.1        4440.86597562         35531.0       ThII 
   87        0.0        4441.14731043           652.0          ? 
   88        0.0        4441.19508083          1492.0        ThI 
   89      716.7        4441.60896969         42107.0        ThI 
   90        0.0        4441.66377823          2892.0          ? 
   91      745.3        4442.51397602          1160.0          ? 
   92      763.6        4443.08586121          8985.0       ThII 
   93      766.1        4443.19841553          1170.0        ThI 
   94        0.0        4443.66547935         53096.0        ThI 
   95        0.0        4443.76728250          5745.0       NoID 
   96      820.1        4444.85735003          6888.0          ? 
   97        0.0        4444.97829413          1884.0          ? 
   98      825.6        4445.03328963         27568.0        ThI 
   99      873.5        4446.58365974         11934.0        ThI 
  100      878.5        4446.74133616          1758.0        ThI 
  102        0.0        4447.78238360          2271.0          ? 
  103        0.0        4447.83400698         22204.0       ThII 
  104      923.2        4448.03007727          1364.0       NoID 
  105        0.0        4448.45986691         42878.0       ArII 
  106        0.0        4448.55324529          8768.0       ThII 
  109      983.5        4449.91540702           979.0       NoID 
  110      990.9        4450.23965650           783.0          ? 
  111        0.0        4450.76537484          7753.0        ThI 
  112        0.0        4450.80435356         31853.0        ThI 
  114        0.0        4451.26863910          2943.0       NoID 
  115        0.0        4451.36002700         11908.0        ThI 
  116     1038.2        4451.58562649           516.0          ? 
  117     1042.3        4451.74077957          2790.0        ThI 
  118     1066.6        4452.43801867          4391.0        ThI 
  120     1079.1        4452.88812794          1028.0       NoID 
  121        0.0        4453.19142794          2340.0       NoID 
  122        0.0        4453.28876927           572.0          ? 
  123        0.0        4453.45384673           601.0          ? 
  124        0.0        4453.54690318           802.0       NoID 
  125        0.0        4453.63433112          1228.0        ThI 
  127     1123.9        4454.34169254          1824.0       NoID 
  129        0.0        4454.73293534          3639.0          ? 
  130        0.0        4454.77380656         30285.0     Contam 
  131     1164.1        4455.57415445          2919.0        ThI 
