   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  6220011.2      136.9        0.0       11.1      1.000        1.0        1.0 
    1    no  6221059.9       15.7        0.0        0.0      1.000        1.0        1.0 
    2    no  6221319.2       61.2        0.0        2.7      1.000        1.0        1.0 
    3    no  6224527.2      972.6        0.0       36.9      1.000        1.0        1.0 
    4    no  6226369.7      284.0        0.0       56.6      1.000        1.0        1.0 
    5    no       21.5        0.0       61.3      127.9      1.000        1.0        1.0 
    6    no       43.3        0.2       17.3      141.2      1.000        1.0        1.0 
    7    no       69.9        nan        5.5      148.4      1.000        1.0        1.0 
   10    no  6154068.2      164.6        0.0      642.4      1.000        1.0        1.0 
   11    no  6154516.2       81.7        0.0      638.6      1.000        1.0        1.0 
   12    no  6155238.5      105.4        0.0      632.4      1.000        1.0        1.0 
   13    no  6155581.0      195.5        0.0      629.5      1.000        1.0        1.0 
   14    no  6157087.8      115.6        0.0      616.5      1.000        1.0        1.0 
   15    no  6161353.4      125.3        0.0      579.3      1.000        1.0        1.0 
   17    no        7.9       28.1       27.4      565.1      1.000        1.0        1.0 
   18    no       16.9        5.6     2011.6      551.7      1.000        1.0        1.0 
   20    no       11.4        3.0     4551.9      503.9      1.000        1.0        1.0 
   21    no        2.5       33.3      211.2      500.7      1.000        1.0        1.0 
   25    no       20.7        0.3       24.2      411.6      1.000        1.0        1.0 
   27    no        5.5       27.7    11904.3      385.5      1.000        1.0        1.0 
   38    no        6.0       11.7     4459.3      181.6      1.000        1.0        1.0 
   45    no       11.2        5.5       21.4      125.8      1.000        1.0        1.0 
   49    no  6220011.2      136.9        0.0       11.1      1.000        1.0        1.0 
   50    no  6221059.9       15.7        0.0        0.0      1.000        1.0        1.0 
   51    no  6221319.2       61.2        0.0        2.7      1.000        1.0        1.0 
   52    no  6224527.2      972.6        0.0       36.9      1.000        1.0        1.0 
   53    no  6226369.7      284.0        0.0       56.6      1.000        1.0        1.0 
   56    no  6154068.2      164.6        0.0      642.4      1.000        1.0        1.0 
   57    no  6154516.2       81.7        0.0      638.6      1.000        1.0        1.0 
   58    no  6155238.5      105.4        0.0      632.4      1.000        1.0        1.0 
   59    no  6155581.0      195.5        0.0      629.5      1.000        1.0        1.0 
   60    no  6157087.8      115.6        0.0      616.5      1.000        1.0        1.0 
   61    no  6161353.4      125.3        0.0      579.3      1.000        1.0        1.0 
