 # ID       Xpix           Wavelength          Intens       Line 
   39      271.1        6162.17012546        123168.0       NoID 
   45      337.4        6165.12322214         95976.0        ArI 
   52      388.2        6167.38989997          1564.0          ? 
   62      517.5        6173.09578500        649520.0        ArI 
   77      615.1        6177.36460059          1594.0          ? 
   81      639.4        6178.43122539        614506.0        ThI 
   82      650.8        6178.93121323          7837.0        ThI 
   90      691.5        6180.70485231        560083.0        ThI 
   97      808.7        6185.77063899          8291.0        ThI 
   99      817.5        6186.15776511          2021.0          ? 
  100      840.4        6187.13498389         28993.0       ArII 
  101      887.0        6189.14404177         77703.0        ThI 
  109      981.1        6193.17863211          5272.0          ? 
  110      997.1        6193.85558145         55150.0       ThII 
  113     1031.5        6195.32050634         24187.0        ThI 
  115     1056.9        6196.39481405         17308.0       ThII 
  118     1152.1        6200.43277144         80290.0       ThII 
  119     1168.0        6201.10109409         65168.0       ArII 
  123     1266.8        6205.25629399         13730.0       ThII 
  124     1281.1        6205.85985301        114140.0        ThI 
  126     1326.3        6207.74936693         32794.0        ThI 
  127     1348.7        6208.68686733        119277.0        ThI 
  128     1355.6        6208.98434250         26609.0        ThI 
  129     1379.0        6209.95129200         10108.0        ThI 
  130     1440.3        6212.50246733        800537.0        ArI 
  131     1445.5        6212.71859232        189960.0        ThI 
  133     1467.9        6213.65475608          4711.0          ? 
  135     1489.6        6214.53990452          7633.0          ? 
  136     1523.2        6215.93946391        560643.0        ArI 
  141     1562.7        6217.57338839         13651.0          ? 
  144     1616.2        6219.77639314         16619.0        ThI 
  145     1622.0        6220.01151203        307510.0        ThI 
  146     1647.4        6221.05917485         22233.0        ThI 
  147     1653.9        6221.31906710        134216.0        ThI 
  152     1688.5        6222.75387001          8100.0          ? 
  155     1777.4        6226.36953159        703092.0        ThI 
