   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    7    no       40.1       71.5     2599.3       22.0     97.319     4953.0   482020.0 
    8    no       17.1      263.1     2501.2       26.1      0.031   482020.0    15171.0 
    9    no       15.4      574.7      120.5       28.4     31.772    15171.0   482020.0 
   10    no  4599224.3       47.0        0.0       32.0      0.392     1944.0      762.0 
   11    no  4599298.9       54.6        0.0       33.0      3.538      762.0     2696.0 
   12    no  4599353.1       51.7        0.0       33.7      0.283     2696.0      762.0 
   13    no  4599426.7       54.1        0.0       34.6      2.751      980.0     2696.0 
   14    no  4599519.1       22.0        0.0       35.8      0.995      443.0      441.0 
   15    no  4599570.8       28.0        0.0       36.4      1.005      441.0      443.0 
   17    no  4600682.6       12.7        0.0       50.7      2.042      331.0      676.0 
   18    no  4600782.7       32.8        0.0       52.0     11.167      676.0     7549.0 
   19    no       21.8        0.6       26.8       53.1      0.090     7549.0      676.0 
   20    no  4600970.7       20.6        0.0       54.4      8.482      890.0     7549.0 
   21    no       14.9        2.7        8.5       56.1      0.982      906.0      890.0 
   22    no  4601941.2       48.0        0.0       66.9      0.421     2120.0      892.0 
   23    no  4602043.4       16.2        0.0       68.2      2.377      892.0     2120.0 
   24    no       31.6        1.5        8.6       73.1      0.360     2479.0      892.0 
   28    no  4603879.5       39.5        0.0       92.0      2.119      628.0     1331.0 
   29    no  4603929.6       36.6        0.0       92.7      0.472     1331.0      628.0 
   31    no       77.7        1.2       15.2      112.2      2.830     1026.0     2904.0 
   35    no  4607835.1      125.2        0.0      143.9     15.038     5974.0    89836.0 
   37    no  4608531.5      171.2        0.0      153.1     73.630     1056.0    77753.0 
   40    no  4610456.8       25.4        0.0      178.8      1.259     1704.0     2146.0 
   41    no  4610535.5       61.3        0.0      179.8      0.794     2146.0     1704.0 
   42    no  4610626.3      117.6        0.0      181.0      0.158    19848.0     3127.0 
   43    no  4610651.4      131.0        0.0      181.4      6.347     3127.0    19848.0 
   45    no  4611758.6      149.2        0.0      196.2      3.607     6208.0    22391.0 
   47    no  4611938.0      173.2        0.0      198.6     24.338      920.0    22391.0 
   50    no  4613692.2      170.6        0.0      222.3     48.148     2209.0   106359.0 
   51    no  4613782.9       33.8        0.0      223.5      2.633      839.0     2209.0 
   52    no  4613874.7       35.3        0.0      224.8      0.644     1302.0      839.0 
   53    no  4613978.1       42.9        0.0      226.2      0.719     1811.0     1302.0 
   54    no  4614112.4       74.8        0.0      228.0      0.461     4726.0     2180.0 
   55    no  4614165.9       60.0        0.0      228.7      2.168     2180.0     4726.0 
   58    no       76.2        5.6        3.1      246.2     95.662     1075.0   102837.0 
   59    no  4615627.7       27.7        0.0      248.6      1.821     1696.0     3089.0 
   60    no  4615669.3       33.2        0.0      249.1      0.549     3089.0     1696.0 
   65    no  4618259.2       12.8        0.0      284.7      1.515      784.0     1188.0 
   66    no  4618326.7       13.0        0.0      285.6      0.660     1188.0      784.0 
   67    no       75.6        9.2       12.5      291.7      1.828      650.0     1188.0 
   68    no  4619478.5      372.7        0.0      301.5      0.338    26728.0     9039.0 
   69    no  4619561.3      255.6        0.0      302.6      0.196     9039.0     1772.0 
   70    no  4619628.1       92.1        0.0      303.6      5.101     1772.0     9039.0 
   73    no  4620674.0       45.1        0.0      318.1      0.265     4352.0     1155.0 
   74    no  4620729.9       38.3        0.0      318.8      3.768     1155.0     4352.0 
   75    no  4621074.3      250.8        0.0      323.6      3.979    28084.0   111741.0 
   76    no  4621163.0      665.3        0.0      324.9      0.251   111741.0    28084.0 
   77    no  4621590.5       44.2        0.0      330.8      5.619      843.0     4737.0 
   78    no  4621658.1       49.5        0.0      331.8      0.178     4737.0      843.0 
   80    no  4622736.8       18.3        0.0      346.9      0.350     1709.0      598.0 
   81    no  4622801.1       17.9        0.0      347.8      0.941      598.0      563.0 
   82    no  4622853.6       12.9        0.0      348.5      1.062      563.0      598.0 
   83    no  4623116.6       55.1        0.0      352.2      0.276     9391.0     2590.0 
