 # ID       Xpix           Wavelength          Intens       Line 
    1     1932.1        4775.31300000             1.0        ThI 
    1     1947.5        4775.79400000             1.0        ThI 
    1     1979.0        4776.77920000             1.0         Th 
    1      659.0        4734.04580000             1.0        ThI 
    1      714.1        4735.90580000             1.0       ArII 
    1      774.3        4737.91720000             1.0        ThI 
    1      826.9        4739.67640000             1.0        ThI 
    1      852.6        4740.52920000             1.0       ThII 
    1      865.3        4740.95850000             1.0        ThI 
    1      876.0        4741.30390000             1.0        ThI 
    1      900.4        4742.11740000             1.0        ThI 
    1      913.9        4742.56710000             1.0         Th 
    1      947.9        4743.68700000             1.0       ThII 
    1      997.5        4745.33750000             1.0        ThI 
    1     1066.8        4747.61760000             1.0        ThI 
    1     1096.7        4748.59110000             1.0       ThII 
    1     1115.2        4749.20020000             1.0        ThI 
    1     1138.8        4749.97130000             1.0        ThI 
    1     1213.7        4752.41410000             1.0       ThII 
    1      231.8        4719.44240000             1.0        ThI 
