   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    7    no  6656859.5      237.2        0.0       23.3     15.018    12830.0   192681.0 
    8    no       37.0        0.1      109.2       24.0      0.067   192681.0    12830.0 
    9    no  6658184.5       24.1        0.0       35.1    251.653     2878.0   724256.0 
   10    no       12.8        2.8      999.1       39.5      0.004   724256.0     2878.0 
   16    no  6668664.4      170.8        0.0      130.1     40.022     4498.0   180018.0 
   17    no  6668815.6      439.7        0.0      131.5      0.103   180018.0    18479.0 
   18    no  6668939.2      249.6        0.0      132.6      9.742    18479.0   180018.0 
   19    no      110.9        5.4        0.0      135.4     12.156     1112.0    13518.0 
   20    no  6669450.3       71.8        0.0      137.3      0.135    13518.0     1828.0 
   21    no  6669538.7       70.5        0.0      138.1      7.395     1828.0    13518.0 
   22    no  6669633.8       46.6        0.0      139.0      1.693     1080.0     1828.0 
   23    no      110.7        3.3        0.0      149.0      0.453     3028.0     1371.0 
   24    no  6671279.6       37.2        0.0      154.2      0.964     1371.0     1321.0 
   25    no  6671360.5       37.9        0.0      154.9      1.038     1321.0     1371.0 
   26    no      110.5        1.5       11.6      159.2     23.249     1380.0    32083.0 
   28    no       10.8        0.2        9.5      164.6      3.709     8651.0    32083.0 
   29    no  6673282.0       47.5        0.0      172.8      5.141     1385.0     7120.0 
   30    no  6673411.4       72.3        0.0      174.0      0.195     7120.0     1385.0 
   33    no  6677960.5       34.5        0.0      216.6    138.662     4086.0   566573.0 
   35    no      109.3        3.0        4.9      232.4     36.669     1119.0    41033.0 
   37    no       16.8        0.1        9.5      262.8     44.953    11182.0   502661.0 
   42    no  6686215.3       32.0        0.0      295.2      1.175     4348.0     5111.0 
   44    no  6687418.7      151.5        0.0      306.8      3.407    12900.0    43951.0 
   45    no  6687523.9      207.1        0.0      307.8      0.294    43951.0    12900.0 
   46    no      107.8        0.9        3.7      329.7     15.940     2714.0    43261.0 
   48    no  6691391.5       32.7        0.0      345.4      0.532     2388.0     1271.0 
   49    no  6692127.9       33.1        0.0      352.6      0.765     1271.0      972.0 
   50    no  6692226.7       31.6        0.0      353.5      1.308      972.0     1271.0 
   52    no  6693117.5       48.2        0.0      362.2     11.145      959.0    10688.0 
   56    no       74.7        0.1        9.2      377.6     31.037     2079.0    64526.0 
   57    no  6695016.2       31.3        0.0      380.9      2.878     1406.0     4047.0 
   58    no  6695180.6       38.0        0.0      382.5      0.347     4047.0     1406.0 
   59    no       14.0        0.6        7.6      387.6     47.074     3924.0   184719.0 
   61    no  6696289.1      275.7        0.0      393.5     12.260    15067.0   184719.0 
   62    no       81.2      486.0        1.9      404.0    328.292     1508.0   495064.0 
   65    no  6698612.4      107.6        0.0      416.5     16.448     9762.0   160563.0 
   68    no  6700749.6      125.5        0.0      437.8      0.106    30724.0     3268.0 
   69    no  6700804.3      123.1        0.0      438.3      9.401     3268.0    30724.0 
   71    no       39.5        0.1        6.4      445.7      0.969     5470.0     5298.0 
   72    no  6701871.9       23.8        0.0      449.0      0.611     1443.0      881.0 
   73    no  6702014.2       18.3        0.0      450.4      1.638      881.0     1443.0 
   74    no       29.6        0.1        3.5      457.7      2.567      729.0     1871.0 
   75    no  6703224.9       30.8        0.0      462.6      2.406     1871.0     4501.0 
   76    no  6703355.0       38.8        0.0      463.9      0.416     4501.0     1871.0 
   77    no  6703895.8      205.6        0.0      469.3      1.228    25912.0    31821.0 
   78    no  6704050.6      253.9        0.0      470.9      0.814    31821.0    25912.0 
   79    no  6705975.1       34.1        0.0      490.3      2.140     1290.0     2761.0 
   80    no  6706091.2       36.4        0.0      491.5      0.467     2761.0     1290.0 
   81    no       18.0        1.5        4.0      493.1      1.814     1522.0     2761.0 
   82    no      105.3        1.2        6.4      505.8     30.060     1048.0    31503.0 
   83    no  6707761.7       30.6        0.0      508.4      0.602    31503.0    18953.0 
   84    no  6707916.0       29.4        0.0      510.0      1.662    18953.0    31503.0 
   85    no  6708079.3       26.8        0.0      511.6      0.874     1597.0     1396.0 
   86    no  6708142.7       29.8        0.0      512.3      1.144     1396.0     1597.0 
   87    no  6708287.0       30.5        0.0      513.8      0.494     3558.0     1759.0 
   88    no  6708394.2       32.3        0.0      514.9      2.023     1759.0     3558.0 
   89    no      105.1      400.5    19931.8      519.4      0.138    12761.0     1759.0 
