   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  6287255.4      480.3        0.0       23.4      1.000        1.0        1.0 
    1    no  6289488.2      351.3        0.0        0.0      1.000        1.0        1.0 
    2    no  6291191.5     1229.8        0.0       17.9      1.000        1.0        1.0 
    3    no  6292890.9      920.4        0.0       35.9      1.000        1.0        1.0 
    4    no  6293242.4     1194.9        0.0       39.6      1.000        1.0        1.0 
    5    no  6296872.2     1393.4        0.0       78.3      1.000        1.0        1.0 
    9    no  6220011.2     1134.5        0.0      660.6      1.000        1.0        1.0 
   10    no  6221059.9      144.4        0.0      651.7      1.000        1.0        1.0 
   11    no  6221319.2      627.7        0.0      649.5      1.000        1.0        1.0 
   12    no  6224527.2     8492.3        0.0      621.9      1.000        1.0        1.0 
   13    no  6226369.7     2181.5        0.0      605.9      1.000        1.0        1.0 
   15    no       10.4        1.1       18.5      537.0      1.000        1.0        1.0 
   28    no        3.7       12.6     1499.4      283.5      1.000        1.0        1.0 
   30    no       36.3       27.1       95.0      242.7      1.000        1.0        1.0 
   41    no  6287255.4      480.3        0.0       23.4      1.000        1.0        1.0 
   42    no  6289488.2      351.3        0.0        0.0      1.000        1.0        1.0 
   43    no  6291191.5     1229.8        0.0       17.9      1.000        1.0        1.0 
   44    no  6292890.9      920.4        0.0       35.9      1.000        1.0        1.0 
   45    no  6293242.4     1194.9        0.0       39.6      1.000        1.0        1.0 
   46    no  6296872.2     1393.4        0.0       78.3      1.000        1.0        1.0 
   48    no  6220011.2     1134.5        0.0      660.6      1.000        1.0        1.0 
   49    no  6221059.9      144.4        0.0      651.7      1.000        1.0        1.0 
   50    no  6221319.2      627.7        0.0      649.5      1.000        1.0        1.0 
   51    no  6224527.2     8492.3        0.0      621.9      1.000        1.0        1.0 
   52    no  6226369.7     2181.5        0.0      605.9      1.000        1.0        1.0 
