 # ID       Xpix           Wavelength          Intens       Line 
    9     1812.2        5351.83650000             1.0        ThI 
   11     1920.5        5355.63650000             1.0        ThI 
   25      581.4        5306.98640000             1.0        ThI 
   26      594.1        5307.46550000             1.0       ThII 
   27      616.5        5308.31050000             1.0        ThI 
   28      650.9        5309.60930000             1.0        ThI 
   29      668.3        5310.26650000             1.0       ThII 
   30      684.3        5310.86620000             1.0       ThII 
   31      714.4        5312.00180000             1.0        ThI 
   32      728.5        5312.52880000             1.0        ThI 
   33      738.5        5312.90450000             1.0        ThI 
   34      800.6        5315.22780000             1.0        ThI 
   35      861.6        5317.49440000             1.0        ThI 
   36      878.3        5318.11040000             1.0        ThI 
   37      886.7        5318.42680000             1.0       ThII 
   38      931.9        5320.09850000             1.0         Th 
   39      950.0        5320.76990000             1.0       ThII 
   40     1007.7        5322.89880000             1.0        ThI 
   41     1021.4        5323.40020000             1.0        ThI 
   42     1068.7        5325.14380000             1.0       ThII 
   43     1076.6        5325.43170000             1.0        ThI 
   44     1099.6        5326.27740000             1.0        ThI 
   46     1184.7        5329.37450000             1.0       ThII 
   48     1203.8        5330.08040000             1.0        ThI 
   49     1249.7        5331.74770000             1.0        ThI 
   50     1294.9        5333.38460000             1.0        ThI 
   51     1395.6        5337.01540000             1.0         Th 
   52     1440.6        5338.64050000             1.0        ThI 
