 # ID       Xpix           Wavelength          Intens       Line 
    1     1732.1        4976.59380000             1.0       ThII 
    1     1756.6        4977.39060000             1.0        ThI 
    1     1864.9        4980.95130000             1.0       ThII 
    1     1944.1        4983.53240000             1.0         Th 
    1      260.0        4925.95010000             1.0         Th 
    1      268.5        4926.25290000             1.0        ThI 
    1      612.6        4938.50470000             1.0         Th 
    1      695.5        4941.41600000             1.0        ThI 
    1      742.4        4943.06420000             1.0        ThI 
    1      811.1        4945.45870000             1.0        ThI 
    1      845.9        4946.66370000             1.0       ThII 
    1      872.1        4947.57520000             1.0       ThII 
    1      949.6        4950.25130000             1.0        ThI 
    1      960.5        4950.62640000             1.0       ThII 
    1     1020.7        4952.69080000             1.0        ThI 
    1     1045.3        4953.53200000             1.0        ThI 
    1     1155.4        4957.29630000             1.0         Th 
    1     1179.0        4958.09880000             1.0        ThI 
    1     1286.1        4961.72600000             1.0        ThI 
    1     1296.2        4962.06210000             1.0        ThI 
    1     1859.0        4980.75610000             1.0        ThI 
    1      140.5        4921.61340000             1.0       ThII 
    1      177.1        4922.94420000             1.0       ThII 
