 # ID       Xpix           Wavelength          Intens       Line 
    1     1875.4        4734.04580000             1.0        ThI 
    1     1935.1        4735.90580000             1.0       ArII 
    1      759.9        4698.22480000             1.0         Th 
    1      817.5        4700.14020000             1.0       ThII 
    1      836.5        4700.77110000             1.0        ThI 
    1      883.3        4702.31610000             1.0        ArI 
    1      934.1        4703.98980000             1.0        ThI 
    1      988.2        4705.76060000             1.0       ThII 
    1     1003.2        4706.25110000             1.0       ThII 
    1     1027.7        4707.04500000             1.0         Th 
    1     1065.8        4708.29400000             1.0        ThI 
    1     1180.1        4712.00560000             1.0        ThI 
    1     1194.7        4712.48140000             1.0        ThI 
    1     1206.0        4712.84080000             1.0        ThI 
    1     1262.8        4714.67150000             1.0        ThI 
    1     1411.7        4719.44240000             1.0        ThI 
    1      106.6        4676.05550000             1.0        ThI 
    1      412.7        4686.57150000             1.0       ThII 
