   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    1    no  5447153.6      867.8        0.0        0.0      1.000        1.0        1.0 
    2    no  5448271.9       70.9        0.0       13.5      1.000        1.0        1.0 
    3    no  5449478.8      544.1        0.0       28.0      1.000        1.0        1.0 
    4    no  5449897.4      104.4        0.0       33.1      1.000        1.0        1.0 
    5    no  5450510.4       57.1        0.0       40.5      1.000        1.0        1.0 
    6    no  5451652.0     1175.2        0.0       54.4      1.000        1.0        1.0 
    7    no  5452218.7     2777.3        0.0       61.3      1.000        1.0        1.0 
   12    no       20.0        0.8       15.8      635.8      1.000        1.0        1.0 
   13    no  5391076.0      146.1        0.0      614.4      1.000        1.0        1.0 
   14    no  5392572.6      853.8        0.0      599.5      1.000        1.0        1.0 
   15    no  5393599.5      155.6        0.0      589.3      1.000        1.0        1.0 
   16    no  5393971.9      806.9        0.0      585.6      1.000        1.0        1.0 
   17    no  5394760.8     3771.7        0.0      577.6      1.000        1.0        1.0 
   19    no  5397516.0      443.6        0.0      549.9      1.000        1.0        1.0 
   20    no  5398204.7      153.3        0.0      542.9      1.000        1.0        1.0 
   21    no  5398701.5     1007.1        0.0      537.8      1.000        1.0        1.0 
   22    no  5398921.9      669.5        0.0      535.6      1.000        1.0        1.0 
   23    no  5399174.5     1170.7        0.0      533.0      1.000        1.0        1.0 
   24    no  5399621.8      190.1        0.0      528.4      1.000        1.0        1.0 
   25    no  5400145.5      222.2        0.0      523.1      1.000        1.0        1.0 
   26    no  5402604.8      411.7        0.0      497.8      1.000        1.0        1.0 
   27    no  5403199.3      279.9        0.0      491.7      1.000        1.0        1.0 
   34    no       15.8       28.4      630.0      361.2      1.000        1.0        1.0 
   35    no        4.2       17.0     5586.0      339.9      1.000        1.0        1.0 
   41    no        1.8       10.5      979.9      268.1      1.000        1.0        1.0 
   60    no  5447153.6      867.8        0.0        0.0      1.000        1.0        1.0 
   61    no  5448271.9       70.9        0.0       13.5      1.000        1.0        1.0 
   62    no  5449478.8      544.1        0.0       28.0      1.000        1.0        1.0 
   63    no  5449897.4      104.4        0.0       33.1      1.000        1.0        1.0 
   64    no  5450510.4       57.1        0.0       40.5      1.000        1.0        1.0 
   65    no  5451652.0     1175.2        0.0       54.4      1.000        1.0        1.0 
   66    no  5452218.7     2777.3        0.0       61.3      1.000        1.0        1.0 
   68    no       32.8        0.0      152.0      646.7      1.000        1.0        1.0 
   69    no       23.9        0.4      154.9      644.2      1.000        1.0        1.0 
   70    no  5391076.0      146.1        0.0      614.4      1.000        1.0        1.0 
   71    no  5392572.6      853.8        0.0      599.5      1.000        1.0        1.0 
   72    no  5393599.5      155.6        0.0      589.3      1.000        1.0        1.0 
   73    no  5393971.9      806.9        0.0      585.6      1.000        1.0        1.0 
   74    no  5394760.8     3771.7        0.0      577.6      1.000        1.0        1.0 
   75    no  5397516.0      443.6        0.0      549.9      1.000        1.0        1.0 
   76    no  5398204.7      153.3        0.0      542.9      1.000        1.0        1.0 
   77    no  5398701.5     1007.1        0.0      537.8      1.000        1.0        1.0 
   78    no  5398921.9      669.5        0.0      535.6      1.000        1.0        1.0 
   79    no  5399174.5     1170.7        0.0      533.0      1.000        1.0        1.0 
   80    no  5399621.8      190.1        0.0      528.4      1.000        1.0        1.0 
   81    no  5400145.5      222.2        0.0      523.1      1.000        1.0        1.0 
   82    no  5402604.8      411.7        0.0      497.8      1.000        1.0        1.0 
   83    no  5403199.3      279.9        0.0      491.7      1.000        1.0        1.0 
