 # ID       Xpix           Wavelength          Intens       Line 
    1     1844.9        4210.45540000             1.0        ThI 
    1      904.8        4183.56450000             1.0       ThII 
    1      924.1        4184.13760000             1.0        ThI 
    1     1026.6        4187.14100000             1.0        ThI 
    1     1187.9        4191.82690000             1.0       ThII 
    1     1327.3        4195.83260000             1.0       ThII 
    1     1827.8        4209.97270000             1.0        ThI 
