 # ID       Xpix           Wavelength          Intens       Line 
    0       64.4        7970.25370000             1.0        ThI 
    1      102.7        7972.59600000             1.0        ThI 
   12      688.6        8006.15670000             1.0        ArI 
   13      843.0        8014.78570000             1.0        ArI 
   15      977.2        8022.20140000             1.0        ThI 
   20     1164.8        8032.43130000             1.0        ThI 
   21     1174.1        8032.90610000             1.0        ThI 
   25     1500.1        8050.64800000             1.0         Th 
   26     1550.2        8053.30850000             1.0        ArI 
   27     1573.3        8054.53550000             1.0       ThII 
