   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  4800172.4      253.3        0.0       11.8      1.000        1.0        1.0 
    1    no  4801051.7       29.8        0.0        0.0      1.000        1.0        1.0 
    2    no  4803955.9       95.9        0.0       39.3      1.000        1.0        1.0 
    3    no  4806020.5    21362.6        0.0       67.5      1.000        1.0        1.0 
    4    no  4808133.7     6561.4        0.0       96.5      1.000        1.0        1.0 
    5    no  4809614.0     1960.9        0.0      117.0      1.000        1.0        1.0 
    6    no  4812375.5      353.3        0.0      155.4      1.000        1.0        1.0 
    7    no  4813006.9      297.9        0.0      164.3      1.000        1.0        1.0 
   10    no  4757219.6      131.6        0.0      543.1      1.000        1.0        1.0 
   11    no  4761110.1      319.1        0.0      498.7      1.000        1.0        1.0 
   12    no  4761861.4       54.6        0.0      490.0      1.000        1.0        1.0 
   13    no  4762524.2       94.2        0.0      482.3      1.000        1.0        1.0 
   14    no  4764346.3     1326.4        0.0      461.2      1.000        1.0        1.0 
   15    no  4764864.6    42739.7        0.0      455.1      1.000        1.0        1.0 
   16    no  4765595.0      482.9        0.0      446.6      1.000        1.0        1.0 
   17    no  4766600.6     2046.3        0.0      434.8      1.000        1.0        1.0 
   18    no  4768057.8      128.0        0.0      417.6      1.000        1.0        1.0 
   19    no  4773241.0      245.4        0.0      355.5      1.000        1.0        1.0 
   29    no        3.2       71.3       40.4      227.0      1.000        1.0        1.0 
   42    no  4800172.4      253.3        0.0       11.8      1.000        1.0        1.0 
   43    no  4801051.7       29.8        0.0        0.0      1.000        1.0        1.0 
   45    no  4803955.9       95.9        0.0       39.3      1.000        1.0        1.0 
   46    no       22.7        0.1        7.3       61.8      1.000        1.0        1.0 
   47    no  4806020.5    21362.6        0.0       67.5      1.000        1.0        1.0 
   48    no  4808133.7     6561.4        0.0       96.5      1.000        1.0        1.0 
   49    no  4809614.0     1960.9        0.0      117.0      1.000        1.0        1.0 
   50    no  4812375.5      353.3        0.0      155.4      1.000        1.0        1.0 
   51    no  4813006.9      297.9        0.0      164.3      1.000        1.0        1.0 
   53    no  4757219.6      131.6        0.0      543.1      1.000        1.0        1.0 
   54    no  4761110.1      319.1        0.0      498.7      1.000        1.0        1.0 
   55    no  4761861.4       54.6        0.0      490.0      1.000        1.0        1.0 
   56    no  4762524.2       94.2        0.0      482.3      1.000        1.0        1.0 
   57    no  4764346.3     1326.4        0.0      461.2      1.000        1.0        1.0 
   58    no  4764864.6    42739.7        0.0      455.1      1.000        1.0        1.0 
   59    no  4765595.0      482.9        0.0      446.6      1.000        1.0        1.0 
   60    no  4766600.6     2046.3        0.0      434.8      1.000        1.0        1.0 
   61    no  4768057.8      128.0        0.0      417.6      1.000        1.0        1.0 
   62    no  4773241.0      245.4        0.0      355.5      1.000        1.0        1.0 
