   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    7    no  4285399.9      867.0        0.0       28.7      0.719     1425.0     1025.0 
    8    no  4285456.9      847.1        0.0       29.4      1.390     1025.0     1425.0 
    9    no       72.8      222.2       10.7       32.2      0.997     1028.0     1025.0 
   10    no        4.4       94.6       90.4       36.0      0.418     4862.0     2031.0 
   11    no  4286176.1      204.8        0.0       39.3     18.304     2031.0    37175.0 
   12    no       51.9       23.7      118.6       40.0      0.055    37175.0     2031.0 
   13    no       73.6       46.0        0.0       41.7      5.801     6408.0    37175.0 
   14    no       73.5       40.6       10.1       46.4      3.228     1985.0     6408.0 
   15    no  4288047.6       65.8        0.0       65.0      0.754     4187.0     3157.0 
   16    no  4288106.0       23.2        0.0       65.8      1.326     3157.0     4187.0 
   17    no       73.2      482.7      238.3       70.8      0.096    19001.0     1826.0 
   18    no  4288522.7      127.6        0.0       71.5     10.406     1826.0    19001.0 
   19    no       41.0        0.9      323.4       73.5      0.028    64693.0     1826.0 
   20    no       51.8        6.0       15.3       81.0      2.683     1957.0     5251.0 
   21    no  4289365.2       25.0        0.0       83.2      0.405     5251.0     2126.0 
   22    no  4289416.5       21.9        0.0       83.9      2.470     2126.0     5251.0 
   23    no  4289546.9       74.9        0.0       85.7     41.626      529.0    22020.0 
   24    no       34.4        1.0      108.9       87.2      0.059    22020.0     1291.0 
   25    no  4289718.6       35.8        0.0       88.1     17.057     1291.0    22020.0 
   26    no  4289930.0       10.2        0.0       91.0      1.749      418.0      731.0 
   27    no  4290025.3       10.4        0.0       92.4      0.572      731.0      418.0 
   28    no  4290170.6       37.9        0.0       94.4      0.791     1172.0      927.0 
   29    no  4290226.6       40.5        0.0       95.2      1.264      927.0     1172.0 
   30    no  4290281.9       57.3        0.0       95.9      0.791     1172.0      927.0 
   31    no       40.9        0.7       48.9       97.5      0.091    12828.0     1172.0 
   32    no  4291315.4       23.2        0.0      110.4      1.511      929.0     1404.0 
   33    no  4291384.0       21.4        0.0      111.3      0.662     1404.0      929.0 
   34    no  4291462.5        8.9        0.0      112.4      0.316     4440.0     1404.0 
   35    no  4291632.6       39.1        0.0      114.8      0.374     3909.0     1461.0 
   36    no  4291727.9      386.4        0.0      116.2     57.821     1461.0    84477.0 
   37    no       32.6        1.7      436.2      117.3      0.017    84477.0     1461.0 
   38    no       30.2        2.3       22.2      124.3     14.540     5810.0    84477.0 
   39    no       18.6        0.0       19.0      140.2      2.176     1092.0     2376.0 
   40    no  4294025.7       16.6        0.0      148.6      0.482     2376.0     1145.0 
   41    no  4294124.8       10.9        0.0      150.0      2.075     1145.0     2376.0 
   42    no  4294719.6      135.2        0.0      158.4      0.330    20945.0     6918.0 
   43    no  4294762.0      118.0        0.0      159.0      3.028     6918.0    20945.0 
   44    no  4295038.3       72.1        0.0      162.9      0.832     3231.0     2688.0 
   45    no  4295125.6       53.2        0.0      164.2      1.202     2688.0     3231.0 
   46    no       21.2        0.5       11.2      165.8      0.794     3387.0     2688.0 
   47    no       25.4        0.0      101.3      170.7      0.384    22079.0     8474.0 
   48    no       19.8        0.1       28.6      174.0      2.605     8474.0    22079.0 
   49    no       63.3        0.7       11.7      181.8      8.846      958.0     8474.0 
   50    no       32.9        0.3       11.6      190.6     27.218     3109.0    84620.0 
   51    no       17.5        3.5      414.2      195.4      0.049    84620.0     4122.0 
   52    no  4297372.5      207.9        0.0      196.4     20.529     4122.0    84620.0 
   53    no       15.1        0.0        9.3      200.1      1.229     3354.0     4122.0 
   54    no  4298122.6       51.6        0.0      207.2      0.404     5839.0     2358.0 
   55    no  4298184.3       32.4        0.0      208.1      2.476     2358.0     5839.0 
   56    no       12.0        0.0        4.7      213.5      1.419     1812.0     2572.0 
   57    no  4298828.6       54.7        0.0      217.4      1.033     2572.0     2658.0 
   58    no  4298889.1       36.4        0.0      218.3      0.968     2658.0     2572.0 
   59    no  4298986.5       12.9        0.0      219.7      0.722     3679.0     2658.0 
   60    no  4299231.4       15.1        0.0      223.2      1.572     2341.0     3679.0 
   61    no       71.4        1.1       23.8      227.1     23.504     2196.0    51615.0 
   62    no       18.4       54.0      127.9      229.1      0.043    51615.0     2196.0 
   63    no       16.0       32.7      401.2      232.0      0.451   114409.0    51615.0 
   65    no       14.4        2.1      936.4      243.8      0.021   203270.0     4319.0 
   66    no       71.2        1.4        8.0      248.7      0.624      603.0      376.0 
   67    no  4301287.4       12.0        0.0      253.2      1.604      376.0      603.0 
   68    no       11.0        0.1       15.4      261.7      1.177     1582.0     1862.0 
   69    no       58.9        1.6        4.9      264.3      0.660     1862.0     1228.0 
   70    no  4302220.0       29.2        0.0      266.8      1.291     1228.0     1585.0 
   71    no  4302325.2       43.1        0.0      268.4      0.775     1585.0     1228.0 
   72    no       70.9        0.7        5.3      271.3      0.185    16195.0     2993.0 
   74    no  4302929.2       16.4        0.0      277.3      1.797      281.0      505.0 
   75    no  4302987.4       19.1        0.0      278.1      0.556      505.0      281.0 
   76    no  4303092.8       25.0        0.0      279.7      0.134     3769.0      505.0 
   77    no       70.8        6.6        6.6      281.7      3.673     1026.0     3769.0 
   78    no  4303387.1       34.7        0.0      284.0      0.104     5546.0      577.0 
   79    no  4303441.2       28.2        0.0      284.8      9.612      577.0     5546.0 
   83    no  4304803.2       33.3        0.0      305.0      0.968     2223.0     2151.0 
   84    no  4304868.4       85.8        0.0      306.0      1.033     2151.0     2223.0 
   86    no        5.5        0.2        3.7      312.9     32.316      825.0    26661.0 
   87    no  4306304.0       89.3        0.0      327.4      5.544     3034.0    16819.0 
   88    no  4306365.2      105.6        0.0      328.3      0.180    16819.0     3034.0 
   89    no  4306676.4       23.1        0.0      332.9      0.319     2453.0      783.0 
   90    no  4306733.2       21.5        0.0      333.8      3.133      783.0     2453.0 
   91    no       66.9        0.1        3.8      335.7      1.145      684.0      783.0 
   93    no       70.1        0.2        0.0      348.9      2.291     4517.0    10350.0 
   94    no       67.8      121.3       11.1      351.3      0.436    10350.0     4517.0 
   96    no  4308554.0      121.0        0.0      361.2      3.508     6903.0    24213.0 
   97    no  4308599.6      132.2        0.0      361.9      0.285    24213.0     6903.0 
   98    no       69.9        0.6        0.0      364.8     72.712      333.0    24213.0 
   99    no       69.9      489.8     1002.4      369.3      0.003   116797.0      333.0 
  102    no  4310099.2       61.5        0.0      384.5      1.204     1239.0     1492.0 
  103    no  4310183.4       32.8        0.0      385.8      0.830     1492.0     1239.0 
  104    no       35.0        0.1        6.1      392.7      1.350      440.0      594.0 
  105    no       16.9        3.4        0.8      394.6      0.741      594.0      440.0 
  106    no       25.4        0.4        3.6      397.6      2.270     4714.0    10699.0 
  107    no  4311061.8      131.9        0.0      399.2      0.137    10699.0     1470.0 
  108    no  4311134.6       48.9        0.0      400.3      7.278     1470.0    10699.0 
  109    no  4311236.9       28.6        0.0      401.9      0.575     2935.0     1689.0 
  110    no  4311320.4       21.4        0.0      403.1      1.738     1689.0     2935.0 
  111    no  4311575.9      142.9        0.0      407.0      0.581    19068.0    11070.0 
  112    no  4311627.6      119.1        0.0      407.8      1.722    11070.0    19068.0 
  114    no        2.1        0.0        2.5      417.6      0.696      797.0      555.0 
  115    no        3.4        0.0        2.4      420.7      1.436      555.0      797.0 
  117    no  4313415.9       38.0        0.0      435.2      0.197     2572.0      506.0 
  118    no  4313513.3       33.0        0.0      436.7     21.478      506.0    10868.0 
  120    no  4313778.4       30.1        0.0      440.8      0.404     3335.0     1346.0 
  121    no  4313864.1       28.4        0.0      442.1      2.478     1346.0     3335.0 
  122    no  4314011.8       48.5        0.0      444.4      0.748     3470.0     2596.0 
  123    no  4314054.1       49.8        0.0      445.0      1.337     2596.0     3470.0 
  124    no  4314436.3       32.5        0.0      450.9      0.298     2462.0      733.0 
  125    no  4314497.1       17.1        0.0      451.9      3.359      733.0     2462.0 
  126    no  4315048.7       31.8        0.0      460.4      0.471     4526.0     2133.0 
