   ID    ok   Diff(mA)       chi2        SNR     Diff/R      I1/I0         I0         I1 
    0    no  4878009.4     1298.8        0.0        9.5      1.000        1.0        1.0 
    1    no  4878733.0     5213.9        0.0        0.0      1.000        1.0        1.0 
    2    no  4879863.5    34348.7        0.0       14.9      1.000        1.0        1.0 
    3    no  4881204.6      673.2        0.0       32.6      1.000        1.0        1.0 
    4    no  4881853.1      203.2        0.0       41.2      1.000        1.0        1.0 
    5    no  4882243.2      599.2        0.0       46.4      1.000        1.0        1.0 
    6    no  4889042.2     5128.6        0.0      137.9      1.000        1.0        1.0 
    7    no  4889490.3      273.6        0.0      144.0      1.000        1.0        1.0 
    8    no  4890458.2      259.9        0.0      157.2      1.000        1.0        1.0 
   10    no  4892759.2      290.0        0.0      188.8      1.000        1.0        1.0 
   11    no  4893445.3      237.7        0.0      198.3      1.000        1.0        1.0 
   12    no  4894955.1     9459.7        0.0      219.1      1.000        1.0        1.0 
   15    no  4840474.4      650.0        0.0      468.0      1.000        1.0        1.0 
   16    no  4840849.2     6220.2        0.0      463.8      1.000        1.0        1.0 
   18    no  4843941.3     1138.9        0.0      428.5      1.000        1.0        1.0 
   19    no  4844165.3      365.2        0.0      425.9      1.000        1.0        1.0 
   21    no  4845162.6      460.8        0.0      414.4      1.000        1.0        1.0 
   22    no  4847809.5     8896.8        0.0      383.7      1.000        1.0        1.0 
   23    no  4848362.5     3914.3        0.0      377.2      1.000        1.0        1.0 
   24    no  4849139.9      465.0        0.0      368.1      1.000        1.0        1.0 
   25    no  4849861.7      393.9        0.0      359.6      1.000        1.0        1.0 
   26    no  4850439.7     1525.9        0.0      352.8      1.000        1.0        1.0 
   27    no  4852868.5      693.6        0.0      324.0      1.000        1.0        1.0 
   43    no  4878009.4     1298.8        0.0        9.5      1.000        1.0        1.0 
   44    no  4878733.0     5213.9        0.0        0.0      1.000        1.0        1.0 
   46    no  4879863.5    34348.7        0.0       14.9      1.000        1.0        1.0 
   47    no  4881204.6      673.2        0.0       32.6      1.000        1.0        1.0 
   48    no  4881853.1      203.2        0.0       41.2      1.000        1.0        1.0 
   49    no  4882243.2      599.2        0.0       46.4      1.000        1.0        1.0 
   50    no  4889042.2     5128.6        0.0      137.9      1.000        1.0        1.0 
   51    no  4889490.3      273.6        0.0      144.0      1.000        1.0        1.0 
   52    no  4890458.2      259.9        0.0      157.2      1.000        1.0        1.0 
   53    no  4892759.2      290.0        0.0      188.8      1.000        1.0        1.0 
   54    no  4893445.3      237.7        0.0      198.3      1.000        1.0        1.0 
   55    no  4894955.1     9459.7        0.0      219.1      1.000        1.0        1.0 
   60    no       30.4        3.1       64.7      492.0      1.000        1.0        1.0 
   61    no  4840474.4      650.0        0.0      468.0      1.000        1.0        1.0 
   62    no  4840849.2     6220.2        0.0      463.8      1.000        1.0        1.0 
   63    no  4843941.3     1138.9        0.0      428.5      1.000        1.0        1.0 
   64    no  4844165.3      365.2        0.0      425.9      1.000        1.0        1.0 
   65    no  4845162.6      460.8        0.0      414.4      1.000        1.0        1.0 
   67    no  4847809.5     8896.8        0.0      383.7      1.000        1.0        1.0 
   68    no  4848362.5     3914.3        0.0      377.2      1.000        1.0        1.0 
   69    no  4849139.9      465.0        0.0      368.1      1.000        1.0        1.0 
   70    no  4849861.7      393.9        0.0      359.6      1.000        1.0        1.0 
   71    no  4850439.7     1525.9        0.0      352.8      1.000        1.0        1.0 
   72    no  4852868.5      693.6        0.0      324.0      1.000        1.0        1.0 
